estimate,std_error,t_value,p_value,term,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
18.251311374444875,11.460443583322586,1.592548424652992,0.11126153153811932,exposure_ED5J990H5VAZT_1,-4.211158048867393,40.71378079775714,ED5J990H5VAZT,16649,1359,A5,vegan
-0.0011588334388278646,2.9142018147628796e-4,-3.976503730652421,6.993590225296373e-5,vegan_price_real,-0.0017300169945213889,-5.876498831343403e-4,ED5J990H5VAZT,16649,1359,A5,vegan
5.683408572949923e-4,6.434441700331345e-4,0.8832792086152951,0.37708543446488224,vegetarian_price_real,-6.928097159699511e-4,0.0018294914305599357,ED5J990H5VAZT,16649,1359,A5,vegan
-7.397562336829124e-4,4.509442026344814e-4,-1.6404606808584061,0.10090941735308025,meat_price_real,-0.001623606870846496,1.4409440348067118e-4,ED5J990H5VAZT,16649,1359,A5,vegan
0.22349568157611868,0.19867758186085036,1.1249164575228745,0.2606244373369002,weekend,-0.165912378871148,0.6129037420233854,ED5J990H5VAZT,16649,1359,A5,vegan
0.06376337820380382,0.18061678787749832,0.3530312932320042,0.724064980450217,holiday_window,-0.2902455260360929,0.41777228244370057,ED5J990H5VAZT,16649,1359,A5,vegan
0.0470148958752487,0.3063165157572751,0.15348469134619977,0.878016061803665,month_cat2,-0.5533654750090105,0.6473952667595078,ED5J990H5VAZT,16649,1359,A5,vegan
-0.28692356084831894,0.3867604919531002,-0.7418636774386774,0.45816993488107444,month_cat3,-1.0449741250763953,0.47112700337975744,ED5J990H5VAZT,16649,1359,A5,vegan
-0.5430681934097603,0.5816527356622528,-0.9336639546471637,0.3504772639750151,month_cat4,-1.683107555307776,0.5969711684882553,ED5J990H5VAZT,16649,1359,A5,vegan
-1.3540684612218366,0.8111174827800925,-1.6693863589042466,0.09504083529708181,month_cat5,-2.943858727470818,0.2357218050271448,ED5J990H5VAZT,16649,1359,A5,vegan
-1.852120666074116,1.030891304815203,-1.7966207081416077,0.07239585459994365,month_cat6,-3.872667623511914,0.1684262913636818,ED5J990H5VAZT,16649,1359,A5,vegan
-1.9834036234666115,1.311373901798893,-1.5124623272934237,0.1304162894511576,month_cat7,-4.553696470992442,0.5868892240592187,ED5J990H5VAZT,16649,1359,A5,vegan
-2.2726272400639416,1.4261722078629508,-1.5935153044872203,0.11104463777394442,month_cat8,-5.067924767475326,0.522670287347442,ED5J990H5VAZT,16649,1359,A5,vegan
-3.031074681738992,1.6683179753410127,-1.8168447061894333,0.06924089522952927,month_cat9,-6.300977913407377,0.2388285499293925,ED5J990H5VAZT,16649,1359,A5,vegan
-3.5069601943367226,1.8209199746420026,-1.925927686649821,0.05411340381523543,month_cat10,-7.075963344635047,0.0620429559616027,ED5J990H5VAZT,16649,1359,A5,vegan
-3.674552769942579,1.9240307423593181,-1.9098201962390193,0.056156367987480096,month_cat11,-7.445653024966843,0.09654748508168476,ED5J990H5VAZT,16649,1359,A5,vegan
-4.323757245623057,2.0890461121028223,-2.0697280067555743,0.03847782250741408,month_cat12,-8.418287625344588,-0.2292268659015253,ED5J990H5VAZT,16649,1359,A5,vegan
35.803175096761805,15.672738225038417,2.2844237288136067,0.022346640339834998,year_cat2016,5.084608175686508,66.5217420178371,ED5J990H5VAZT,16649,1359,A5,vegan
30.550314206965606,13.573128537612952,2.2507938477342644,0.024398597392026683,year_cat2017,3.9469822732442204,57.15364614068699,ED5J990H5VAZT,16649,1359,A5,vegan
25.252199459472568,11.327940425173493,2.2291959978316904,0.025800866717936938,year_cat2018,3.0494362261325207,47.454962692812614,ED5J990H5VAZT,16649,1359,A5,vegan
20.755575667049584,9.040395102349189,2.295870416289234,0.02168329171724784,year_cat2019,3.036401266445175,38.47475006765399,ED5J990H5VAZT,16649,1359,A5,vegan
15.439358201902714,6.721306839526674,2.2970768290337387,0.02161438732542202,year_cat2020,2.265596796430433,28.613119607374994,ED5J990H5VAZT,16649,1359,A5,vegan
9.802553979990812,4.398068414367958,2.2288316270767985,0.025825109751198068,year_cat2021,1.182339887829615,18.42276807215201,ED5J990H5VAZT,16649,1359,A5,vegan
4.91174884461496,2.2464317218852425,2.1864670075496173,0.028781455906854516,year_cat2022,0.5087426697198847,9.314755019510036,ED5J990H5VAZT,16649,1359,A5,vegan
0.009136741363067843,0.00522604613928983,1.7483085911502187,0.0804106064042761,date_code,-0.0011063090699402235,0.01937979179607591,ED5J990H5VAZT,16649,1359,A5,vegan
-0.010460952439209711,0.19161207819544077,-0.05459443129957462,0.9564615753230876,day_of_week_cat1,-0.3860206257022736,0.3650987208238542,ED5J990H5VAZT,16649,1359,A5,vegan
0.1607034067573962,0.18964901006887985,0.8473727687744286,0.3967873778583101,day_of_week_cat2,-0.2110086529776083,0.5324154664924007,ED5J990H5VAZT,16649,1359,A5,vegan
0.3244399397480136,0.20700477142819815,1.5673065770880026,0.11704304877806178,day_of_week_cat3,-0.08128941225125474,0.730169291747282,ED5J990H5VAZT,16649,1359,A5,vegan
0.020508456529291022,0.2014257867320862,0.10181644000015277,0.9189023762327956,day_of_week_cat4,-0.37428608546559794,0.41530299852417996,ED5J990H5VAZT,16649,1359,A5,vegan
0.08718527795092347,0.1366575058505504,0.6379838224639479,0.523484211006144,day_of_week_cat5,-0.18066343351615533,0.35503398941800224,ED5J990H5VAZT,16649,1359,A5,vegan
0.15834100724850342,0.06674236579296557,2.3724212554837556,0.01767192958355076,inflation,0.027525970294290908,0.2891560442027159,ED5J990H5VAZT,16649,1359,A5,vegan
0.00815630564017709,0.0071025464630327185,1.1483635739138025,0.2508185045314865,precip,-0.005764685427367038,0.022077296707721218,ED5J990H5VAZT,16649,1359,A5,vegan
-0.009824907693192933,0.01726865619476552,-0.5689445422030616,0.5693937761393202,temp,-0.043671473834933354,0.024021658448547485,ED5J990H5VAZT,16649,1359,A5,vegan
-0.006373142733350207,0.004009809359461851,-1.5893879638720614,0.11197283027058201,exposure_ED5J990H5VAZT_1:date_code,-0.014232369077895435,0.0014860836111950208,ED5J990H5VAZT,16649,1359,A5,vegan
0.1790251742106631,0.3434263913929455,0.5212912539555646,0.602163892753398,exposure_ED5J990H5VAZT_1:gendermale,-0.4940905529195101,0.8521409013408363,ED5J990H5VAZT,16649,1359,A5,vegan
