"outcome","restaurant","effect_type","series","estimate","ci_lower","ci_upper"
"untextured_t2","1SQPTEGYPH0GA","level change","Base",0.10541838,-0.213833883,0.13429634175
"untextured_t2","9XKJD8DQTH559","level change","Base",-0.10649294,-0.1246586405,0.0051408786075
"untextured_t2","9XKJD8DQTH559","level change","Base",0.12422236,-0.031231607425,0.18875155725
"untextured_t2","C0BE4NDSW26QN","level change","Base",-0.12682417,-0.2465318615,0.02083143845
"untextured_t2","C0BE4NDSW26QN","level change","Base",0.04178295,-0.053341744375,0.43815206475
"untextured_t2","JHDN7CF1C03X5","level change","Base",2.5496401e-05,-4.5215445075e-05,6.4094850375e-05
"untextured_t2","LQ5EH4BKGV61T","level change","Base",-0.16012495,-0.4760849715,-0.1227772545
"untextured_t2","S8MT0YGD2KTN9","level change","Base",-0.10100377,-0.32770515975,-0.0044213195375
"untextured_t2","SRQS8F7JWA9MZ","level change","Base",-0.0196277405,-0.27296021675,0.37636539025
"untextured_t2","SRQS8F7JWA9MZ","level change","Base",0.336445975,0.0459048071,0.65969586375
"untextured_t2","pooled","level change","Base",-0.00711540435,-0.142518101,-0.0036716693825
"untextured_t2","1SQPTEGYPH0GA","slope change","Base",0.0417914265,-0.2432739365,0.15307874975
"untextured_t2","9XKJD8DQTH559","slope change","Base",-0.085748125,-0.13657230475,0.2241817935
"untextured_t2","9XKJD8DQTH559","slope change","Base",-0.010430572,-0.26081686025,0.182669785
"untextured_t2","C0BE4NDSW26QN","slope change","Base",0.0354474955,-0.018346911725,0.038808627475
"untextured_t2","C0BE4NDSW26QN","slope change","Base",-0.0446778855,-0.1404197855,-0.0014276526
"untextured_t2","JHDN7CF1C03X5","slope change","Base",0.000117358995,-0.0001779932035,0.000259607722
"untextured_t2","LQ5EH4BKGV61T","slope change","Base",-0.1797199,-0.195285452,0.37180313575
"untextured_t2","S8MT0YGD2KTN9","slope change","Base",0.114630185,0.03626931115,0.19450468025
"untextured_t2","SRQS8F7JWA9MZ","slope change","Base",-0.057946768,-0.12157952975,0.25000539025
"untextured_t2","SRQS8F7JWA9MZ","slope change","Base",-0.08567955,-0.21344610275,0.00021741208525
"untextured_t2","pooled","slope change","Base",-0.047758302,-0.13624270125,0.06364030075
"untextured_t2","1SQPTEGYPH0GA","gender x level","Female",0.026715501,-0.302879662,0.070034952875
"untextured_t2","9XKJD8DQTH559","gender x level","Female",-0.087700865,-0.1461423935,0.156897545
"untextured_t2","9XKJD8DQTH559","gender x level","Female",0.06152214,-0.14313453025,0.20750670775
"untextured_t2","C0BE4NDSW26QN","gender x level","Female",0.0610933325,-0.1308104305,0.2159763815
"untextured_t2","C0BE4NDSW26QN","gender x level","Female",-0.10270318,-0.21092753375,0.070956129475
"untextured_t2","LQ5EH4BKGV61T","gender x level","Female",-0.00900993565,-1.20156733,0.0179713776
"untextured_t2","S8MT0YGD2KTN9","gender x level","Female",-0.0189601115,-0.099832518625,0.4224767325
"untextured_t2","SRQS8F7JWA9MZ","gender x level","Female",-0.0185056175,-0.27446612125,0.1335358855
"untextured_t2","SRQS8F7JWA9MZ","gender x level","Female",-0.017542319,-0.148164292,0.260855901
"untextured_t2","pooled","gender x level","Female",-0.039895141,-0.1149967855,-0.03709705245
"untextured_t2","1SQPTEGYPH0GA","gender x level","Male",-0.169872045,-0.28699955225,0.3369218885
"untextured_t2","9XKJD8DQTH559","gender x level","Male",0.083791463,-0.032214688275,0.11843140275
"untextured_t2","9XKJD8DQTH559","gender x level","Male",0.00029276828,-0.11055271675,0.013776180325
"untextured_t2","C0BE4NDSW26QN","gender x level","Male",-0.10413396,-0.17053033425,-0.09374724675
"untextured_t2","C0BE4NDSW26QN","gender x level","Male",0.10304036,0.0420874711,0.1621187345
"untextured_t2","LQ5EH4BKGV61T","gender x level","Male",-0.318010975,-0.70175285675,0.4865967185
"untextured_t2","S8MT0YGD2KTN9","gender x level","Male",-0.2478551,-0.64797620325,-0.10852598575
"untextured_t2","SRQS8F7JWA9MZ","gender x level","Male",-0.016484079,-0.3703926495,0.12674739425
"untextured_t2","SRQS8F7JWA9MZ","gender x level","Male",-0.0067977007,-0.22096269175,0.316316625
"untextured_t2","pooled","gender x level","Male",-0.315059615,-0.33234710225,0.044549037375
"dairy_t2","9XKJD8DQTH559","level change","Base",-0.1398335,-0.305784525,0.0785567425
"dairy_t2","9XKJD8DQTH559","level change","Base",-0.160216,-0.334552625,0.0294727
"dairy_t2","EMBVNVD207CC6","level change","Base",0.4379275,-0.0868170225,1.02307675
"dairy_t2","W8T41JZK0ZMEP","level change","Base",0.0139579,-0.22023545,0.15754245
"dairy_t2","W8T41JZK0ZMEP","level change","Base",0.05111505,-0.097633985,0.2264518
"dairy_t2","W8T41JZK0ZMEP","level change","Base",0.0776207,-0.0688709275,0.303357075
"dairy_t2","W8T41JZK0ZMEP","level change","Base",0.0376434,-0.144043525,0.186438475
"dairy_t2","W8T41JZK0ZMEP","level change","Base",0.0508622,-0.11665785,0.271566225
"dairy_t2","pooled","level change","Base",0.09559915,-0.5918978,0.8340926
"dairy_t2","9XKJD8DQTH559","slope change","Base",-0.06768525,-0.4837093,0.851630050000001
"dairy_t2","9XKJD8DQTH559","slope change","Base",-0.2866205,-1.2743795,0.0961214350000001
"dairy_t2","EMBVNVD207CC6","slope change","Base",-0.175697,-0.58873315,0.1222418
"dairy_t2","W8T41JZK0ZMEP","slope change","Base",-0.0578734,-0.904244775,0.8080848
"dairy_t2","W8T41JZK0ZMEP","slope change","Base",-0.02949125,-0.632011425,0.747030375
"dairy_t2","W8T41JZK0ZMEP","slope change","Base",-0.041297,-0.74081625,0.88407805
"dairy_t2","W8T41JZK0ZMEP","slope change","Base",-0.04342935,-0.87220375,0.7105252
"dairy_t2","W8T41JZK0ZMEP","slope change","Base",-0.08420355,-1.090256,0.585720475
"dairy_t2","pooled","slope change","Base",-0.1364175,-0.714900925,0.385159275
"dairy_t2","9XKJD8DQTH559","gender x level","Female",0.003820935,-0.12640905,0.137168225
"dairy_t2","9XKJD8DQTH559","gender x level","Female",0.00661512,-0.11402285,0.147995975
"dairy_t2","EMBVNVD207CC6","gender x level","Female",-0.0253643,-0.197284525,0.15610825
"dairy_t2","W8T41JZK0ZMEP","gender x level","Female",-0.0565277,-0.2102934,0.1239699
"dairy_t2","W8T41JZK0ZMEP","gender x level","Female",-0.0792393,-0.25340905,0.0203366425000001
"dairy_t2","W8T41JZK0ZMEP","gender x level","Female",-0.04284595,-0.1397727,0.1859223
"dairy_t2","W8T41JZK0ZMEP","gender x level","Female",-0.07591405,-0.2864065,0.0271979625
"dairy_t2","W8T41JZK0ZMEP","gender x level","Female",-0.0552394,-0.1962875,0.123652325
"dairy_t2","pooled","gender x level","Female",-0.0300028,-0.24917935,0.2147001
"dairy_t2","9XKJD8DQTH559","gender x level","Male",0.1339775,-0.03665106,0.324613475
"dairy_t2","9XKJD8DQTH559","gender x level","Male",0.007795305,-0.170925275,0.167117575
"dairy_t2","EMBVNVD207CC6","gender x level","Male",-0.00838833,-0.1481342,0.13831675
"dairy_t2","W8T41JZK0ZMEP","gender x level","Male",-0.3567955,-0.877403325,0.0111292025000001
"dairy_t2","W8T41JZK0ZMEP","gender x level","Male",-0.1894775,-0.4233665,0.021344195
"dairy_t2","W8T41JZK0ZMEP","gender x level","Male",-0.032082,-0.30953825,0.24013655
"dairy_t2","W8T41JZK0ZMEP","gender x level","Male",-0.116498,-0.4253376,0.150906175
"dairy_t2","W8T41JZK0ZMEP","gender x level","Male",0.404523,-0.0420602775,0.9802372
"dairy_t2","pooled","gender x level","Male",-0.0105964,-0.402796975,0.41115645
"breakfast_t2","2HRX9P6HKXA8V","level change","Base",0.0118909705,-0.0773162442,0.10043631075
