outcome,effect_type,mean,q5,q95,rhat,estimate_type,restaurant_id,ess_bulk
untextured,Level Change,0.7231946541879174,0.3451571356471004,1.9616186024122695,1.426028129134894,Pooled,POOLED,NA
untextured,Slope Change,0.796039774763187,0.1752819427608131,1.8765234759256972,1.2645074237959004,Pooled,POOLED,NA
untextured,Level Change,0.91,0.8,1.07,1.0709827468803141,Restaurant,SRQS8F7JWA9MZ,NA
untextured,Level Change,1.03,0.91,1.15,1.0564629600699371,Restaurant,SRQS8F7JWA9MZ,NA
untextured,Slope Change,0.55,0.24,1.07,1.0828856518470253,Restaurant,SRQS8F7JWA9MZ,NA
untextured,Slope Change,0.89,0.51,2.12,1.1101693504502819,Restaurant,SRQS8F7JWA9MZ,NA
