outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,q1_lo,q1_hi
meat,vegan,proportion,NA,NA,-1.6453134369749607,0.3398788363745478,0.8977024537501539,0.999883827339602,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,NA,TRUE,NA,NA
meat,vegan,proportion,NA,NA,0.7108216871696454,0.458158014546081,0.92491437396178,1.00104877540021,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
meat,vegan,proportion,-0.8382077231568881,NA,0.24183104727857418,1.541082300322807,1.0441973416849601,1.00148772913044,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop/plots/SRQS8F7JWA9MZ.png,Animal,NA,TRUE,NA,NA
meat,vegan,proportion,NA,NA,NA,0.1147250483375235,0.8053150676614237,1.00125292740758,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,NA,NA,NA,NA
meat,vegetarian,count,-7.42778667586284,NA,-2.3327486998430307,1.000594678633441,1.0000594519554147,1.00297768791454,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
meat,vegetarian,count,NA,NA,NA,0.9603395286468033,0.9959613392773451,1.00028469399166,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_count/plots/ED5J990H5VAZT.png,Animal,NA,NA,NA,NA
meat,vegetarian,count,NA,NA,NA,0.9817772022336908,0.9981626022852426,1.00124757931718,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_count/plots/JHDN7CF1C03X5.png,Animal,NA,NA,NA,NA
meat,vegetarian,count,NA,NA,-3.530669253872379,0.9718316220208274,0.9971468063259114,1.00304630482722,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
meat,vegetarian,count,NA,NA,-4.239763995561826,0.9796595797952221,0.9979470965726659,1.00347612897543,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_count/plots/SRQS8F7JWA9MZ.png,Animal,NA,TRUE,NA,NA
meat,vegetarian,count,NA,NA,NA,0.9751636242362239,0.9974881597299308,1.00052589849525,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,NA,NA,NA,NA
meat,vegetarian,proportion,NA,NA,0.5294382859815342,0.4992397651851133,0.9328910295449865,1.0084157602675,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
meat,vegetarian,proportion,NA,NA,NA,0.08955494980155694,0.78561353927133,1.00389783585123,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_prop/plots/ED5J990H5VAZT.png,Animal,NA,NA,NA,NA
meat,vegetarian,proportion,NA,NA,NA,0.19399214469548284,0.8487473170285353,1.00026949297714,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,NA,NA,NA,NA
meat,vegetarian,proportion,NA,NA,0.11815827635589655,0.2425218860110913,0.8679108021445533,1.00101852968159,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
meat,vegetarian,proportion,NA,NA,-1.4478157849430626,0.687384922973584,0.9632078208360869,0.999807467146916,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_prop/plots/SRQS8F7JWA9MZ.png,Animal,NA,TRUE,NA,NA
meat,vegetarian,proportion,NA,NA,NA,0.024763843238869925,0.6908468864322211,1.0015203078657,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/meat/vegetarian_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,NA,NA,NA,NA
chicken_fish,mpba-modifiable,count,-5.147586219392675,NA,-1.9255138009873742,1.0058303508450905,1.0005815110245924,1.00451461746586,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
chicken_fish,mpba-modifiable,count,NA,NA,-3.6315660022929968,0.9847996470146523,0.9984694662087761,1.00726044385407,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_count/plots/ED5J990H5VAZT.png,Animal,NA,TRUE,NA,NA
chicken_fish,mpba-modifiable,count,-3.4838700850832947,NA,-2.679414166713004,1.0311641576583193,1.003073555128803,1.00085203378269,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_count/plots/JHDN7CF1C03X5.png,Animal,NA,TRUE,NA,NA
chicken_fish,mpba-modifiable,count,NA,NA,-2.0647957172774185,0.9783181676965809,0.9978103670502927,1.00766484040018,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
chicken_fish,mpba-modifiable,count,-4.390044195022852,NA,-3.262453304962635,1.0124773822009072,1.001240787258554,1.00057782700639,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,NA,TRUE,NA,NA
chicken_fish,mpba-modifiable,proportion,-2.318913718196349,NA,1.2039681293150082,1.1033824280081086,1.0098865922436815,1.0021081610892,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
chicken_fish,mpba-modifiable,proportion,NA,NA,NA,0.3217174811751112,0.8927861945018194,1.00041249677008,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_prop/plots/ED5J990H5VAZT.png,Animal,NA,NA,NA,NA
chicken_fish,mpba-modifiable,proportion,1.0931275496986468,0.38857086735266577,1.5009031419334968,19.7586392138002,1.347645616863257,1.00019841734816,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,TRUE,TRUE,0.8093693163872102,1.3768857830100834
chicken_fish,mpba-modifiable,proportion,NA,NA,1.1662737408763117,0.5976490129471896,0.9498272403179183,1.0001520880962,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
chicken_fish,mpba-modifiable,proportion,-0.3760560972542072,NA,0.7110924467735494,1.9868765198289615,1.0710681073725716,0.999942907560298,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/mpbamod_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegan,count,NA,NA,-2.281140432220094,0.9473751630332509,0.9946085757024022,1.00163656189111,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegan,count,-0.863743643433715,-1.6428495410382429,-0.41802973851642744,1.5243694908607062,1.043059360463281,1.00379887083133,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_count/plots/ED5J990H5VAZT.png,Animal,FALSE,TRUE,-1.1761976746892802,-0.5512896121781499
chicken_fish,vegan,count,NA,NA,NA,0.9486999547548909,0.9947475724624112,1.00093093893411,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_count/plots/JHDN7CF1C03X5.png,Animal,NA,NA,NA,NA
chicken_fish,vegan,count,-1.748525389538392,NA,-1.015194360388614,1.1900917218665799,1.0175553533026829,1.00115324654931,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegan,count,-4.2657170480892,NA,-3.3587829277786403,1.0141408439477708,1.0014051658096352,1.00202450324549,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegan,proportion,NA,NA,0.29583381899968775,0.3172125884926707,0.8915281106038311,1.00027447723068,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegan,proportion,-0.2613406926289987,NA,1.479042910475967,2.1598062860330263,1.0800440782829284,1.00101655804435,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_prop/plots/ED5J990H5VAZT.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegan,proportion,NA,NA,NA,0.05534523490651488,0.7487003282080634,1.00138226097201,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,NA,NA,NA,NA
chicken_fish,vegan,proportion,4.5264947401770666e-4,NA,1.6783468537323454,2.7195128144620546,1.1052209560355724,1.00197967565379,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegan,proportion,-0.48101376781121713,NA,0.6798815802690521,1.8555040922450237,1.0637662114532433,1.0006232987943,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegetarian,count,-3.1966958316484946,NA,-1.868722698366577,1.0417449168962003,1.0040980854729777,1.00162758212583,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegetarian,count,-2.148559132726091,-3.2169469987498664,-1.6083694834077227,1.1237284356186545,1.0117335156126621,1.00028655243895,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count/plots/ED5J990H5VAZT.png,Animal,FALSE,TRUE,-2.558910539701128,-1.7382077257510544
chicken_fish,vegetarian,count,NA,NA,NA,0.9719705382800878,0.997161058897216,1.00034610536528,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count/plots/JHDN7CF1C03X5.png,Animal,NA,NA,NA,NA
chicken_fish,vegetarian,count,-1.6868657695089364,-3.2380255153740083,-1.022343848435735,1.2033372733982572,1.0186822454182995,1.01090814550011,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,FALSE,TRUE,-2.25209068454421,-1.1216408544736627
chicken_fish,vegetarian,count,-4.6200233091601515,NA,-3.7140424022947527,1.0099012627323734,1.0009857421651123,1.00030401954159,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegetarian,proportion,NA,NA,1.0228596571109398,0.904994788694791,0.9900670514944603,1.00039417270281,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegetarian,proportion,NA,NA,NA,0.003898495577016329,0.5742350596093381,1.00323777357085,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop/plots/ED5J990H5VAZT.png,Animal,NA,NA,NA,NA
chicken_fish,vegetarian,proportion,NA,NA,NA,0.0827130076200774,0.7793945799368215,1.00222384862904,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,NA,NA,NA,NA
chicken_fish,vegetarian,proportion,-0.22727476494129148,NA,2.0141156439760106,2.218212844056236,1.082929841881659,1.00660261072827,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,NA,TRUE,NA,NA
chicken_fish,vegetarian,proportion,-3.3190823590318987,NA,0.5747356192977193,1.0368487055330224,1.00362515727534,1.00204434874014,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,count,NA,NA,-1.8953656745884315,0.9108219782345518,0.9907027081455698,1.00219328983484,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_count/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,count,-6.86816168586204,NA,-3.8167137574424372,1.0010409292586684,1.0001040441989697,1.00776680739006,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_count/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,count,NA,NA,-3.1936436627389124,0.9972262193597151,0.9997222751028683,1.00100310569389,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_count/plots/JHDN7CF1C03X5.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,count,-3.002938079967073,NA,-1.3724131031279985,1.0508937626840011,1.0049764420256653,1.00339414990148,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_count/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,count,-1.6717443652905206,-2.497213772695058,-1.213477750211049,1.2067357419305729,1.0189695769679292,1.00312312239288,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_count/plots/SRQS8F7JWA9MZ.png,Plant-based,FALSE,TRUE,-1.999228044495625,-1.3442606860854163
vegetarian,mpba-modifiable,count,NA,NA,-3.6544430811473276,0.9981285497703642,0.9998126971853131,1.00294665865271,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_count/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,proportion,NA,NA,0.691123221235401,0.09896911209718798,0.793505547664272,1.00315978045172,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_prop/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,proportion,-4.115041574285023,NA,-0.7727780551317097,1.016459246890303,1.0016338594647185,1.00140173955214,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_prop/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,proportion,NA,NA,NA,0.06934163903853098,0.765771872536357,1.00045456127922,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_prop/plots/JHDN7CF1C03X5.png,Plant-based,NA,NA,NA,NA
vegetarian,mpba-modifiable,proportion,-0.4838047072852539,NA,1.6390060981267658,1.8523101228429184,1.0635829582095484,1.00031505827753,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_prop/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegetarian,mpba-modifiable,proportion,0.525812346717689,-0.48274971658655963,1.021212751406606,5.429421795810791,1.1843371659952406,1.00180859772225,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_prop/plots/SRQS8F7JWA9MZ.png,Plant-based,FALSE,TRUE,0.14214845182147323,0.9094762416139046
vegetarian,mpba-modifiable,proportion,NA,NA,0.2931191114311574,0.9546289831542389,0.9953675118960505,1.00033827752203,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/mpbamod_dishes_prop/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,count,-3.795604221768586,NA,-1.8263692992598497,1.0227236618997015,1.0022494587705209,1.00074974431862,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_count/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,count,-3.759277583942619,NA,-2.2561128512275785,1.023574145927057,1.002332773391718,1.00101572078938,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_count/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,count,-3.314368820630739,-4.483684405072855,-2.7897619007683665,1.0370259874116905,1.0036423160820287,1.00258395701606,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_count/plots/JHDN7CF1C03X5.png,Plant-based,FALSE,TRUE,-3.7464919084635167,-2.882245732797961
vegetarian,vegan,count,-4.247431369662326,NA,-2.403158004208177,1.0144036679240351,1.0014311151242792,1.0015388160601,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_count/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,count,NA,NA,NA,0.6779836966973198,0.9618822820359465,1.00085527062933,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_count/plots/SRQS8F7JWA9MZ.png,Plant-based,NA,NA,NA,NA
vegetarian,vegan,count,NA,NA,-4.126544459085633,0.9964700755668112,0.9996464455834232,1.00263532367418,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_count/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,proportion,-0.4624223095593893,NA,1.0239088482326946,1.8771531207439152,1.0650008882150688,1.0012425203694,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_prop/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,proportion,-3.0935595276686403,NA,0.37006400162748243,1.0463838595475283,1.0045443219415442,1.00352593791776,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_prop/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,proportion,0.5226060448489022,-0.9592142168336334,1.0945944780660304,5.400096403311403,1.1836959216987455,1.00171103655426,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_prop/plots/JHDN7CF1C03X5.png,Plant-based,FALSE,TRUE,-0.0013247446663181561,1.0465368343641224
vegetarian,vegan,proportion,NA,NA,0.8606836200251732,0.6088235550400931,0.9515884117982019,1.00214494900885,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_prop/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegan,proportion,NA,NA,NA,0.1806131010696936,0.8427037469324871,1.00243419854512,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_prop/plots/SRQS8F7JWA9MZ.png,Plant-based,NA,NA,NA,NA
vegetarian,vegan,proportion,NA,NA,0.19674201784999826,0.9363950774380898,0.9934497668919907,1.00068166929962,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,count,-7.380229794113715,NA,-2.2165913769790695,1.000623651992737,1.0000623477038022,1.00232034037701,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_count/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,count,-3.5995672343442875,NA,-2.80699774058593,1.0277125936425648,1.0027372945455695,1.00170108363002,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_count/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,count,-3.4360169906706117,-4.3728878409487,-2.9609972020191897,1.0327164430429958,1.0032244527948464,1.00103442991806,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_count/plots/JHDN7CF1C03X5.png,Plant-based,FALSE,TRUE,-3.7961931740709973,-3.075840807270226
vegetarian,vegetarian,count,-5.114336941312476,NA,-2.782731628034313,1.0060280575232192,1.0006011767814444,1.00196803542016,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_count/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,count,-2.4927565804308838,-3.1990349017366886,-2.075246991119943,1.0861960534964976,1.0083024490759194,1.00082662346189,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_count/plots/SRQS8F7JWA9MZ.png,Plant-based,FALSE,TRUE,-2.779437169873931,-2.2060759909878365
vegetarian,vegetarian,count,-6.541230148090608,NA,-4.1019847744551905,1.0014437538673173,1.0001442816732746,1.00024308247835,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_count/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,proportion,-0.02969129911314152,NA,1.1941886981816754,2.639910875188386,1.101942482598158,1.05527021717424,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_prop/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,proportion,-0.12356755481872655,NA,0.7452565087763049,2.4199864400069906,1.0923989983434914,1.01399916308653,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_prop/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,proportion,0.5635251135495707,-0.5592527663357378,1.1002726428502505,5.794184312353426,1.1920630612465117,1.00533724688431,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_prop/plots/JHDN7CF1C03X5.png,Plant-based,FALSE,TRUE,0.14017679487967571,0.9868734322194657
vegetarian,vegetarian,proportion,-0.5319586399366293,NA,0.9538916723652392,1.7993999222013568,1.0605051203756222,1.01435938674296,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_prop/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegetarian,vegetarian,proportion,0.22359614587783683,-0.5616755953829722,0.6629452982117066,3.4923186011213643,1.1332125764942467,1.00475768309787,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_prop/plots/SRQS8F7JWA9MZ.png,Plant-based,FALSE,TRUE,-0.0888071433044792,0.5359994350601529
vegetarian,vegetarian,proportion,-0.4918190650416325,NA,0.6904307694537116,1.8432180789003274,1.0630597429489368,1.01168735615472,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegetarian/vegetarian_dishes_prop/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,count,-3.588117342756036,NA,-1.3369451246890551,1.0280361559379898,1.0027688599876152,1.00549676097757,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_count/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,count,-4.047898835529813,NA,-3.112692472833097,1.0176123199504459,1.0017474270143203,1.00076307738673,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_count/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,count,NA,NA,-3.1714812173684765,0.9924321879952303,0.9992406291487835,1.00102474458355,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_count/plots/JHDN7CF1C03X5.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,count,-3.2828796604209227,NA,-1.2266208118797948,1.0382328197439536,1.0037590531915532,1.0045537040151,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_count/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
