outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,color_group
nonvegan,mpbamod,Count,NA,0.9323832918405697,1.0699288310774528,NA,0.999781068333977,0.99980634594859,Restaurant,1SQPTEGYPH0GA,Animal
nonvegan,mpbamod,Count,NA,0.8238958928774643,1.1887226888687152,NA,0.999194286011009,1.00034753022509,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,mpbamod,Count,NA,0.9225132541992548,1.0898864415232934,NA,0.999900394175908,0.99979377936328,Restaurant,78AY09MVJVTYE,Animal
nonvegan,mpbamod,Count,NA,0.9711459951837674,1.025410490364819,NA,0.999645267834669,1.00138451815796,Restaurant,9XKJD8DQTH559,Animal
nonvegan,mpbamod,Count,NA,0.8526264326731758,1.1839255563402622,NA,1.00134494072465,1.00009539972885,Restaurant,C0BE4NDSW26QN,Animal
nonvegan,mpbamod,Count,NA,0.937334448856451,1.0893022212251982,NA,1.00096985782579,0.999204531021544,Restaurant,CB2KHY1C2G9PT,Animal
nonvegan,mpbamod,Count,NA,0.9817955948163162,1.0189257266372564,NA,1.00016797928806,1.00071313230548,Restaurant,ED5J990H5VAZT,Animal
nonvegan,mpbamod,Count,NA,0.907411881915731,1.2318588028290314,NA,1.00613464348673,1.0017088950305,Restaurant,EMBVNVD207CC6,Animal
nonvegan,mpbamod,Count,NA,0.9581580551938511,1.0431709187718292,NA,0.999669826036819,1.00256819809078,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,mpbamod,Count,NA,0.8478346252202974,1.1801743900990451,NA,1.00148966131059,1.00069893835527,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,mpbamod,Count,NA,0.91078994830277,1.1167315105978282,NA,1.00064579186264,1.00036674496163,Restaurant,LBZEEFSBJNB3Z,Animal
nonvegan,mpbamod,Count,NA,0.7414848463133602,1.346851991551138,NA,0.998488661974711,1.00154936305391,Restaurant,LFZFT3VASXPED,Animal
nonvegan,mpbamod,Count,NA,0.8369896616596962,1.2114350249698658,NA,1.00129507494363,1.00073627457043,Restaurant,LQ5EH4BKGV61T,Animal
nonvegan,mpbamod,Count,NA,0.8697901998825722,1.1549318351632505,NA,0.999880470560308,0.999731585860922,Restaurant,S8MT0YGD2KTN9,Animal
nonvegan,mpbamod,Count,NA,0.7824699160495188,1.2940079225021035,NA,0.999071561937426,1.00139092027259,Restaurant,SAFK7ND1HR6XS,Animal
nonvegan,mpbamod,Count,NA,0.9353207086051958,1.0668969311036083,NA,0.999853063335573,1.0001670034183,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,mpbamod,Count,NA,0.9653254407024191,1.050374036523496,NA,1.00088325710183,1.00016161148219,Restaurant,V3Q26BHF3SE2H,Animal
nonvegan,mpbamod,Count,NA,0.969282401961946,1.028794419692085,NA,0.999725276178756,1.0006585219728,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,mpbamod,Proportion,1.0314605032075,0.799379897305226,1.3105168403197756,NA,1.0314605032075,1.00063361128206,Restaurant,1SQPTEGYPH0GA,Animal
nonvegan,mpbamod,Proportion,1.00822080217098,0.6361519921026632,1.493379577492224,NA,1.00822080217098,1.00142655872107,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,mpbamod,Proportion,1.02625865223185,0.8161396042593538,1.2761767274901168,NA,1.02625865223185,1.00115634695736,Restaurant,78AY09MVJVTYE,Animal
nonvegan,mpbamod,Proportion,1.02025325590217,0.886698258608189,1.1657037150555087,NA,1.02025325590217,1.00026504304417,Restaurant,9XKJD8DQTH559,Animal
nonvegan,mpbamod,Proportion,1.0509600723745,0.6810397465893778,1.5551145056592122,NA,1.0509600723745,1.00033294542483,Restaurant,C0BE4NDSW26QN,Animal
nonvegan,mpbamod,Proportion,1.00209614171562,0.8840072732234528,1.1279864033663678,NA,1.00209614171562,0.999905032672287,Restaurant,CB2KHY1C2G9PT,Animal
nonvegan,mpbamod,Proportion,0.99756998463997,0.9572063309852116,1.040348948702456,NA,0.99756998463997,1.0004681793043,Restaurant,ED5J990H5VAZT,Animal
nonvegan,mpbamod,Proportion,1.00511256622885,0.8617209199270148,1.1587635439629105,NA,1.00511256622885,1.00114330017458,Restaurant,EMBVNVD207CC6,Animal
nonvegan,mpbamod,Proportion,1.05481142556752,0.880443892489518,1.2514468063549142,NA,1.05481142556752,1.00482270381403,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,mpbamod,Proportion,0.989721121054851,0.5871054982683217,1.567235563073645,NA,0.989721121054851,0.999990225678712,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,mpbamod,Proportion,0.997502781534114,0.7101243959181139,1.3493160919090084,NA,0.997502781534114,1.0004003480459,Restaurant,LBZEEFSBJNB3Z,Animal
nonvegan,mpbamod,Proportion,1.03997589149909,0.461229162539036,2.0518608087199364,NA,1.03997589149909,1.00046718502808,Restaurant,LFZFT3VASXPED,Animal
nonvegan,mpbamod,Proportion,1.03779478048938,0.6558170932048586,1.5576920823082485,NA,1.03779478048938,1.00039100390588,Restaurant,LQ5EH4BKGV61T,Animal
nonvegan,mpbamod,Proportion,0.948906586537551,0.6817739876296994,1.2993148970061394,NA,0.948906586537551,1.0000445933136899,Restaurant,S8MT0YGD2KTN9,Animal
nonvegan,mpbamod,Proportion,1.01540872717034,0.641028467515171,1.5183934228391225,NA,1.01540872717034,0.99985020960545,Restaurant,SAFK7ND1HR6XS,Animal
nonvegan,mpbamod,Proportion,1.00093945735791,0.924213362915842,1.0785839305749663,NA,1.00093945735791,1.00157559302491,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,mpbamod,Proportion,1.0120350896804,0.9441509209050514,1.0852443691433622,NA,1.0120350896804,1.00035787577406,Restaurant,V3Q26BHF3SE2H,Animal
nonvegan,mpbamod,Proportion,0.921515985863338,0.787794096599751,1.0655056907291927,NA,0.921515985863338,0.999371992528132,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegan,Count,NA,0.947736971688451,1.031095754926979,NA,0.998837794689336,1.0005685678707,Restaurant,1SQPTEGYPH0GA,Animal
nonvegan,vegan,Count,NA,0.8865631339180948,1.121436146267914,NA,0.999627637140081,1.00070809623826,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegan,Count,NA,0.9658389947144151,1.0224205336239987,NA,0.999373706208806,1.00081088172333,Restaurant,78AY09MVJVTYE,Animal
nonvegan,vegan,Count,NA,0.9743219428722888,1.016787841464923,NA,0.999582633232171,1.00111511642985,Restaurant,9XKJD8DQTH559,Animal
nonvegan,vegan,Count,NA,0.9476969540359094,1.043985241013218,NA,0.999649644489685,1.00025841141992,Restaurant,C0BE4NDSW26QN,Animal
nonvegan,vegan,Count,NA,0.9756800922820112,1.0209451593435608,NA,0.999796029803469,0.999477615758941,Restaurant,CB2KHY1C2G9PT,Animal
nonvegan,vegan,Count,NA,0.9217606726528209,1.0572703809416475,NA,0.998708680657106,1.00083972816549,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegan,Count,NA,0.8726796513280307,1.2245054041466505,NA,1.00342262171752,0.999912279942738,Restaurant,EMBVNVD207CC6,Animal
nonvegan,vegan,Count,NA,0.9687189928887222,1.0167621694618698,NA,0.999324264775316,1.00033171369242,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegan,Count,NA,0.9251558884637987,1.0528131131647744,NA,0.998961200541055,1.00029554323538,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,vegan,Count,NA,0.9457518080572586,1.0904713546756246,NA,1.00150352689796,1.00036179830992,Restaurant,LBZEEFSBJNB3Z,Animal
nonvegan,vegan,Count,NA,0.7893205449513826,1.2492601117612772,NA,1.00043501645547,1.00327667219394,Restaurant,LFZFT3VASXPED,Animal
nonvegan,vegan,Count,NA,0.7755415849685909,1.2199311009264973,NA,0.997419476551835,1.00034695591961,Restaurant,LQ5EH4BKGV61T,Animal
nonvegan,vegan,Count,NA,0.9138399107237264,1.1520312070385812,NA,1.00248767365918,1.00194824463865,Restaurant,S8MT0YGD2KTN9,Animal
nonvegan,vegan,Count,NA,0.715760052191644,1.363417639856189,NA,1.00089317389839,1.00096161838076,Restaurant,SAFK7ND1HR6XS,Animal
nonvegan,vegan,Count,NA,0.7847801628461891,1.1208483738857098,NA,0.992972005543159,1.00210550127583,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegan,Count,NA,0.9028595231948776,1.03974545433639,NA,0.996483509214896,1.00001445259922,Restaurant,V3Q26BHF3SE2H,Animal
nonvegan,vegan,Count,NA,0.9890616714968543,1.027744227123034,NA,1.00084061235187,1.00045397278355,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegan,Proportion,0.997497817173153,0.8358082252262711,1.1733097075460384,NA,0.997497817173153,1.00079331571239,Restaurant,1SQPTEGYPH0GA,Animal
nonvegan,vegan,Proportion,0.998776677675611,0.8103358200954753,1.212006901545037,NA,0.998776677675611,1.00072655635851,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegan,Proportion,0.997323543959293,0.9272581574921996,1.0709474504823142,NA,0.997323543959293,1.00009793573758,Restaurant,78AY09MVJVTYE,Animal
nonvegan,vegan,Proportion,0.974846208457302,0.8392714518583155,1.13525842671284,NA,0.974846208457302,1.00138060306897,Restaurant,9XKJD8DQTH559,Animal
nonvegan,vegan,Proportion,0.998815705961028,0.8296868500535819,1.1921200141062387,NA,0.998815705961028,0.999579086028655,Restaurant,C0BE4NDSW26QN,Animal
nonvegan,vegan,Proportion,0.987569662013517,0.9091585705217449,1.0708264635277458,NA,0.987569662013517,0.999183649414232,Restaurant,CB2KHY1C2G9PT,Animal
nonvegan,vegan,Proportion,0.991363717391089,0.8649996465829202,1.1247781908183045,NA,0.991363717391089,1.00024994158231,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegan,Proportion,0.989948484838426,0.9023540359045996,1.08417521953521,NA,0.989948484838426,1.00184479862609,Restaurant,EMBVNVD207CC6,Animal
nonvegan,vegan,Proportion,0.965743707728286,0.8455706376236292,1.0977581953960767,NA,0.965743707728286,0.999818696354406,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegan,Proportion,0.956337078956302,0.7705792102939291,1.178271866759416,NA,0.956337078956302,1.00049924298683,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,vegan,Proportion,1.0635440079225,0.8597464612072979,1.300162147161114,NA,1.0635440079225,0.999974838505603,Restaurant,LBZEEFSBJNB3Z,Animal
nonvegan,vegan,Proportion,0.986335627946676,0.6910170515264051,1.380314949872302,NA,0.986335627946676,1.00056551653423,Restaurant,LFZFT3VASXPED,Animal
nonvegan,vegan,Proportion,1.01760879319683,0.7779491195331538,1.3146413476994203,NA,1.01760879319683,1.00316613201169,Restaurant,LQ5EH4BKGV61T,Animal
nonvegan,vegan,Proportion,1.00393604773268,0.7607395505657626,1.2872336530661739,NA,1.00393604773268,1.0007296410945,Restaurant,S8MT0YGD2KTN9,Animal
nonvegan,vegan,Proportion,1.00999784232818,0.7256342758361203,1.358664388500645,NA,1.00999784232818,1.0009395728584,Restaurant,SAFK7ND1HR6XS,Animal
nonvegan,vegan,Proportion,0.985722647432132,0.9202425976059565,1.0540820661916335,NA,0.985722647432132,1.0018503059566,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegan,Proportion,0.952932790869175,0.845975122784796,1.0770909212974435,NA,0.952932790869175,1.00067021485167,Restaurant,V3Q26BHF3SE2H,Animal
nonvegan,vegan,Proportion,0.978056800292864,0.8545918756082794,1.1108255709652977,NA,0.978056800292864,1.00157037838263,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegetarian,Count,NA,0.9840617352477306,1.0115030756467678,NA,0.999764484733734,1.00114680957858,Restaurant,1SQPTEGYPH0GA,Animal
nonvegan,vegetarian,Count,NA,0.9184980074215399,1.0893990505148476,NA,0.999957389157708,1.00097970458054,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegetarian,Count,NA,0.9752919966519553,1.0210844823623129,NA,0.999765910979578,1.00397723368404,Restaurant,78AY09MVJVTYE,Animal
nonvegan,vegetarian,Count,NA,0.9867425575788595,1.0105274623410678,NA,0.999863919563368,1.00011675566245,Restaurant,9XKJD8DQTH559,Animal
nonvegan,vegetarian,Count,NA,0.9646090208605798,1.0257713876744716,NA,0.999505267245209,0.999866230509,Restaurant,C0BE4NDSW26QN,Animal
nonvegan,vegetarian,Count,NA,0.9836164784282734,1.0122024362186877,NA,0.999850200957405,1.00044122896259,Restaurant,CB2KHY1C2G9PT,Animal
nonvegan,vegetarian,Count,NA,0.9694942223783635,1.0258172329712911,NA,0.99968243070329,1.00111236090047,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegetarian,Count,NA,0.9358405032831157,1.1432072409848313,NA,1.00327816893234,1.00331176826173,Restaurant,EMBVNVD207CC6,Animal
nonvegan,vegetarian,Count,NA,0.977168623372543,1.013572802671964,NA,0.999498270934518,1.00024105810254,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegetarian,Count,NA,0.9459750021433623,1.0449406993258539,NA,0.999347025041904,1.00178894315104,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,vegetarian,Count,NA,0.9613879449509765,1.0676747173212382,NA,1.00128238062326,1.00212876337868,Restaurant,LBZEEFSBJNB3Z,Animal
nonvegan,vegetarian,Count,NA,0.8670720281381689,1.1449189675463947,NA,0.99934014044359,1.00049584056498,Restaurant,LFZFT3VASXPED,Animal
nonvegan,vegetarian,Count,NA,0.8806501646607225,1.145645612113666,NA,1.00010925897722,1.00217409822637,Restaurant,LQ5EH4BKGV61T,Animal
nonvegan,vegetarian,Count,NA,0.973555080090135,1.0364027154173476,NA,1.00050954301252,1.00111606924232,Restaurant,S8MT0YGD2KTN9,Animal
nonvegan,vegetarian,Count,NA,0.8609635259535551,1.1795125936352122,NA,1.00046971896657,1.00102020959533,Restaurant,SAFK7ND1HR6XS,Animal
nonvegan,vegetarian,Count,NA,0.9716763645708977,1.0322860730358914,NA,1.00002823460358,0.999553266312974,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegetarian,Count,NA,0.9503728788922766,1.0531627237093961,NA,1.00003566935218,1.00065298994686,Restaurant,V3Q26BHF3SE2H,Animal
nonvegan,vegetarian,Count,NA,0.991939729470676,1.0217785091515366,NA,1.000640981915,1.00163779818325,Restaurant,W8T41JZK0ZMEP,Animal
nonvegan,vegetarian,Proportion,1.01421495956383,0.8961606893002033,1.14396647787905,NA,1.01421495956383,1.0157134399852,Restaurant,1SQPTEGYPH0GA,Animal
nonvegan,vegetarian,Proportion,1.00092854036271,0.8203896740871848,1.193120895987703,NA,1.00092854036271,1.00958648903703,Restaurant,2HRX9P6HKXA8V,Animal
nonvegan,vegetarian,Proportion,0.998579079208078,0.933565640163297,1.066005762469226,NA,0.998579079208078,1.01081962274136,Restaurant,78AY09MVJVTYE,Animal
nonvegan,vegetarian,Proportion,0.979873587178602,0.8736894485225675,1.0920026537568217,NA,0.979873587178602,1.01780328020944,Restaurant,9XKJD8DQTH559,Animal
nonvegan,vegetarian,Proportion,0.989855207668489,0.8674752045659714,1.1274874287329382,NA,0.989855207668489,1.01197849810247,Restaurant,C0BE4NDSW26QN,Animal
nonvegan,vegetarian,Proportion,1.00705262400344,0.9262104623545375,1.094531725028478,NA,1.00705262400344,1.00470582171003,Restaurant,CB2KHY1C2G9PT,Animal
nonvegan,vegetarian,Proportion,0.971289335493436,0.8584352347109376,1.0924229841002877,NA,0.971289335493436,1.00884986941718,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegetarian,Proportion,0.961291895655292,0.8475592267966269,1.085733048716271,NA,0.961291895655292,1.01466330449523,Restaurant,EMBVNVD207CC6,Animal
nonvegan,vegetarian,Proportion,0.972907287891165,0.8587332567242412,1.0911501170881792,NA,0.972907287891165,1.00581162921682,Restaurant,JHDN7CF1C03X5,Animal
nonvegan,vegetarian,Proportion,0.94718929386464,0.7539016592524056,1.18215332916295,NA,0.94718929386464,1.00530208796305,Restaurant,L69HYJ4Y3TR91,Animal
nonvegan,vegetarian,Proportion,1.00631516193151,0.8821582191692743,1.1411006134743567,NA,1.00631516193151,1.01587158622441,Restaurant,LBZEEFSBJNB3Z,Animal
nonvegan,vegetarian,Proportion,0.953670218894883,0.6965925552667667,1.2503640426890295,NA,0.953670218894883,1.01774863868938,Restaurant,LFZFT3VASXPED,Animal
nonvegan,vegetarian,Proportion,1.00900039218741,0.8089052412709652,1.2509622940711993,NA,1.00900039218741,1.00088135660848,Restaurant,LQ5EH4BKGV61T,Animal
nonvegan,vegetarian,Proportion,1.01312500431912,0.9101983240271598,1.118943422205711,NA,1.01312500431912,1.00395837295875,Restaurant,S8MT0YGD2KTN9,Animal
nonvegan,vegetarian,Proportion,0.991167196048751,0.7624678456435792,1.2850793445211504,NA,0.991167196048751,1.03416725814205,Restaurant,SAFK7ND1HR6XS,Animal
nonvegan,vegetarian,Proportion,0.998977189132919,0.951310677779063,1.046392477697276,NA,0.998977189132919,1.0034787648215,Restaurant,SRQS8F7JWA9MZ,Animal
nonvegan,vegetarian,Proportion,1.00425204286004,0.9263970606587346,1.0886951748868519,NA,1.00425204286004,1.00513885297622,Restaurant,V3Q26BHF3SE2H,Animal
nonvegan,vegetarian,Proportion,0.899476331991598,0.7685460033436103,1.0368310039034154,NA,0.899476331991598,1.00771355994412,Restaurant,W8T41JZK0ZMEP,Animal
meat,mpbamod,Count,NA,0.9619588480511699,1.110943077420702,NA,1.00324960966041,1.00230850359003,Restaurant,1SQPTEGYPH0GA,Animal
meat,mpbamod,Count,NA,0.8942960721804261,1.2818124373170445,NA,1.00661134703774,1.00092526050538,Restaurant,2HRX9P6HKXA8V,Animal
meat,mpbamod,Count,NA,0.929910806149844,1.1198041573966193,NA,1.00224642732521,1.00284233365273,Restaurant,78AY09MVJVTYE,Animal
meat,mpbamod,Count,NA,0.968973858274671,1.0244404191721692,NA,0.999400902915029,1.00105586694368,Restaurant,9XKJD8DQTH559,Animal
meat,mpbamod,Count,NA,0.8638413876410029,1.1715746583652122,NA,1.00131376965762,1.00122556182053,Restaurant,C0BE4NDSW26QN,Animal
meat,mpbamod,Count,NA,0.9795997882488291,1.1436013655552553,NA,1.00565469529651,1.00100623682949,Restaurant,CB2KHY1C2G9PT,Animal
meat,mpbamod,Count,NA,0.9758157376686905,1.0190532694180081,NA,0.999821114043309,1.00167282204045,Restaurant,ED5J990H5VAZT,Animal
meat,mpbamod,Count,NA,0.83719789623231,1.1012803826751347,NA,0.997298642080053,1.00213627973621,Restaurant,EMBVNVD207CC6,Animal
meat,mpbamod,Count,NA,0.9546731035949176,1.0391176576267618,NA,0.999221208171295,1.0009177152974,Restaurant,JHDN7CF1C03X5,Animal
meat,mpbamod,Count,NA,0.8300094599510992,1.152270683578999,NA,0.998802085126846,0.99964206255526,Restaurant,L69HYJ4Y3TR91,Animal
meat,mpbamod,Count,NA,0.9544305273906516,1.1825637468947434,NA,1.0059868165453,1.00286621919415,Restaurant,LBZEEFSBJNB3Z,Animal
meat,mpbamod,Count,NA,0.7885941176878368,1.264751410589225,NA,0.998195116078209,1.00065404745587,Restaurant,LFZFT3VASXPED,Animal
meat,mpbamod,Count,NA,0.8313175253978641,1.237946442168175,NA,1.00079126263612,1.00028396611557,Restaurant,LQ5EH4BKGV61T,Animal
meat,mpbamod,Count,NA,0.9068557524568123,1.1802247883951864,NA,1.00321810305798,1.00074794943773,Restaurant,S8MT0YGD2KTN9,Animal
meat,mpbamod,Count,NA,0.7872310603181671,1.2141582875564354,NA,0.997288570068939,1.00063765343093,Restaurant,SAFK7ND1HR6XS,Animal
meat,mpbamod,Count,NA,0.8975580749032909,1.0273539107899843,NA,0.995694823370384,1.00064624798916,Restaurant,SRQS8F7JWA9MZ,Animal
meat,mpbamod,Count,NA,1.0053075004137115,1.1099701469800405,NA,1.00572485802353,1.00013432482922,Restaurant,V3Q26BHF3SE2H,Animal
meat,mpbamod,Count,NA,0.9448673470818785,1.005900437462831,NA,0.997381973889728,0.999666149496159,Restaurant,W8T41JZK0ZMEP,Animal
meat,mpbamod,Proportion,1.19970251884518,0.9395446492751445,1.504956049974979,NA,1.19970251884518,1.57468825584898,Restaurant,1SQPTEGYPH0GA,Animal
meat,mpbamod,Proportion,1.06523655191774,0.7053822496119332,1.6039033805657341,NA,1.06523655191774,1.14157541765297,Restaurant,2HRX9P6HKXA8V,Animal
meat,mpbamod,Proportion,1.00781375092234,0.8097053033823863,1.2820507887199672,NA,1.00781375092234,1.26572722277956,Restaurant,78AY09MVJVTYE,Animal
meat,mpbamod,Proportion,1.00972316770273,0.8871351220116027,1.1677487564052058,NA,1.00972316770273,1.2490339268331,Restaurant,9XKJD8DQTH559,Animal
meat,mpbamod,Proportion,1.12026578422619,0.6935530506022233,1.6063244728390291,NA,1.12026578422619,1.57367745691859,Restaurant,C0BE4NDSW26QN,Animal
meat,mpbamod,Proportion,0.981416279371612,0.8752997794189525,1.125120685046886,NA,0.981416279371612,1.26572554491571,Restaurant,CB2KHY1C2G9PT,Animal
meat,mpbamod,Proportion,0.9970493560391,0.9501010949618395,1.0388956062836985,NA,0.9970493560391,1.41421235982293,Restaurant,ED5J990H5VAZT,Animal
meat,mpbamod,Proportion,0.964521790602887,0.8482743788159403,1.0887760568270823,NA,0.964521790602887,1.55122652523114,Restaurant,EMBVNVD207CC6,Animal
meat,mpbamod,Proportion,1.21334900596254,1.0236187123175675,1.4127657751684652,NA,1.21334900596254,1.57303519069364,Restaurant,JHDN7CF1C03X5,Animal
meat,mpbamod,Proportion,0.909244639778841,0.5568602048670389,1.4644583087891054,NA,0.909244639778841,1.47629574138656,Restaurant,L69HYJ4Y3TR91,Animal
meat,mpbamod,Proportion,1.18171682011927,0.803726190253807,1.5860317332232874,NA,1.18171682011927,1.18742657518147,Restaurant,LBZEEFSBJNB3Z,Animal
meat,mpbamod,Proportion,1.06118315928736,0.47283746645203045,1.969745683507067,NA,1.06118315928736,1.15035360017036,Restaurant,LFZFT3VASXPED,Animal
meat,mpbamod,Proportion,1.01835245484908,0.6446389687954222,1.5578611192563094,NA,1.01835245484908,1.19857638944267,Restaurant,LQ5EH4BKGV61T,Animal
meat,mpbamod,Proportion,0.923474318147444,0.686450477692843,1.2101929551969017,NA,0.923474318147444,1.59377865488071,Restaurant,S8MT0YGD2KTN9,Animal
meat,mpbamod,Proportion,0.98716457625884,0.6543064358451708,1.4134387340162469,NA,0.98716457625884,1.63331895966665,Restaurant,SAFK7ND1HR6XS,Animal
meat,mpbamod,Proportion,0.95775671756159,0.8926814578064461,1.0285018127473753,NA,0.95775671756159,1.51783112280709,Restaurant,SRQS8F7JWA9MZ,Animal
meat,mpbamod,Proportion,1.12767594513233,1.043274140495357,1.20983851829734,NA,1.12767594513233,1.30652600311862,Restaurant,V3Q26BHF3SE2H,Animal
meat,mpbamod,Proportion,0.953719067632136,0.8233624895058032,1.1101250532898521,NA,0.953719067632136,1.47750040319678,Restaurant,W8T41JZK0ZMEP,Animal
