outcome,effect_type,mean,mean_exp,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,n_rest_in_group,rest_rank,step_size
meat,slope change,-0.08338160893905101,NA,-0.4942963218147801,0.7323678937132266,1.36345799339598,NA,Restaurant,LQ5EH4BKGV61T,NA,Animal,22,11,0.5
meat,slope change,0.06765864847381486,NA,0.02955880224154443,0.131028262406404,1.3062307768739,NA,Restaurant,78AY09MVJVTYE,NA,Animal,22,2,0.5
chicken_fish,level change,-0.01005033585350145,NA,-0.11653381625595151,0.09531017980432493,1.0038023420159,NA,Restaurant,VLZX7K2M9QD4T,NA,Animal,25,16,0.5
chicken_fish,level change,-0.15082288973458366,NA,-0.37106368139083207,0.08617769624105241,1.0088915382774,NA,Restaurant,2HRX9P6HKXA8V,NA,Animal,25,2,0.5
chicken_fish,level change,-0.10536051565782628,NA,-0.2231435513142097,0.009950330853168092,1.02073195218763,NA,Restaurant,JHDN7CF1C03X5,NA,Animal,25,10,0.5
chicken_fish,level change,-0.08338160893905101,NA,-0.616186139423817,0.3852624007906449,1.0123472858801,NA,Restaurant,L69HYJ4Y3TR91,NA,Animal,25,11,0.5
chicken_fish,level change,-0.21072103131565253,NA,-0.5978370007556204,0.1570037488096647,1.01697154189077,NA,Restaurant,ED5J990H5VAZT,NA,Animal,25,8,0.5
chicken_fish,level change,0.30010459245033816,NA,0.02955880224154443,0.5933268452777344,1.00459990465134,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,25,21,0.5
chicken_fish,level change,-1.2039728043259361,NA,-2.120263536200091,-0.5447271754416722,1.02951269771525,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,25,22,0.5
chicken_fish,level change,-0.2613647641344075,NA,-0.616186139423817,0.09531017980432493,1.00030232415407,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,25,23,0.5
chicken_fish,level change,-0.020202707317519466,NA,-0.527632742082372,0.4054651081081644,1.0238096762519,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,25,24,0.5
chicken_fish,level change,-0.16251892949777494,NA,-0.527632742082372,0.1823215567939546,1.00447198812539,NA,Restaurant,W8T41JZK0ZMEP,NA,Animal,25,25,0.5
chicken_fish,level change,0.5877866649021191,NA,-0.16251892949777494,1.631199404215613,1.0522212450108,NA,Restaurant,EMBVNVD207CC6,NA,Animal,25,9,0.5
chicken_fish,level change,0.10436001532424286,NA,-1.171182981502945,1.3270750014599193,1.00477858186606,NA,Restaurant,C0BE4NDSW26QN,NA,Animal,25,6,0.5
chicken_fish,level change,0.3920420877760237,NA,-0.4155154439616658,1.3110318766193438,1.00257798716834,NA,Restaurant,C0BE4NDSW26QN,NA,Animal,25,7,0.5
chicken_fish,level change,0.23111172096338664,NA,-0.2613647641344075,0.7080357930536959,1.0088295735811,NA,Restaurant,V3Q26BHF3SE2H,NA,Animal,25,17,0.5
