uid,restaurant,row_in_file,item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,draw_order
360,W8T41JZK0ZMEP,128,Organic Hickory Smokehouse Mushroom Jerky,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,214
54,JHDN7CF1C03X5,11,Pb Bowl,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,215
303,W8T41JZK0ZMEP,71,Chocolate Covered Oreos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,216
152,L69HYJ4Y3TR91,37,Gluten Free Coffee Cake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,217
53,JHDN7CF1C03X5,10,Veggie Portobello,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,218
147,L69HYJ4Y3TR91,32,Gluten Free Brownie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,219
328,W8T41JZK0ZMEP,96,Pretzel Bark,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,220
347,W8T41JZK0ZMEP,115,Cauliflower Flatbread Pizza,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,221
21,2HRX9P6HKXA8V,5,Organic Chicken,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,222
305,W8T41JZK0ZMEP,73,Peppermint Brownie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,223
338,W8T41JZK0ZMEP,106,Apple Walnut Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,224
89,JHDN7CF1C03X5,46,Hummus Toast,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,225
150,L69HYJ4Y3TR91,35,Gluten Free Cheesecake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,226
239,W8T41JZK0ZMEP,7,Avocado Toast,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,227
331,W8T41JZK0ZMEP,99,Pb Choc Cupcake,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,228
207,ED5J990H5VAZT,44,Bear Claw,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,229
339,W8T41JZK0ZMEP,107,V-Protein Packed Banana Muffin,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,230
205,ED5J990H5VAZT,42,Muffin Marionberry,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,231
361,W8T41JZK0ZMEP,129,"""Twix"" Bar VGf",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,232
345,W8T41JZK0ZMEP,113,Vegan Mac Cheese,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,233
20,2HRX9P6HKXA8V,4,Big City Beef Frank,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,234
308,W8T41JZK0ZMEP,76,Sw Burrito Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,235
262,W8T41JZK0ZMEP,30,Pumpkin Muffin,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,236
112,JHDN7CF1C03X5,69,Kids Chicken Wrap,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,237
349,W8T41JZK0ZMEP,117,Vegan Shepards Pie,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,238
56,JHDN7CF1C03X5,13,Bbq Chicken Panini,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,239
41,2HRX9P6HKXA8V,25,Italian Organic Chicken,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,240
286,W8T41JZK0ZMEP,54,Farmer's Market Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,241
240,W8T41JZK0ZMEP,8,Acai Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,242
334,W8T41JZK0ZMEP,102,Egg Bake,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,243
216,ED5J990H5VAZT,53,Bacon,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,244
221,ED5J990H5VAZT,58,Pumpkin Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,245
73,JHDN7CF1C03X5,30,Asian Sesame Salad,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,246
227,ED5J990H5VAZT,64,Banana Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,247
71,JHDN7CF1C03X5,28,Super Veg Wrap,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,248
149,L69HYJ4Y3TR91,34,Gluten Free Whoopie Pie,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,249
194,ED5J990H5VAZT,31,Muffin Chocolate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,250
319,W8T41JZK0ZMEP,87,Spiced Yam Cake- Wedge,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,251
192,ED5J990H5VAZT,29,Brownie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,252
135,L69HYJ4Y3TR91,20,Keto Muffins,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,253
327,W8T41JZK0ZMEP,95,Peppermint Mocha Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,254
316,W8T41JZK0ZMEP,84,Majestic Baking Company,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,255
133,L69HYJ4Y3TR91,18,Very Berry Parfait,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,256
14,SRQS8F7JWA9MZ,14,Miss Vickie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,257
234,W8T41JZK0ZMEP,2,Cranberry Chicken Wrap,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,258
79,JHDN7CF1C03X5,36,Early Bird Panini,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,259
162,L69HYJ4Y3TR91,47,Bread,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,260
165,ED5J990H5VAZT,2,Griffith Street,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,261
176,ED5J990H5VAZT,13,Fullmetal Alchemist,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,262
186,ED5J990H5VAZT,23,Avobagel,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,263
34,2HRX9P6HKXA8V,18,Veggie Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,264
39,2HRX9P6HKXA8V,23,Spinach Organic Chicken,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,265
31,2HRX9P6HKXA8V,15,Currywurst,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,266
99,JHDN7CF1C03X5,56,Chicken 2 Combo,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,267
101,JHDN7CF1C03X5,58,Organic Chicken And Wild Rice,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,268
301,W8T41JZK0ZMEP,69,Pear Salad Butternut Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,269
284,W8T41JZK0ZMEP,52,Curry,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,270
232,W8T41JZK0ZMEP,0,Pb & J Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,271
15,SRQS8F7JWA9MZ,15,Og Favorite Ice Cream Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,272
36,2HRX9P6HKXA8V,20,Vegan Chili,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,273
25,2HRX9P6HKXA8V,9,Dirtyface Beer Wurst,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,274
201,ED5J990H5VAZT,38,Danish Lemon,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,275
175,ED5J990H5VAZT,12,The Paul,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,276
307,W8T41JZK0ZMEP,75,April Showers Smoothie Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,277
184,ED5J990H5VAZT,21,Oatmeal,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,278
296,W8T41JZK0ZMEP,64,Falafel,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,279
269,W8T41JZK0ZMEP,37,Muffins,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,280
242,W8T41JZK0ZMEP,10,Rice Krispie Bar,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,281
96,JHDN7CF1C03X5,53,Kids Pj Panini,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,282
57,JHDN7CF1C03X5,14,Fiesta Wrap,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,283
270,W8T41JZK0ZMEP,38,Specialty Smoothie Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,284
198,ED5J990H5VAZT,35,Egusto Swanson,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,285
157,L69HYJ4Y3TR91,42,Ham & Cheese Quiche,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,286
235,W8T41JZK0ZMEP,3,Chickpea Salad Wrap,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,287
253,W8T41JZK0ZMEP,21,Quesadilla,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,288
110,JHDN7CF1C03X5,67,Apple Tart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,289
104,JHDN7CF1C03X5,61,Coco Avocado,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,290
90,JHDN7CF1C03X5,47,Kids Grilled Cheese Quesadilla,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,291
66,JHDN7CF1C03X5,23,Greek Yogurt Bowl,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,292
11,SRQS8F7JWA9MZ,11,Bulldog Butty,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,293
59,JHDN7CF1C03X5,16,Meat Salad Bowl ChickenTurkey,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,294
170,ED5J990H5VAZT,7,Yeti Sandwich,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,295
172,ED5J990H5VAZT,9,The Yeli Sandwich,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,296
126,L69HYJ4Y3TR91,11,Butter-Me-Crazy ASsai Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,297
280,W8T41JZK0ZMEP,48,Molasses Cookies,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,298
38,2HRX9P6HKXA8V,22,Chicken Sausage,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,299
271,W8T41JZK0ZMEP,39,Mediterranean Falafel Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300
215,ED5J990H5VAZT,52,Black Butte,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,301
300,W8T41JZK0ZMEP,68,Black Bean Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,302
124,L69HYJ4Y3TR91,9,Blt,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,303
249,W8T41JZK0ZMEP,17,Carrot Cake Smoothie Bowl,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,304
291,W8T41JZK0ZMEP,59,Forbidden Wrap,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,305
134,L69HYJ4Y3TR91,19,Aloha (Pineapple & Coconut),False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,306
325,W8T41JZK0ZMEP,93,Sushi Bowl,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,307
78,JHDN7CF1C03X5,35,English Egg Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,308
132,L69HYJ4Y3TR91,17,Avocado Toast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,309
218,ED5J990H5VAZT,55,"Bacon, Cheddar Chive Scone",False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,310
211,ED5J990H5VAZT,48,Chocolate Muffin,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,311
330,W8T41JZK0ZMEP,98,Vegan Lemon Bar,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,312
277,W8T41JZK0ZMEP,45,The Big Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,313
229,ED5J990H5VAZT,66,Pumpkin Loaf,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,314
302,W8T41JZK0ZMEP,70,Cake Pops,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,315
137,L69HYJ4Y3TR91,22,Peanut Butter Toast,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,316
139,L69HYJ4Y3TR91,24,Keto Pepperoni Rolls,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,317
116,L69HYJ4Y3TR91,1,Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,318
352,W8T41JZK0ZMEP,120,Cinnamon Roll,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,319
223,ED5J990H5VAZT,60,Sausage,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,320
237,W8T41JZK0ZMEP,5,Vegan Breakfast Sandwich,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,321
13,SRQS8F7JWA9MZ,13,Moms Jeans Desserts,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,322
163,ED5J990H5VAZT,0,Awkward Aardvark,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,323
358,W8T41JZK0ZMEP,126,Ratatouille With Chickpea Over Rice Or With Thick Cut Sourdough,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,324
148,L69HYJ4Y3TR91,33,Chocolate Chip Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,325
311,W8T41JZK0ZMEP,79,Autumn Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,326
106,JHDN7CF1C03X5,63,The Marshall,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,327
263,W8T41JZK0ZMEP,31,Oatmeal,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,328
336,W8T41JZK0ZMEP,104,Winter Protein Salad,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,329
92,JHDN7CF1C03X5,49,Cali Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,330
179,ED5J990H5VAZT,16,Build Your Own,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,331
214,ED5J990H5VAZT,51,Avocado Toast,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,332
251,W8T41JZK0ZMEP,19,Veggie Grilled Cheese,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,333
314,W8T41JZK0ZMEP,82,Sw Burrito Wrap,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,334
312,W8T41JZK0ZMEP,80,Mint To Be,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,335
220,ED5J990H5VAZT,57,Mochi Cupcake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,336
222,ED5J990H5VAZT,59,Toast,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,337
197,ED5J990H5VAZT,34,Egusto,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,338
107,JHDN7CF1C03X5,64,Vegetable Soup,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,339
273,W8T41JZK0ZMEP,41,Southwest Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,340
77,JHDN7CF1C03X5,34,Healthy Start Panini,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,341
40,2HRX9P6HKXA8V,24,Large Sauerkraut - 8Oz Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,342
151,L69HYJ4Y3TR91,36,Gluten Free Chocolate Coconut Macaroon,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,343
127,L69HYJ4Y3TR91,12,LetAos Get Tropical ASsa Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,344
74,JHDN7CF1C03X5,31,Chicken Fiesta Quesadilla,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,345
65,JHDN7CF1C03X5,22,Mission Burrito Wrap,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,346
195,ED5J990H5VAZT,32,Chicken Salad Sandwich With Side Salad,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,347
5,SRQS8F7JWA9MZ,5,Four Guys Burger,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,348
226,ED5J990H5VAZT,63,Apple Strudel,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,349
32,2HRX9P6HKXA8V,16,Bockwurst,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,350
190,ED5J990H5VAZT,27,Tomwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,351
209,ED5J990H5VAZT,46,Cinnamon Roll,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,352
136,L69HYJ4Y3TR91,21,Mix Match ASsa Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,353
295,W8T41JZK0ZMEP,63,Smash Burger,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,354
10,SRQS8F7JWA9MZ,10,Sabich Salad Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,355
84,JHDN7CF1C03X5,41,Quinoa Salad,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,356
120,L69HYJ4Y3TR91,5,Gluten Free Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,357
241,W8T41JZK0ZMEP,9,Breakfast Wrap,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,358
45,JHDN7CF1C03X5,2,Turkey Bacon Avocado Wrap,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,359
180,ED5J990H5VAZT,17,Garden Home,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,360
322,W8T41JZK0ZMEP,90,Chips House Pico,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,361
