outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group,n_rest_in_group,rest_rank,step_size
vegan,vegan,Count,1.08,NA,1.0081729556687913,1.03,1.15,0.999931469400802,Restaurant,78AY09MVJVTYE,Plant-based,17,3,0.12
vegan,vegan,Count,1.03,NA,1.0030909022209666,1.01,1.05,1.00116797384415,Restaurant,9XKJD8DQTH559,Plant-based,17,4,0.12
vegan,vegan,Count,1.09,NA,1.0083992002086526,1.04,1.13,1.00010404545235,Restaurant,C0BE4NDSW26QN,Plant-based,17,5,0.12
vegan,vegan,Count,1.22,NA,1.0197963806965336,1.15,1.29,1.00563339414548,Restaurant,CB2KHY1C2G9PT,Plant-based,17,6,0.12
vegan,vegan,Count,1.4,NA,1.0345070010764477,1.26,1.57,1.00145090755028,Restaurant,ED5J990H5VAZT,Plant-based,17,7,0.12
vegan,vegan,Count,1.37,NA,1.0317786010191392,1.17,1.61,1.00037686390064,Restaurant,EMBVNVD207CC6,Plant-based,17,8,0.12
vegan,vegan,Count,1.01,NA,1.0014722662864153,0.99,1.04,1.00044411358104,Restaurant,JHDN7CF1C03X5,Plant-based,17,9,0.12
vegan,vegan,Count,1.21,NA,1.0190700971632027,1.11,1.33,1.00420650909123,Restaurant,L69HYJ4Y3TR91,Plant-based,17,10,0.12
vegan,vegan,Count,0.97,NA,0.9965997697360579,0.89,1.05,1.00127523022667,Restaurant,LBZEEFSBJNB3Z,Plant-based,17,11,0.12
vegan,vegan,Count,1.07,NA,1.0067818547823644,0.88,1.29,0.999937486034792,Restaurant,LFZFT3VASXPED,Plant-based,17,12,0.12
vegan,vegan,Count,1.4,NA,1.0340405741852112,1.12,1.82,1.00461289320113,Restaurant,LQ5EH4BKGV61T,Plant-based,17,13,0.12
vegan,vegan,Count,0.93,NA,0.9930308928804505,0.79,1.09,1.00106618951425,Restaurant,S8MT0YGD2KTN9,Plant-based,17,14,0.12
vegan,vegan,Count,1.11,NA,1.0105180228265924,0.88,1.41,1.0025251188773,Restaurant,SAFK7ND1HR6XS,Plant-based,17,15,0.12
vegan,vegan,Count,1.35,NA,1.0305851055806607,1.2,1.53,1.00049681622139,Restaurant,V3Q26BHF3SE2H,Plant-based,17,16,0.12
vegan,vegan,Count,1.02,NA,1.0018440565671576,1,1.04,0.999878904583424,Restaurant,W8T41JZK0ZMEP,Plant-based,17,17,0.12
vegan,vegan,Proportion,0.9629463444272274,NA,0.9629463444272274,0.7943282347242815,1.1564966441541398,1.00480308173803,Restaurant,1SQPTEGYPH0GA,Plant-based,17,1,0.12
vegan,vegan,Proportion,0.9895677590210803,NA,0.9895677590210803,0.821509903954877,1.1890629435297493,1.00140049141852,Restaurant,2HRX9P6HKXA8V,Plant-based,17,2,0.12
vegan,vegan,Proportion,1.1681929043978307,NA,1.1681929043978307,1.026583631304232,1.3355857434963974,1.00123069854208,Restaurant,78AY09MVJVTYE,Plant-based,17,3,0.12
vegan,vegan,Proportion,1.275113364447508,NA,1.275113364447508,1.121937613664313,1.4546451604676909,1.00154143986165,Restaurant,9XKJD8DQTH559,Plant-based,17,4,0.12
vegan,vegan,Proportion,1.0743163469831487,NA,1.0743163469831487,0.9252855568989151,1.2417999799367758,1.0007727595562,Restaurant,C0BE4NDSW26QN,Plant-based,17,5,0.12
vegan,vegan,Proportion,1.50504833279632,NA,1.50504833279632,1.244199940096498,1.8729413221201177,1.00041248276353,Restaurant,CB2KHY1C2G9PT,Plant-based,17,6,0.12
vegan,vegan,Proportion,1.3250220166635704,NA,1.3250220166635704,1.100265093106018,1.6085500026080535,1.00137891304567,Restaurant,ED5J990H5VAZT,Plant-based,17,7,0.12
vegan,vegan,Proportion,0.9550370392631145,NA,0.9550370392631145,0.8469842998552983,1.07284044334405,1.00246887122481,Restaurant,EMBVNVD207CC6,Plant-based,17,8,0.12
vegan,vegan,Proportion,1.0246105645772565,NA,1.0246105645772565,0.9101363514059139,1.1623080652394242,1.00045028630637,Restaurant,JHDN7CF1C03X5,Plant-based,17,9,0.12
vegan,vegan,Proportion,1.5710518556406894,NA,1.5710518556406894,1.2085988162028105,2.1035846547275705,1.00093619061036,Restaurant,L69HYJ4Y3TR91,Plant-based,17,10,0.12
vegan,vegan,Proportion,0.9546361418251642,NA,0.9546361418251642,0.7411344491069477,1.2016997321565943,1.00104512044057,Restaurant,LBZEEFSBJNB3Z,Plant-based,17,11,0.12
vegan,vegan,Proportion,1.2639649194438776,NA,1.2639649194438776,0.9003405372962772,1.8366788882136988,1.00058925698889,Restaurant,LFZFT3VASXPED,Plant-based,17,12,0.12
vegan,vegan,Proportion,1.1308927904513484,NA,1.1308927904513484,0.8325532074018731,1.5319405053120074,1.00401784703644,Restaurant,LQ5EH4BKGV61T,Plant-based,17,13,0.12
vegan,vegan,Proportion,1.1323967968056763,NA,1.1323967968056763,0.8089433786991753,1.5669002647502523,1.00427238788917,Restaurant,S8MT0YGD2KTN9,Plant-based,17,14,0.12
vegan,vegan,Proportion,1.0967077936954244,NA,1.0967077936954244,0.7767996097157338,1.5054379345572517,1.00462905312792,Restaurant,SAFK7ND1HR6XS,Plant-based,17,15,0.12
vegan,vegan,Proportion,1.5656164551691387,NA,1.5656164551691387,1.312324579970646,1.9001528399295793,1.00055307479897,Restaurant,V3Q26BHF3SE2H,Plant-based,17,16,0.12
vegan,vegan,Proportion,1.1480650619825152,NA,1.1480650619825152,1.0296994477882186,1.282941026486236,1.00111243545094,Restaurant,W8T41JZK0ZMEP,Plant-based,17,17,0.12
vegan,vegetarian,Count,1.06,NA,1.0062478509736548,1.05,1.08,1.00284884836289,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegan,vegetarian,Count,0.95,NA,0.9952244862430301,0.88,1.03,1.00234895658963,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegan,vegetarian,Count,1.04,NA,1.0038822806909158,1,1.08,1.00213008645057,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegan,vegetarian,Count,1.01,NA,1.00131196403872,1,1.02,1.0010704019637,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegan,vegetarian,Count,1.04,NA,1.0043876960078364,1.02,1.07,1.00682175522581,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegan,vegetarian,Count,1.09,NA,1.0087362926967607,1.06,1.12,1.00214104514679,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegan,vegetarian,Count,1.14,NA,1.013071926701597,1.1,1.19,1.00059591633774,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegan,vegetarian,Count,1.23,NA,1.021092886708425,1.13,1.34,1.00334985688947,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegan,vegetarian,Count,1.02,NA,1.0018335843036223,1,1.04,1.0021273757559,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegan,vegetarian,Count,1.11,NA,1.0102530966230314,1.05,1.18,1.00044942211948,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegan,vegetarian,Count,0.97,NA,0.9972531335359327,0.93,1.02,1.00161837320218,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegan,vegetarian,Count,1.02,NA,1.002332945121918,0.89,1.17,1.00142427419269,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegan,vegetarian,Count,1.2,NA,1.0184577130853758,1.03,1.44,1.00548230283914,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegan,vegetarian,Count,0.93,NA,0.9930403751106972,0.89,0.98,1.0013526473084,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegan,vegetarian,Count,1.06,NA,1.0057409106664794,0.91,1.24,1.00261696644658,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegan,vegetarian,Count,1.03,NA,1.0032976441528167,0.99,1.08,1.00186164744258,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegan,vegetarian,Count,1.09,NA,1.0089052865384183,1.03,1.17,1.00128360465456,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegan,vegetarian,Count,1.01,NA,1.0007673828248174,1,1.02,1.00032578683904,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegan,vegetarian,Proportion,0.7892883385873298,NA,0.7892883385873298,0.6762433378062414,0.9028804514474342,1.00087415256094,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegan,vegetarian,Proportion,0.9022024055641856,NA,0.9022024055641856,0.754770860611584,1.0738979584144939,1.00093538093981,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegan,vegetarian,Proportion,1.0449259795191363,NA,1.0449259795191363,0.9486045450669235,1.158905819491852,1.00986427536218,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegan,vegetarian,Proportion,1.1150329516791841,NA,1.1150329516791841,1.0077257952426748,1.2491487947495696,1.0010038372904,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegan,vegetarian,Proportion,0.998723104441404,NA,0.998723104441404,0.8977344508701224,1.1138705792441983,1.00274856410327,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegan,vegetarian,Proportion,1.0797086908868803,NA,1.0797086908868803,0.9453388051113798,1.252616279580003,1.00286896462165,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegan,vegetarian,Proportion,1.2129927924783204,NA,1.2129927924783204,1.046804807994881,1.4218898842380856,1.00230189787889,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegan,vegetarian,Proportion,1.1193237764188362,NA,1.1193237764188362,0.99899547129175,1.252484501515308,1.00908660182252,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegan,vegetarian,Proportion,1.0777479249793338,NA,1.0777479249793338,0.956352499790037,1.224845636123975,1.00076369800855,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegan,vegetarian,Proportion,1.2519290250129784,NA,1.2519290250129784,1.0140743178387932,1.597300349675674,1.00137656600801,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegan,vegetarian,Proportion,0.9127777705747407,NA,0.9127777705747407,0.7664958432641342,1.0662900584785258,1.00724347185434,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegan,vegetarian,Proportion,1.150803998695872,NA,1.150803998695872,0.8865681505652133,1.5424148439650072,1.00357037110689,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegan,vegetarian,Proportion,1.0418615122673147,NA,1.0418615122673147,0.821509903954877,1.328310516451139,1.00077353999256,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegan,vegetarian,Proportion,0.861943815172928,NA,0.861943815172928,0.7411344491069477,0.9938315630347766,1.0021316788501,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegan,vegetarian,Proportion,1.009233752274291,NA,1.009233752274291,0.8019351848161371,1.2931853451963402,1.01213629663467,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegan,vegetarian,Proportion,1.0341770095787504,NA,1.0341770095787504,0.959299887533659,1.1150019962636444,1.00180299276282,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegan,vegetarian,Proportion,0.9461701167598955,NA,0.9461701167598955,0.8513399225207846,1.0500712315941094,1.00113667967501,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegan,vegetarian,Proportion,1.1327620504875144,NA,1.1327620504875144,0.9927691996602169,1.2908931990449974,1.00128011008373,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
