"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone2/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0220811236139667,-0.19746135,0.2281868,1.00443569078146,266.231387616392
"model_fits/finalized_redone2/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.001022837099,-1.682187,1.6471025,1.00252918563543,1488.41866963337
