"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_zi/proportion/vegetarian/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.705275688199333,0.06512816,1.3910615,1.00277186356142,504.95514769235
"model_fits/finalized_redone_zi/proportion/vegetarian/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0164141290706667,-1.665524,1.552245,1.00195283814412,1050.78012411322
