outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id
nonvegan,vegan,Count,1.2090256237221961,0.9043991078806747,1.57589824658232,1.0057149846281135,Pooled,POOLED
nonvegan,vegan,Proportion,1.087325788092267,1.0039608570424376,1.1653921909991074,0.9999290695095574,Pooled,POOLED
vegan,vegan,Count,1.1529463881912496,0.9309236045344993,1.431064037860975,1.0017427599041404,Pooled,POOLED
vegan,vegan,Proportion,1.197942669332843,1.0917057949728588,1.3113492578702537,0.9998564034918921,Pooled,POOLED
nonvegan,vegan,Count,2.06,1.69,2.53,1.0001590834917335,Restaurant,SRQS8F7JWA9MZ
nonvegan,vegan,Count,1.02,0.89,1.15,1.0007699678652602,Restaurant,2HRX9P6HKXA8V
nonvegan,vegan,Count,1,0.97,1.02,0.9997172453615099,Restaurant,JHDN7CF1C03X5
nonvegan,vegan,Count,1.13,1.05,1.22,1.0000183658681512,Restaurant,L69HYJ4Y3TR91
nonvegan,vegan,Count,1.35,1.24,1.47,1.0004778717087661,Restaurant,ED5J990H5VAZT
nonvegan,vegan,Count,1.03,1,1.05,1.0000643669981117,Restaurant,W8T41JZK0ZMEP
nonvegan,vegan,Proportion,1.126127034065274,1.0519880555770451,1.2116534897035762,0.9999872344694046,Restaurant,SRQS8F7JWA9MZ
nonvegan,vegan,Proportion,1.0759852886323114,0.9384855431870388,1.1936137418964075,1.00001626403102,Restaurant,2HRX9P6HKXA8V
nonvegan,vegan,Proportion,1.052620071910597,0.9272776363420387,1.1573047270474146,0.9998382870895531,Restaurant,JHDN7CF1C03X5
nonvegan,vegan,Proportion,1.1357083572651032,1.0273705907571677,1.3261193104813351,0.9998017114413921,Restaurant,L69HYJ4Y3TR91
nonvegan,vegan,Proportion,1.0972663279561043,0.9884142560352875,1.2121854230097324,1.0004659142802508,Restaurant,ED5J990H5VAZT
nonvegan,vegan,Proportion,1.0712363662277915,0.9533210199136081,1.1732017304698967,1.0006293130811903,Restaurant,W8T41JZK0ZMEP
vegan,vegan,Count,1.09,0.96,1.23,1.0006583302567138,Restaurant,2HRX9P6HKXA8V
vegan,vegan,Count,1.05,1.02,1.08,1.000051565803563,Restaurant,JHDN7CF1C03X5
vegan,vegan,Count,1.21,1.1,1.35,0.9998647003151171,Restaurant,L69HYJ4Y3TR91
vegan,vegan,Count,1.48,1.29,1.7,1.000270681734169,Restaurant,ED5J990H5VAZT
vegan,vegan,Count,1.02,1,1.05,1.0007144254017961,Restaurant,W8T41JZK0ZMEP
vegan,vegan,Proportion,1.1972243395722733,1.0679618300990312,1.337203852530625,1.000951043628902,Restaurant,2HRX9P6HKXA8V
vegan,vegan,Proportion,1.2089618135644327,1.100687541342146,1.3395264528001418,1.0008603034103085,Restaurant,JHDN7CF1C03X5
vegan,vegan,Proportion,1.2189162211805118,1.0887334987604584,1.3906978371458742,1.0007347389141663,Restaurant,L69HYJ4Y3TR91
vegan,vegan,Proportion,1.2076870059474099,1.083503918542181,1.3482674538538502,1.0003463109130608,Restaurant,ED5J990H5VAZT
vegan,vegan,Proportion,1.1845677096964866,1.0605404816140187,1.311194120836416,1.0002967780573624,Restaurant,W8T41JZK0ZMEP
