model_id,term,effect_type,gender,estimate,std_error,p_value,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1_gendermale,Gender x Level,male,-0.03569011138308167,0.06825534008025201,NA,-0.1455147,0.07930758500000001,2HRX9P6HKXA8V,NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_2HRX9P6HKXA8V_1_gendermale,Gender x Level,male,0.04932901823993333,0.22442361428756283,NA,-0.16138655000000002,0.5689416,mu_gamma (pooled),NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1_genderfemale,Gender x Level,female,-0.15615368993283332,0.08159157806549436,NA,-0.29201665000000004,-0.024999044999999994,2HRX9P6HKXA8V,NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_2HRX9P6HKXA8V_1_genderfemale,Gender x Level,female,-0.015657236270043333,0.2017497487571709,NA,-0.2441158,0.3400627000000001,mu_gamma (pooled),NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1_gendermale,Gender x Level,male,-0.00314781326305,0.04464443132602791,NA,-0.07587851500000001,0.071026115,L69HYJ4Y3TR91,NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_L69HYJ4Y3TR91_1_gendermale,Gender x Level,male,0.04932901823993333,0.22442361428756283,NA,-0.16138655000000002,0.5689416,mu_gamma (pooled),NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1_genderfemale,Gender x Level,female,0.05446398602105,0.04476061474796221,NA,-0.018551125,0.13013740000000001,L69HYJ4Y3TR91,NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_L69HYJ4Y3TR91_1_genderfemale,Gender x Level,female,-0.015657236270043333,0.2017497487571709,NA,-0.2441158,0.3400627000000001,mu_gamma (pooled),NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1_gendermale,Gender x Level,male,-0.08893096515,0.019776853800608233,NA,-0.1209726,-0.056162845,ED5J990H5VAZT,NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_ED5J990H5VAZT_1_gendermale,Gender x Level,male,0.04932901823993333,0.22442361428756283,NA,-0.16138655000000002,0.5689416,mu_gamma (pooled),NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1_genderfemale,Gender x Level,female,-0.0462109293226,0.0192460384826508,NA,-0.07772012,-0.014675569999999995,ED5J990H5VAZT,NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
mu_gamma (pooled),exposure_ED5J990H5VAZT_1_genderfemale,Gender x Level,female,-0.015657236270043333,0.2017497487571709,NA,-0.2441158,0.3400627000000001,mu_gamma (pooled),NA,NA,A6_targeted_gaussian_iid_day_gender,breakfast
