"outcome","restaurant","effect_type","series","estimate","ci_lower","ci_upper"
"vegetarian","1SQPTEGYPH0GA","level change","Base",0.0106808685,-0.1346009995,0.21993360575
"vegetarian","2HRX9P6HKXA8V","level change","Base",-0.0509946965,-0.174575188,0.0658768608250001
"vegetarian","78AY09MVJVTYE","level change","Base",-0.06724603,-0.1919772995,0.023506093525
"vegetarian","9XKJD8DQTH559","level change","Base",-0.174140515,-0.39386237625,0.00990576066500003
"vegetarian","9XKJD8DQTH559","level change","Base",-0.155514615,-0.3426867745,0.029743166325
"vegetarian","C0BE4NDSW26QN","level change","Base",-0.076004614,-0.3262622835,0.19197221725
"vegetarian","C0BE4NDSW26QN","level change","Base",-0.0758777395,-0.3403691655,0.16397763575
"vegetarian","ED5J990H5VAZT","level change","Base",-0.016279327,-0.079640113775,0.050651493175
"vegetarian","EMBVNVD207CC6","level change","Base",0.10745415,-0.068343938175,0.430024139
"vegetarian","L69HYJ4Y3TR91","level change","Base",-0.014832233,-0.161790706,0.16265120725
"vegetarian","LBZEEFSBJNB3Z","level change","Base",0.0393138055,-0.080952314975,0.206571858
"vegetarian","LQ5EH4BKGV61T","level change","Base",0.00352503945,-0.169821047,0.31901582925
"vegetarian","S8MT0YGD2KTN9","level change","Base",-0.100059295,-0.2137947515,-0.000828655842249993
"vegetarian","SAFK7ND1HR6XS","level change","Base",-0.0843782255,-0.2143196845,0.0213590768250001
"vegetarian","SRQS8F7JWA9MZ","level change","Base",-0.00293232395,-0.0963056254,0.0823283366
"vegetarian","SRQS8F7JWA9MZ","level change","Base",0.0593950045,-0.02609391775,0.1541198745
"vegetarian","V3Q26BHF3SE2H","level change","Base",-0.10048619,-0.3375774825,0.0682878429500001
"vegetarian","V3Q26BHF3SE2H","level change","Base",0.1349689,-0.0224212209,0.3628951545
"vegetarian","V3Q26BHF3SE2H","level change","Base",-0.00320819365,-0.153051212,0.11697712675
"vegetarian","V3Q26BHF3SE2H","level change","Base",0.111716905,-0.02054346825,0.28908498975
"vegetarian","W8T41JZK0ZMEP","level change","Base",-0.029747562,-0.24767392875,0.1392460395
"vegetarian","W8T41JZK0ZMEP","level change","Base",0.23190561,0.0557421259,0.4525294715
"vegetarian","W8T41JZK0ZMEP","level change","Base",0.0408974025,-0.1375738195,0.198692884
"vegetarian","W8T41JZK0ZMEP","level change","Base",0.0577685145,-0.12616690725,0.214212048
"vegetarian","W8T41JZK0ZMEP","level change","Base",0.0742312495,-0.11800391775,0.3087069715
"vegetarian","pooled","level change","Base",-0.0125409525,-0.08371025815,0.078435068875
"vegetarian","1SQPTEGYPH0GA","slope change","Base",0.128687815,-0.013452183325,0.27243715975
"vegetarian","2HRX9P6HKXA8V","slope change","Base",0.018915566,-0.04883719665,0.0892030281
"vegetarian","78AY09MVJVTYE","slope change","Base",-0.084794653,-0.128444614,-0.037068349425
"vegetarian","9XKJD8DQTH559","slope change","Base",0.0261190815,-0.21141257225,0.24369535125
"vegetarian","9XKJD8DQTH559","slope change","Base",0.033376272,-0.1857811995,0.263054647
"vegetarian","C0BE4NDSW26QN","slope change","Base",-0.001462075,-0.20217953675,0.1489425645
"vegetarian","C0BE4NDSW26QN","slope change","Base",0.011698035,-0.140468766,0.21854070575
"vegetarian","ED5J990H5VAZT","slope change","Base",-0.136465925,-0.22782827925,-0.04324065525
"vegetarian","EMBVNVD207CC6","slope change","Base",0.276805745,0.061511978575,0.491752507
"vegetarian","L69HYJ4Y3TR91","slope change","Base",-0.055025183,-0.36145844575,0.21317542775
"vegetarian","LBZEEFSBJNB3Z","slope change","Base",0.13174033,-0.0654934642,0.342337985
"vegetarian","LQ5EH4BKGV61T","slope change","Base",0.010497008,-0.2835065385,0.35815038325
"vegetarian","S8MT0YGD2KTN9","slope change","Base",-0.054293462,-0.1384486655,0.040449430725
"vegetarian","SAFK7ND1HR6XS","slope change","Base",-0.0730444185,-0.42337786925,0.18743103025
"vegetarian","SRQS8F7JWA9MZ","slope change","Base",-0.016122523,-0.16775697275,0.25049403225
"vegetarian","SRQS8F7JWA9MZ","slope change","Base",-0.031910845,-0.29515291625,0.11731907925
"vegetarian","V3Q26BHF3SE2H","slope change","Base",-0.0703910405,-0.38607067325,0.15060527725
"vegetarian","V3Q26BHF3SE2H","slope change","Base",-0.066882152,-0.36044093525,0.144834916
"vegetarian","V3Q26BHF3SE2H","slope change","Base",-0.0534408785,-0.24687077825,0.238764974000001
"vegetarian","V3Q26BHF3SE2H","slope change","Base",-0.057332505,-0.258538942,0.24174883575
"vegetarian","W8T41JZK0ZMEP","slope change","Base",0.0166090555,-0.22666101475,0.331911616
"vegetarian","W8T41JZK0ZMEP","slope change","Base",0.014543246,-0.23840704225,0.271627459
"vegetarian","W8T41JZK0ZMEP","slope change","Base",0.00418788995,-0.33332178675,0.2234943745
"vegetarian","W8T41JZK0ZMEP","slope change","Base",0.00553413115,-0.2763477485,0.24101086675
"vegetarian","W8T41JZK0ZMEP","slope change","Base",0.013673937,-0.20559532075,0.30377840575
"vegetarian","pooled","slope change","Base",0.00878631155,-0.0926084947,0.11737197625
"vegetarian","1SQPTEGYPH0GA","gender x level","Female",-0.315095555,-0.56135040375,-0.085672350025
"vegetarian","2HRX9P6HKXA8V","gender x level","Female",-0.0713247675,-0.19530984,0.044927643375
"vegetarian","78AY09MVJVTYE","gender x level","Female",0.0702161915,-0.00301149799,0.1456985335
"vegetarian","9XKJD8DQTH559","gender x level","Female",0.18202032,0.00807841061500001,0.35916263425
"vegetarian","9XKJD8DQTH559","gender x level","Female",0.198031085,0.043051229975,0.36064957075
"vegetarian","C0BE4NDSW26QN","gender x level","Female",0.053341233,-0.11688912625,0.24417777425
"vegetarian","C0BE4NDSW26QN","gender x level","Female",0.045384854,-0.13817434325,0.21598415075
"vegetarian","ED5J990H5VAZT","gender x level","Female",0.0911599635,0.040830541975,0.142151521
"vegetarian","EMBVNVD207CC6","gender x level","Female",-0.139321515,-0.4065581815,0.078185271875
"vegetarian","L69HYJ4Y3TR91","gender x level","Female",-0.018687048,-0.173094457,0.18170522825
"vegetarian","LBZEEFSBJNB3Z","gender x level","Female",0.171083405,0.048492244325,0.2882346365
"vegetarian","LQ5EH4BKGV61T","gender x level","Female",0.07650509,-0.23734949775,0.47160541075
