outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,n_rest_model,source,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Breakfast-style meat,Level change,0.7272796329639591,0.5408196216633839,1.007639880089502,NA,1.0006966759623537,NA,Restaurant,ED5J990H5VAZT,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6205251058535604,0.8524001036132393
Breakfast-style meat,Level change,19.16120897711995,6.059126240805192,69.47065217319451,NA,0.9999715534349078,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,10.284187964744369,35.70062417407288
Breakfast-style meat,Level change,15.47932172018099,2.712107176755787,100.35553995034493,NA,1.0016631364019524,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,6.161580178874391,38.887654458898766
Breakfast-style meat,Level change,0.9052494646268109,0.5031313127788183,1.7595572668866344,NA,1.0004418657156042,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6577542602921878,1.2458704453591827
Breakfast-style meat,Level change,0.6963356281325215,0.3539266688316522,1.4903872074967692,NA,1.0003667773219032,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.4825435535346521,1.0048487923109164
Breakfast-style meat,Level change,0.7975678190109198,0.7123910806772035,0.8904930060426209,NA,1.000987354913167,NA,Restaurant,78AY09MVJVTYE,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7534339110023902,0.844286959523139
Breakfast-style meat,Slope change,0.7725255399922457,0.5646962748576864,1.0811807055417086,NA,1.0078852583074882,NA,Restaurant,2HRX9P6HKXA8V,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6545650374596905,0.9117439456534719
Breakfast-style meat,Slope change,0.9852251673919807,0.43182030647760405,2.380227640789477,NA,1.0019872120405677,NA,Restaurant,L69HYJ4Y3TR91,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.6374181381669041,1.522813005061354
Breakfast-style meat,Slope change,1.3237945317238191,0.8766359424303328,1.9421422093817657,NA,1.0003224775674335,NA,Restaurant,ED5J990H5VAZT,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0806687282368066,1.621618092975737
Breakfast-style meat,Slope change,0.5349009840266387,0.007558994823387658,12.663056281227819,NA,1.0004743441135011,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.0805017673235334,3.5541960409734266
Breakfast-style meat,Slope change,1.0067202143555454,0.031548843555784446,43.03045259835294,NA,1.0003948646730265,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.15966761294203338,6.347471295634743
Breakfast-style meat,Slope change,16.75888931875258,1.3327395316620556,762.9319043088202,NA,1.0003754129320488,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,3.3169582411497442,84.67407509503218
Breakfast-style meat,Slope change,0.6465836755925274,0.009922358663002106,8.44515171359404,NA,1.0001165625238186,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.11565852797286254,3.6146962690104134
Breakfast-style meat,Slope change,0.8779436487265343,0.7116852721805729,1.10004910082857,NA,1.002213619437259,NA,Restaurant,78AY09MVJVTYE,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7856347767156393,0.9810984355371097
Chicken,Level change,4.768604261145757,1.37925455405599,16.83346719904334,NA,1.0021749915189277,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,2.518926404109673,9.027491459185722
Chicken,Level change,102.90516541740718,9.466760325605627,2448.036980667655,NA,1.0039893197783667,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,24.94444001428178,424.5223810805533
Chicken,Level change,2.677119916210674,1.197415040026241,5.965108530882298,NA,1.0018126023564837,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,1.7773231018846138,4.032452533910255
Chicken,Level change,1.0111839240383802,0.43776986677858276,2.2842589819248666,NA,1.0006345457479586,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.663429189478033,1.5412239082186372
Chicken,Slope change,0.7816678834843881,0.073851460029283,5.784292186970097,NA,1.0023066915213734,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.25697257372386995,2.3777038584962704
Chicken,Slope change,0.8326589243909618,0.08240635263116258,7.452887192994331,NA,1.009217011780309,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.26387286293984813,2.6274808127047202
Chicken,Slope change,0.7245887314520949,0.06483441311502317,5.511660836618097,NA,1.0041040543444921,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.23328030827560026,2.250635013423767
Chicken,Slope change,1.1027716481873375,0.19067821689206352,19.835703084539368,NA,1.0041848972607799,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.33721539934043726,3.606316053253821
Dairy,Level change,1.1777032966192753,1.0039299837128726,1.3800228058350659,NA,1.0051447541945995,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0858883321896367,1.2772814789078049
Dairy,Level change,1.2144938366720628,1.0217524461109995,1.4937433726975367,NA,1.0044919553829967,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.1023544451510625,1.3380408504746397
Dairy,Level change,1.1560643601923044,0.9502229549516648,1.395451020213114,NA,1.0105311888652453,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.048113386557693,1.2751337994987777
Dairy,Level change,1.1587514319245427,0.9490283426614565,1.3721962384280764,NA,1.0044489530944314,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0547244111516436,1.273038593580186
Dairy,Level change,1.1658799555748218,0.9652267776556535,1.3885083271861605,NA,1.0129435793422863,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0625964097139757,1.279202581888105
Dairy,Level change,6.924707740376036,1.5298514665416856,32.07262940826487,NA,1.0139581639437105,NA,Restaurant,EMBVNVD207CC6,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,3.1863087185781787,15.049256529989078
Dairy,Level change,1.4183051493506575,1.067670414760948,1.9282659932958264,NA,1.0035705552960181,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.2197684634555368,1.6491568334008806
Dairy,Level change,1.3454776228824985,0.9540150041852825,1.8454013726785683,NA,1.0082161665082368,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.1370528581480075,1.5921071924713415
Dairy,Slope change,0.8273844620974691,0.20415536129775597,2.934168916061429,NA,1.0294043084114615,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.41919929519715404,1.6330300550681027
Dairy,Slope change,1.8042786568538325,0.7224068822504338,11.917939071468936,NA,1.0307639465090153,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.882546236711612,3.688669597309764
Dairy,Slope change,0.7822583201140292,0.2167170918983237,2.9061937926410923,NA,1.0139715209531774,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.4034039425305928,1.5169114995479163
Dairy,Slope change,0.48688219847759145,0.05402692476076701,1.3858334463940063,NA,1.0215419192570485,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.2127940148624858,1.1140081893166247
Dairy,Slope change,0.8904782777166691,0.2679890922122865,4.275359746173886,NA,1.0262398990919228,NA,Restaurant,W8T41JZK0ZMEP,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.4393113513147342,1.8049876487647458
Dairy,Slope change,1.2345223724420198,0.5907302030675772,2.9368431618779782,NA,1.018945985281303,NA,Restaurant,EMBVNVD207CC6,NA,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.8200164068301946,1.8585548720313174
Dairy,Slope change,0.546956248982841,0.1651224432473536,1.7460163122254009,NA,1.0225454194201793,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.2996859035738422,0.9982489490956876
Dairy,Slope change,0.5413212358244143,0.17254766704281987,1.7271659309386862,NA,1.0126476914260614,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.3007769927557101,0.9742390123318637
Whole-muscle meat,Level change,1.223124303020923,1.1374268646923333,1.3170804741071225,NA,1.0000180053863301,NA,Restaurant,VLZX7K2M9QD4T,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.1782120092173531,1.2697486097041084
Whole-muscle meat,Level change,1.0799681005099993,0.7633927390859778,1.4594274481434277,NA,1.0012389091497425,NA,Restaurant,SAFK7ND1HR6XS,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9154116100542198,1.2741056430888986
Whole-muscle meat,Slope change,0.6914947860097153,0.3185207203633829,1.4673809205523103,NA,1.00076316194419,NA,Restaurant,VLZX7K2M9QD4T,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.4683309882094217,1.0209980785315935
Whole-muscle meat,Slope change,0.654464436196905,0.14366562186131282,2.771637359282636,NA,1.0013312039839344,NA,Restaurant,SAFK7ND1HR6XS,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.3075969926606742,1.3924833742410423
Ground meat,Level change,1.1128602510738095,0.9757965880484706,1.2714356219228702,NA,1.0227296744168934,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0402086412844667,1.1905860894318223
Ground meat,Level change,0.9967312194496396,0.8856246251922364,1.1268384042294157,NA,1.0017120620719282,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9373274546908668,1.0598997381904447
Ground meat,Level change,134.45427170818027,61.00749527587522,329.5222967202832,NA,1.0040771866678382,NA,Restaurant,JHDN7CF1C03X5,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,87.44036237385929,206.74606886100526
Ground meat,Level change,1.199341144902277,0.5030157576435134,3.176981316714009,NA,1.0042120267706443,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.7494637350011909,1.9192645550130842
Ground meat,Level change,1.0023492038347852,0.37233448508537415,2.299750485591968,NA,1.0038162306187863,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.629937930864529,1.5949252731128107
Ground meat,Level change,1.0691518861217701,0.9369674564644439,1.2203972353573267,NA,1.0168163360643778,NA,Restaurant,S8MT0YGD2KTN9,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9994466897933578,1.1437185867653221
Ground meat,Level change,0.45363953376644045,0.3273638035259071,0.6109604398314894,NA,1.0023654010845513,NA,Restaurant,1SQPTEGYPH0GA,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.3868857411735692,0.5319111166299357
Ground meat,Level change,1.0454276737053572,0.1426089761328219,5.515363051477832,NA,1.0449644760843404,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.41146989213409874,2.656133636608363
Ground meat,Level change,1.147344419262157,0.3021245349419105,4.847321587120963,NA,1.041824003939376,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.5652170803738755,2.3290152794767884
Ground meat,Level change,1.7994867871041496,0.2956564122864755,12.951977691813891,NA,1.0688635191818925,NA,Restaurant,LQ5EH4BKGV61T,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.686098100492133,4.719664279262269
Ground meat,Slope change,0.534243348921428,0.20440649402454805,0.9593344572437726,NA,1.0309142292442883,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.3601176362458168,0.7925631158812709
Ground meat,Slope change,0.9310337703931509,0.507774135592294,2.295208398301313,NA,1.0135926052912332,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.6336288408863204,1.368030975988992
Ground meat,Slope change,0.7543662322761725,0.44380991071214987,1.1364124592761915,NA,1.0352636639526167,NA,Restaurant,JHDN7CF1C03X5,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.5934909898477407,0.9588492869024716
Ground meat,Slope change,0.9560966517019578,0.3911607835091533,2.542218982351772,NA,1.006331150720432,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.5931166993931899,1.5412157646731581
Ground meat,Slope change,0.8395623405745783,0.31086204824071484,2.0037243628006656,NA,1.0055770301960094,NA,Restaurant,C0BE4NDSW26QN,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.5219230184462418,1.3505151119976244
Ground meat,Slope change,1.15466382677135,0.8706017293301636,1.6388713136212674,NA,1.0723062192658461,NA,Restaurant,S8MT0YGD2KTN9,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9825905174517712,1.3568709744033314
Ground meat,Slope change,1.6211865941148251,1.1840266951061489,2.25432322115003,NA,1.0028627152633556,NA,Restaurant,1SQPTEGYPH0GA,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,1.3756011225649751,1.9106163333430142
Ground meat,Slope change,0.712178481910775,0.17184718781569946,2.546938073001677,NA,1.0430577799049048,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.358010695785783,1.4167123945375646
Ground meat,Slope change,0.6224337543224315,0.12948417870089965,1.9501420010975574,NA,1.1053800475629514,NA,Restaurant,9XKJD8DQTH559,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.31161712575123235,1.2432685706407614
Ground meat,Slope change,0.9487073926154291,0.3060416967267248,2.802963492052283,NA,1.0073815223547755,NA,Restaurant,LQ5EH4BKGV61T,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.5392196918617975,1.6691632935279532
