outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,n_rest_model,source,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Breakfast-style meat,Level change,0.7110646886350755,0.45621098811162836,1.0934927543730641,0.7110646886350755,1.0014864120805962,2781.87391545128,Pooled,POOLED,5,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.5689309752527377,0.8887070899929244
Breakfast-style meat,Slope change,0.7620584668841898,0.4024101095906456,1.448828509278555,0.7620584668841898,1.0022938082525246,2606.6516054793547,Pooled,POOLED,5,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.5496202899227705,1.056607839262053
Chicken,Level change,2.116651797392075,0.4187184699791056,9.075616727091802,2.116651797392075,1.0135956779381698,193.7701829414579,Pooled,POOLED,1,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.9657057573526531,4.639316683463691
Chicken,Slope change,0.6604415424926211,0.2012544207932891,2.1809396624456756,0.6604415424926211,1.0048972278797617,273.75382208771816,Pooled,POOLED,1,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.35960832291579686,1.2129391987186178
Dairy,Level change,1.425394685016464,0.4298287653377476,4.667391889425713,1.425394685016464,1.0347883752225198,101.90962099167936,Pooled,POOLED,3,finalized_redone_trunc,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.7757215412876043,2.6191744072244334
Dairy,Slope change,0.6866219401959278,0.26614672822175744,1.693122273931732,0.6866219401959278,1.074308661837575,36.18516026205641,Pooled,POOLED,3,finalized_redone_trunc,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.42827827641931654,1.1008022463806586
Ground meat,Level change,1.358077897225153,0.3629112060761475,4.722266684530686,1.358077897225153,1.0126238731635482,246.01267466433606,Pooled,POOLED,7,finalized_redone_trunc_cp,NA,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.7057513027733047,2.61335057786486
Ground meat,Slope change,0.7190083070557489,0.3813184515986634,1.2945370517293677,0.7190083070557489,1.0148236640090122,373.064785122919,Pooled,POOLED,7,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.5264037114477044,0.9820845377275287
Breakfast-style meat,Level change,0.8043758198964335,0.6832372933243275,0.9380164025750681,NA,1.0005830287616972,NA,Restaurant,2HRX9P6HKXA8V,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.741902868938823,0.8721093915697107
Breakfast-style meat,Level change,0.8783603367950676,0.7248773194482486,1.1478596740178983,NA,1.0002793025052399,NA,Restaurant,L69HYJ4Y3TR91,NA,finalized_redone_trunc_cp,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7811746715253248,0.9876368363918887
