"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.267306625073,-0.17580885,0.51524435,1.35943146385013,4.88809015521542
"model_fits/finalized_redone/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.288933771444667,-1.3413785,1.442393,1.38524720133472,9.40016195098517
