outcome,effect_type,mean,q5,q95,rhat,ess_bulk,estimate_type,restaurant_id
untextured,Level Change,-0.32407686181766665,-1.0637554999999999,0.67376995,1.426028129134894,4.317635980228718,Pooled,POOLED
untextured,Slope Change,-0.22810612609066666,-1.7413595,0.6294208499999999,1.2645074237959004,6.3377096080884865,Pooled,POOLED
untextured,Level Change,-0.09431067947124129,-0.2231435513142097,0.06765864847381486,1.0709827468803141,NA,Restaurant,SRQS8F7JWA9MZ
untextured,Level Change,0.02955880224154443,-0.09431067947124129,0.13976194237515863,1.0564629600699371,NA,Restaurant,SRQS8F7JWA9MZ
untextured,Slope Change,-0.5978370007556204,-1.4271163556401458,0.06765864847381486,1.0828856518470253,NA,Restaurant,SRQS8F7JWA9MZ
untextured,Slope Change,-0.11653381625595151,-0.6733445532637656,0.7514160886839212,1.1101693504502819,NA,Restaurant,SRQS8F7JWA9MZ
