"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_zi/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.00137197478913333,-0.1482513,0.15103125,1.00197994067292,237.092377095325
"model_fits/finalized_redone_zi/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0142538780326667,-1.7638915,1.637266,0.999422772779227,1898.08742851702
