outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,pred_path,color_group,step_size
nonvegan,mpbamod,Count,0.01980262729617973,NA,1.0019123713884193,0,0.03922071315328133,1.00051753582691,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_count/plots/ED5J990H5VAZT.png,Animal,0.05714285714285715
nonvegan,mpbamod,Count,0,NA,1.0002896238769512,-0.030459207484708574,0.02955880224154443,1.00216613461077,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_count/plots/JHDN7CF1C03X5.png,Animal,0.05714285714285715
nonvegan,mpbamod,Count,0.06765864847381486,NA,1.0070585529660079,-0.06187540371808753,0.20701416938432612,1.00715646816109,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,0.05714285714285715
nonvegan,mpbamod,Count,0.1823215567939546,NA,1.0188227457349706,0.12221763272424911,0.25464221837358075,1.00257042287047,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_count/plots/SRQS8F7JWA9MZ.png,Animal,0.05714285714285715
nonvegan,mpbamod,Count,0.01980262729617973,NA,1.0020325079188839,0,0.03922071315328133,1.00047282565876,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,0.05714285714285715
nonvegan,mpbamod,Proportion,-1.0788096613719298,NA,0.8981531960122336,-3.912023005428146,1.0224509277025455,1.0024786225662,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,0.05714285714285715
nonvegan,mpbamod,Proportion,0.28517894223366247,NA,1.0289388077013932,-0.06187540371808753,0.6418538861723947,1.00770509194278,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_prop/plots/ED5J990H5VAZT.png,Animal,0.05714285714285715
nonvegan,mpbamod,Proportion,-0.13926206733350766,NA,0.9867281053073828,-1.2378743560016174,0.9745596399981308,1.01235692069139,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,0.05714285714285715
nonvegan,mpbamod,Proportion,0.4824261492442928,NA,1.0492813729449404,-1.7719568419318752,3.045474365448805,1.00260355559401,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,0.05714285714285715
nonvegan,mpbamod,Proportion,1.7298840655099674,NA,1.1887533800639087,1.0577902941478545,2.4069451083182885,1.00089020089094,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_prop/plots/SRQS8F7JWA9MZ.png,Animal,0.05714285714285715
