model_id,term,effect_type,gender,estimate,std_error,p_value,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_1_gendermale,Gender x Level,male,0.11429133682875334,0.0914210156840904,NA,-0.016318525,0.27776524999999996,SRQS8F7JWA9MZ,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_SRQS8F7JWA9MZ_1_gendermale,Gender x Level,male,0.0966887206173,0.16008068501282263,NA,-0.12903974999999998,0.3595058999999999,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_1_genderfemale,Gender x Level,female,-0.013083554143866666,0.07000851508901615,NA,-0.12860465,0.10748464999999992,SRQS8F7JWA9MZ,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_SRQS8F7JWA9MZ_1_genderfemale,Gender x Level,female,-0.029968585511284333,0.10517032531983099,NA,-0.21142475,0.10004699999999993,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_2_gendermale,Gender x Level,male,-0.07991677227896667,0.09596758566347069,NA,-0.2482482,0.058432544999999995,SRQS8F7JWA9MZ,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_SRQS8F7JWA9MZ_2_gendermale,Gender x Level,male,0.0966887206173,0.16008068501282263,NA,-0.12903974999999998,0.3595058999999999,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_2_genderfemale,Gender x Level,female,-0.027012856615866665,0.07353739212627827,NA,-0.15620175,0.09408996499999997,SRQS8F7JWA9MZ,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_SRQS8F7JWA9MZ_2_genderfemale,Gender x Level,female,-0.029968585511284333,0.10517032531983099,NA,-0.21142475,0.10004699999999993,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1_gendermale,Gender x Level,male,0.0323284526449,0.09250575469355077,NA,-0.12132534999999998,0.1821746499999999,2HRX9P6HKXA8V,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_2HRX9P6HKXA8V_1_gendermale,Gender x Level,male,0.0966887206173,0.16008068501282263,NA,-0.12903974999999998,0.3595058999999999,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1_genderfemale,Gender x Level,female,-0.11127313887579333,0.10707912379139863,NA,-0.30585704999999996,0.03464073999999997,2HRX9P6HKXA8V,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_2HRX9P6HKXA8V_1_genderfemale,Gender x Level,female,-0.029968585511284333,0.10517032531983099,NA,-0.21142475,0.10004699999999993,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1_gendermale,Gender x Level,male,0.29656124796666666,0.09312627545502596,NA,0.13861015000000002,0.44831484999999993,L69HYJ4Y3TR91,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_L69HYJ4Y3TR91_1_gendermale,Gender x Level,male,0.0966887206173,0.16008068501282263,NA,-0.12903974999999998,0.3595058999999999,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1_genderfemale,Gender x Level,female,-0.005605113168433333,0.07385062687647086,NA,-0.12950114999999995,0.11267794999999983,L69HYJ4Y3TR91,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_L69HYJ4Y3TR91_1_genderfemale,Gender x Level,female,-0.029968585511284333,0.10517032531983099,NA,-0.21142475,0.10004699999999993,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1_gendermale,Gender x Level,male,-0.010776175104016667,0.024495037669030054,NA,-0.051142085000000004,0.029575269999999994,ED5J990H5VAZT,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_ED5J990H5VAZT_1_gendermale,Gender x Level,male,0.0966887206173,0.16008068501282263,NA,-0.12903974999999998,0.3595058999999999,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1_genderfemale,Gender x Level,female,0.029198889567533335,0.023904976826860727,NA,-0.009050608,0.06890828999999998,ED5J990H5VAZT,NA,NA,A5_gaussian_iid_day_gender,nonvegan
mu_gamma (pooled),exposure_ED5J990H5VAZT_1_genderfemale,Gender x Level,female,-0.029968585511284333,0.10517032531983099,NA,-0.21142475,0.10004699999999993,mu_gamma (pooled),NA,NA,A5_gaussian_iid_day_gender,nonvegan
