outcome,effect_type,mean,q2.5,q16,q84,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
vegetarian,NA,-0.128737833640423,-1.1271432749999999,NA,NA,0.55762557,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.5585258043036883,0.3010501370228422
vegetarian,NA,-0.0284932177111333,-0.2514540675,NA,NA,0.1790191625,NA,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.13830781720092922,0.0813213817786626
vegetarian,NA,-0.1527597728443,-0.8926037,NA,NA,0.442987345,NA,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.49347177411981025,0.1879522284312102
vegetarian,NA,-0.166719849217127,-0.366117875,NA,NA,0.0136632202500002,NA,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.26360278167886175,-0.06983691675539223
vegetarian,NA,-0.0807124716496,-0.29658848975,NA,NA,0.1203295225,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.18706910742766125,0.025644164128461225
vegetarian,NA,-0.0955671496605,-0.28661112,NA,NA,0.1111169075,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.19702838116560206,0.0058940818446020365
vegetarian,NA,0.132846826738023,-0.0740741025,NA,NA,0.348338255,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.025088572273737286,0.24060508120230872
vegetarian,NA,0.101196833350667,-0.12149245075,NA,NA,0.300082565,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.006347813524333001,0.208741480225667
vegetarian,NA,0.00331336240683333,-0.2246839065,NA,NA,0.22854086,NA,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.11230520047581972,0.11893192528948639
vegetarian,NA,0.1360498209632,-0.12820473,NA,NA,0.4042313825,NA,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,2.2428206013877516e-4,0.2718753598662612
vegetarian,NA,-0.0325416729696667,-0.30072225,NA,NA,0.226042425,NA,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.16692041659211568,0.10183707065278227
vegetarian,NA,0.00362414345973333,-0.2336869335,NA,NA,0.2288070575,NA,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.11435901750965442,0.12160730442912109
vegetarian,NA,0.1643970744107,0.0962267575,NA,NA,0.23111846,NA,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.12998592581376123,0.19880822300763878
vegetarian,NA,0.0633080911251667,-0.004180125,NA,NA,0.1294426175,NA,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.029220656813942203,0.09739552543639118
vegan,NA,-0.0115683626448333,-0.177872145,NA,NA,0.1462072575,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.09424167960911901,0.07110495431945242
vegan,NA,0.02933064349042,-0.1444411205,NA,NA,0.19406772075,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.0570236527468249,0.1156849397276649
vegan,NA,0.0783137823259,-0.12028304865,NA,NA,0.30856139,NA,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.031085309166446945,0.18771287381824694
vegan,NA,-0.0348563003853833,-0.325081111,NA,NA,0.17151522,NA,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.16153903788538332,0.0918264371146167
vegan,NA,0.0143264741900267,-0.0596604782,NA,NA,0.08694952025,NA,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.023074035618646765,0.05172698399870017
vegan,NA,0.0947284325826667,-0.512693405,NA,NA,0.996107095,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.2901696541520272,0.47962651931736056
vegan,NA,-0.0152846803992333,-0.93727388,NA,NA,0.6038064975,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.40841742976147827,0.37784806896301165
vegan,NA,-0.0849908539866333,-0.2762219625,NA,NA,0.0907079700000001,NA,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.17859542860398026,0.008613720630713667
vegan,NA,-0.0606417915863,-0.6011023135,NA,NA,0.451228105,NA,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.329093428958749,0.20780984578614897
vegan,NA,-0.06054484032429,-0.21384845875,NA,NA,0.089445215,NA,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.13791567546459613,0.016825994816016127
vegan,NA,-0.128925504266867,-0.3337631175,NA,NA,0.0488699775,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.22653598768523434,-0.03131502084849966
vegan,NA,-0.0293110461445,-0.179614525,NA,NA,0.1539747175,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.11441034270062245,0.05578825041162244
vegan,NA,0.0972284774485,-0.09137341575,NA,NA,0.30576887,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.004083330140785726,0.1985402850377857
vegan,NA,0.0729451747466333,-0.123901185,NA,NA,0.2339986925,NA,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.01835581441152996,0.16424616390479657
vegan,NA,-0.0304175884827033,-0.22891781,NA,NA,0.17722264575,NA,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.13402484760260125,0.07318967063719466
vegan,NA,0.1296680702676,-0.1011114575,NA,NA,0.37328949,NA,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/2HRX9P6HKXA8V.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.008647420395151012,0.25068872014004895
vegan,NA,-0.2856740453686,-0.4905252725,NA,NA,-0.0777321659999998,NA,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.39097840927166133,-0.18036968146553872
vegan,NA,0.00242254370893333,-0.202069385,NA,NA,0.1998717275,NA,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.10011345437780136,0.10495854179566802
vegan,NA,0.00892496827756667,-0.037890008275,NA,NA,0.056425967,NA,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.015135229496668023,0.032985166051801365
vegan,NA,-0.0327323404769667,-0.07905859275,NA,NA,0.0138257405,NA,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan/plots/ED5J990H5VAZT.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,-0.05642732344890548,-0.009037357505027925
