outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,color_group
chicken_fish,mpbamod,Count,0.9918796737845621,0.8062728058069644,1.1014432689675444,1.0407671922504045,Animal
chicken_fish,mpbamod,Proportion,0.8913659418469256,0.787626922374371,1.0364967372133183,1.0028569240265928,Animal
chicken_fish,vegan,Count,1.1855264533627434,0.7609570398103095,1.86097547653611,1.0016256837678288,Animal
chicken_fish,vegan,Proportion,1.0911857869928392,0.9715680585475135,1.2145079920920165,1.0022710879653423,Animal
chicken_fish,vegetarian,Count,1.0852373020458523,0.9470587213093796,1.2622880981113085,1.0167144144848919,Animal
chicken_fish,vegetarian,Proportion,0.9659575393674814,0.8322784239259697,1.1257551444646179,1.002017020112004,Animal
