estimate,std_error,t_value,p_value,term,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
3.163478984268295,12.812109477069495,0.24691320269547645,0.8049753983535874,exposure_L69HYJ4Y3TR91_1,-21.948255590787912,28.275213559324502,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-2.761710061243358e-4,3.851521288638519e-4,-0.7170439559532071,0.47334697489670885,vegan_price_real,-0.0010310691786974855,4.787271664488139e-4,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.0022575069563180034,9.290853028659415e-4,2.4298166695289343,0.015106461871341011,vegetarian_price_real,4.3649976270075815e-4,0.004078514149935248,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-2.9321348209624537e-4,4.4574712822889443e-4,-0.6578022908667581,0.5106651821588464,meat_price_real,-0.0011668778534248785,5.804508892323877e-4,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.1077998620269226,0.06652882296426148,1.6203482524383672,0.1051574891533569,weekend,-0.022596630983029886,0.23819635503687508,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.10168329341954063,0.14390351159854142,0.706607450297768,0.4798104577367799,holiday_window,-0.18036758931360053,0.3837341761526818,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.27400874264489516,0.18318794377916367,-1.495779345474927,0.13471116546880926,month_cat2,-0.6330571124520559,0.0850396271622656,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.12480618705234292,0.10651778928469412,-1.1716933658730817,0.24132018749226727,month_cat3,-0.3335810540503434,0.08396867994565754,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.03446911466500069,0.15343044812384748,0.2246562861967109,0.8222466738547463,month_cat4,-0.26625456365774036,0.33519279298774174,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.38186610699983703,0.2678359542788758,-1.4257462484003582,0.1539416015177085,month_cat5,-0.9068245773864336,0.14309236338675957,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.3334108795467614,0.3141276342778485,-1.0613866567748595,0.2885142183142759,month_cat6,-0.9491010427313444,0.2822792836378216,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.6262710917310415,0.7721256585185212,-0.8110999612843702,0.41730826809535704,month_cat8,-2.1396373824273427,0.88709519896526,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.36427872505066716,0.31703377820950823,1.149021808048282,0.2505469883061338,month_cat9,-0.257107480239969,0.9856649303413033,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.28463867302804147,0.23907101511177692,1.1906030218467074,0.2338094647714988,month_cat10,-0.18394051659104127,0.7532178626471242,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.22218943710402073,0.15943415025974192,1.3936125776192938,0.16343462831106875,month_cat11,-0.09030149740507343,0.5346803716131149,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.20257656049787442,0.1388513543809466,1.4589455133587974,0.1445801048893315,month_cat12,-0.0695720940887809,0.47472521508452975,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.0028017561498421273,0.0031722534792876173,0.8832068963389738,0.37712449620265,date_code,-0.003415860669561602,0.009019372969245857,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.14683452962661026,0.11878245579736581,1.236163443843081,0.21639781597373742,day_of_week_cat1,-0.08597908373622673,0.37964814298944727,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.1372294583952529,0.13630208168795094,1.0068038337772793,0.3140290519454771,day_of_week_cat2,-0.1299226217131309,0.40438153850363673,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.09372373676937418,0.0643284998756818,-1.4569551124385025,0.14512877130803598,day_of_week_cat3,-0.2198075965257105,0.03236012298696214,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.048743160935294405,0.05925800245408944,-0.8225582860822641,0.41075922831447576,day_of_week_cat4,-0.1648888457453097,0.06740252387472088,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.0931541799275386,0.07982120456044628,-1.167035506924675,0.24319603071357143,day_of_week_cat5,-0.2496037408660133,0.0632953810109361,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.0011663559883615393,0.0020826254319382233,0.5600411722985897,0.5754513547437259,precip,-0.0029155898582373784,0.005248301834960457,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-0.010148734034836071,0.007370826500530581,-1.3768787033727528,0.16854975255523807,temp,-0.02459555397587601,0.004298085906203867,L69HYJ4Y3TR91,3242,472,A5,nonvegan
-9.249161152185553e-4,0.0038507793325964334,-0.2401893319072427,0.8101834835539279,exposure_L69HYJ4Y3TR91_1:date_code,-0.008472443607107565,0.006622611376670454,L69HYJ4Y3TR91,3242,472,A5,nonvegan
0.206472717314659,0.10414837678805541,1.9824861767633326,0.04742485299805903,exposure_L69HYJ4Y3TR91_1:gendermale,0.002341898810070381,0.4106035358192476,L69HYJ4Y3TR91,3242,472,A5,nonvegan
