outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
total,mpbamod,Count,0.07877472408506667,-0.08638765,0.2006849999999999,1.0071029968570855,Pooled,POOLED,Total
total,mpbamod,Proportion,1.3376129077266667,0.259232275,2.3880182499999982,1.0000764315985065,Pooled,POOLED,Total
total,vegan,Count,0.235832512004,-0.154672425,0.5831835999999999,0.9998772528906501,Pooled,POOLED,Total
total,vegan,Proportion,1.0286492733533332,-0.094568745,2.1268827499999996,1.0019302699971786,Pooled,POOLED,Total
total,vegetarian,Count,0.07028712611706667,0.013084177500000002,0.13265024999999986,0.9999629072785768,Pooled,POOLED,Total
total,vegetarian,Proportion,0.3590288525663333,-0.78369975,1.4920804999999995,1.0011392189232233,Pooled,POOLED,Total
nonvegan,mpbamod,Count,0.07645542546666667,-0.03857404,0.19266299999999997,1.0034492485401865,Pooled,POOLED,Animal
nonvegan,mpbamod,Proportion,1.1742310033666667,0.14119484999999998,2.1797777499999995,1.0005762557361688,Pooled,POOLED,Animal
nonvegan,vegan,Count,0.23415966846262,-0.22337544999999998,0.6424575999999994,1.057400547634763,Pooled,POOLED,Animal
nonvegan,vegan,Proportion,1.0750891517066667,0.08538769500000001,2.0596094999999988,1.0030063065314223,Pooled,POOLED,Animal
nonvegan,vegetarian,Count,0.06700049977933334,-0.0012559149999999994,0.13265187499999992,1.0064501318340469,Pooled,POOLED,Animal
nonvegan,vegetarian,Proportion,0.06418583765666666,-1.04456225,1.1527082499999985,1.0080993426663778,Pooled,POOLED,Animal
meat,mpbamod,Count,0.06991574207,-0.055801475,0.18838127499999996,1.001637221710245,Pooled,POOLED,Animal
meat,mpbamod,Proportion,0.9016350124812667,-0.0948983075,1.856420249999999,1.0032078047511155,Pooled,POOLED,Animal
meat,vegan,Count,0.2597989619746667,-0.08758537749999999,0.609662025,1.002565569882574,Pooled,POOLED,Animal
meat,vegan,Proportion,1.33901811406,0.1103894,2.513969499999999,1.004609459267871,Pooled,POOLED,Animal
meat,vegetarian,Count,0.05360488958733333,-0.009647712999999999,0.11482912499999992,1.0012862149035127,Pooled,POOLED,Animal
meat,vegetarian,Proportion,-0.9107119270553333,-2.17578975,0.35866644999999886,0.9996464356362577,Pooled,POOLED,Animal
chicken_fish,mpbamod,Count,0.07602875359333333,-0.191057975,0.3648476499999991,1.0009239261527278,Pooled,POOLED,Animal
chicken_fish,mpbamod,Proportion,0.42439364696666665,-0.6732054,1.4962947499999981,1.0007468683129244,Pooled,POOLED,Animal
chicken_fish,vegan,Count,0.21849789244599999,-0.235318,0.6070893749999996,1.0121225954590398,Pooled,POOLED,Animal
chicken_fish,vegan,Proportion,1.5259093101333334,0.01768181,3.0954105,1.0021535497949126,Pooled,POOLED,Animal
chicken_fish,vegetarian,Count,0.081373440126,-0.06396081499999999,0.24002822499999993,1.0104009993614984,Pooled,POOLED,Animal
chicken_fish,vegetarian,Proportion,-1.7250488397033332,-3.21342425,-0.19219755000000047,1.0027283431739134,Pooled,POOLED,Animal
vegetarian,mpbamod,Count,0.121080695768,-0.051475505,0.2958095749999997,1.0014469727467885,Pooled,POOLED,Plant-based
vegetarian,mpbamod,Proportion,1.6451026550126666,0.44031575,2.8600845,1.003931837975209,Pooled,POOLED,Plant-based
vegetarian,vegan,Count,0.274408866332,-0.137474875,0.674777075,1.0007832400948682,Pooled,POOLED,Plant-based
vegetarian,vegan,Proportion,0.667006895256,-0.29670045,1.6468942499999997,0.9994111861594274,Pooled,POOLED,Plant-based
vegetarian,vegetarian,Count,0.09501605798506667,-0.018494907499999998,0.18305627499999988,1.0144852300309364,Pooled,POOLED,Plant-based
vegetarian,vegetarian,Proportion,1.2519624073866666,0.14053092500000003,2.428841249999996,1.0015059514620035,Pooled,POOLED,Plant-based
vegan,mpbamod,Count,0.07220645236859333,-0.095007995,0.2635299249999994,1.0009342064131654,Pooled,POOLED,Plant-based
vegan,mpbamod,Proportion,1.3630690282333333,0.13300365000000003,2.600673,1.0014438211352181,Pooled,POOLED,Plant-based
vegan,vegan,Count,0.09946223308533333,-0.153960725,0.3208772999999999,1.0021760999470386,Pooled,POOLED,Plant-based
vegan,vegan,Proportion,0.99561244988,-0.288430275,2.2038379999999993,1.004382651440316,Pooled,POOLED,Plant-based
vegan,vegetarian,Count,0.07320443224866667,2.16765325e-4,0.14197572499999989,1.0009812387709098,Pooled,POOLED,Plant-based
vegan,vegetarian,Proportion,0.9364311416406667,-0.2326596,2.1393757499999984,1.0016174107435047,Pooled,POOLED,Plant-based
total,mpbamod,Count,0.1906203596086497,0.1570037488096647,0.22314355131420976,1.000151069357734,Restaurant,SRQS8F7JWA9MZ,Total
total,mpbamod,Count,0.01980262729617973,-0.08338160893905101,0.12221763272424911,1.0004834192883008,Restaurant,2HRX9P6HKXA8V,Total
total,mpbamod,Count,-0.05129329438755058,-0.07257069283483537,-0.040821994520255166,0.9997911974941684,Restaurant,JHDN7CF1C03X5,Total
total,mpbamod,Count,0.23901690047049992,0.19885085874516517,0.27763173659827955,1.000311547004568,Restaurant,L69HYJ4Y3TR91,Total
total,mpbamod,Count,0.06765864847381486,0.058268908123975824,0.06765864847381486,1.002200364858352,Restaurant,ED5J990H5VAZT,Total
total,mpbamod,Count,0.03922071315328133,0.02955880224154443,0.04879016416943205,1.0039284191148956,Restaurant,W8T41JZK0ZMEP,Total
total,mpbamod,Proportion,1.8531680973566984,1.5260563034950492,2.169053700369523,0.9996290123527114,Restaurant,SRQS8F7JWA9MZ,Total
total,mpbamod,Proportion,-0.7133498878774648,-2.120263536200091,0.6097655716208943,1.0002072279460452,Restaurant,2HRX9P6HKXA8V,Total
total,mpbamod,Proportion,-1.2378743560016174,-1.6607312068216509,-0.8209805520698302,1.0009721801699618,Restaurant,JHDN7CF1C03X5,Total
total,mpbamod,Proportion,6.892499499090686,5.488152293818506,8.207516330638088,1.0001895777193233,Restaurant,L69HYJ4Y3TR91,Total
total,mpbamod,Proportion,1.501852701754163,1.3837912309017721,1.6331544390514163,1.0029183676275035,Restaurant,ED5J990H5VAZT,Total
total,mpbamod,Proportion,3.017493765335504,2.4865719291070616,3.5354368568703585,1.0000859392679524,Restaurant,W8T41JZK0ZMEP,Total
total,vegan,Count,1.0647107369924282,0.959350221334602,1.1631508098056809,1.0007019449046772,Restaurant,SRQS8F7JWA9MZ,Total
total,vegan,Count,0.009950330853168092,-0.040821994520255166,0.058268908123975824,1.0008474690180222,Restaurant,2HRX9P6HKXA8V,Total
total,vegan,Count,0,-0.01005033585350145,0.009950330853168092,0.9996988595486591,Restaurant,JHDN7CF1C03X5,Total
total,vegan,Count,0.11332868530700327,0.09531017980432493,0.131028262406404,1.0011974915521225,Restaurant,L69HYJ4Y3TR91,Total
total,vegan,Count,0.34358970439007686,0.3293037471426003,0.36464311358790924,1.0027023069910577,Restaurant,ED5J990H5VAZT,Total
total,vegan,Count,0.01980262729617973,0.009950330853168092,0.02955880224154443,1.001984521265693,Restaurant,W8T41JZK0ZMEP,Total
total,vegan,Proportion,1.4609379041156563,0.7514160886839212,2.194999882314108,1.0008301671143012,Restaurant,SRQS8F7JWA9MZ,Total
