outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,exposure_strip,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Vegetarian,Level change,0.9588572824878606,0.6244034889014803,1.5709066723746004,0.9588572824878606,1.2209726838349526,11.778778283977626,Pooled,POOLED,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7577717204904006,1.2133037738396992
Vegetarian,Slope change,0.8626547780444254,0.600795932917519,1.2097048791428517,0.8626547780444254,1.0130450118811862,33.15713998042578,Pooled,POOLED,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7216026879237742,1.031278400894048
Vegan,Level change,1.030569831450233,0.623362808379032,1.7667879011006202,1.030569831450233,1.040023599877791,15.315626433636806,Pooled,POOLED,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7900565123906996,1.3443015288634739
Vegan,Slope change,0.8567175428203017,0.5918957324373719,1.2334694625416949,0.8567175428203017,1.0987330593554465,43.11071271841883,Pooled,POOLED,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7103786599092325,1.0332024166799105
Vegetarian,Level change,0.8582849588328139,0.6841098235516895,1.0696561127620607,NA,1.0018364322878444,NA,Restaurant,VLZX7K2M9QD4T,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7657932153234115,0.961947763205946
Vegetarian,Level change,1.1983280882543117,0.9697422623103406,1.5115805041729753,NA,1.0032165819470962,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.0700361587843308,1.3420015719194607
Vegetarian,Level change,1.2081613445946586,1.076819622265498,1.3594224969913649,NA,1.0081096492506618,NA,Restaurant,SRQS8F7JWA9MZ,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.1384282865216488,1.2821658174293933
Vegetarian,Level change,0.6791266749404086,0.5120710273608171,0.9081879334109932,NA,1.008823756682185,NA,Restaurant,2HRX9P6HKXA8V,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.5867725494967285,0.7860167300109644
Vegetarian,Level change,0.9826726940296847,0.8860283997472231,1.0897060189738064,NA,1.0044605155426853,NA,Restaurant,JHDN7CF1C03X5,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9321482388457325,1.0359356842075949
Vegetarian,Level change,1.4910468133896333,1.1641919893355892,1.9253885663122756,NA,1.0057691758336633,NA,Restaurant,L69HYJ4Y3TR91,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.3114540217300303,1.6952333538819564
Vegetarian,Level change,1.1791359478622403,1.0100366941148475,1.3740659621018656,NA,0.9994699322391604,NA,Restaurant,ED5J990H5VAZT,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.090094830965272,1.2754501205274293
Vegetarian,Level change,1.2500627288936508,1.0941051751045747,1.4731786673510743,NA,1.0031648916038747,NA,Restaurant,W8T41JZK0ZMEP,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.1587067965653042,1.3486214379695929
Vegetarian,Level change,1.2147855365747036,1.0471821997267732,1.42855711587351,NA,1.0026836960793237,NA,Restaurant,W8T41JZK0ZMEP,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.122257802598041,1.3149419825416384
Vegetarian,Level change,1.1105756701908516,0.9239137992936953,1.3119578979108133,NA,1.0019427967004022,NA,Restaurant,W8T41JZK0ZMEP,NA,Plant-based,Exposure: Introductions,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,1.0155447420544188,1.214499241781085
