"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_trunc/t2_proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.905179284945167,0.2446645,1.63546,1.0107209270943,216.5171134857
"model_fits/finalized_redone_trunc/t2_proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0205072538660667,-1.66423,1.671111,1.00381581452456,708.654939551183
