"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_zi/proportion/meat/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.544668888804,-1.2719895,0.21318185,0.999467216911161,518.935353391167
"model_fits/finalized_redone_zi/proportion/meat/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0424080361466667,-1.4747955,1.594706,1.00193894278843,1023.64597218975
