"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone4/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.213182475696293,-0.60027535,1.137208,1.0302370618512,78.9971192125728
"model_fits/finalized_redone4/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0275878230683333,-1.6109845,1.66878749999999,1.04266593523361,1644.85755047423
