location_id,outcome,dataset,n_obs,rest_mean,rest_sd,threshold_3sd,n_zeros,zero_rate,n_structural,structural_rate,structural_among_zeros,max_value,outcome_type
78AY09MVJVTYE,untextured,customer,3200,0,0,0,3200,1,0,0,0,0,Targeted (ITS)
78AY09MVJVTYE,untextured,its,3208,0,0,0,3208,1,0,0,0,0,Targeted (ITS)
78AY09MVJVTYE,untextured_p,proportion_targeted,3208,4.114401496259352,5.244475753393318,-11.619025763920604,1036,0.3229426433915212,1036,0.3229426433915212,1,97,Targeted (Proportion)
78AY09MVJVTYE,untextured_t2,customer,3200,0,0,0,3200,1,0,0,0,0,Other
78AY09MVJVTYE,vegan,customer,3200,0.3265625,0.9808644597031979,-2.616030879109594,2669,0.8340625,2669,0.8340625,1,21,Main Category
78AY09MVJVTYE,vegan,its,3208,3.514339152119701,4.521829407533342,-10.051149070480323,1149,0.35816708229426436,1149,0.35816708229426436,1,39,Main Category
78AY09MVJVTYE,vegan,proportion,3208,3.514339152119701,4.521829407533342,-10.051149070480323,1149,0.35816708229426436,1149,0.35816708229426436,1,39,Main Category
78AY09MVJVTYE,vegetarian,customer,3200,0.99,2.9250125907130635,-7.785037772139191,2399,0.7496875,2399,0.7496875,1,33,Main Category
78AY09MVJVTYE,vegetarian,its,3208,8.440149625935161,11.50540482158575,-26.076064838822084,1007,0.3139027431421446,1007,0.3139027431421446,1,72,Main Category
78AY09MVJVTYE,vegetarian,proportion,3208,8.440149625935161,11.50540482158575,-26.076064838822084,1007,0.3139027431421446,1007,0.3139027431421446,1,72,Main Category
9XKJD8DQTH559,breakfast,customer,1420,0,0,0,1420,1,0,0,0,0,Targeted (ITS)
9XKJD8DQTH559,breakfast,its,1522,0,0,0,1522,1,0,0,0,0,Targeted (ITS)
9XKJD8DQTH559,breakfast_p,proportion_targeted,1522,0.8515111695137977,1.994476515500014,-5.131918376986244,1014,0.6662286465177398,1014,0.6662286465177398,1,30,Targeted (Proportion)
9XKJD8DQTH559,breakfast_t2,customer,1420,0,0,0,1420,1,0,0,0,0,Other
9XKJD8DQTH559,chicken,customer,1420,0,0,0,1420,1,0,0,0,0,Other
9XKJD8DQTH559,chicken_fish,customer,1420,1.6295774647887324,2.5436510173117197,-6.001375587146427,690,0.4859154929577465,690,0.4859154929577465,1,21,Main Category
9XKJD8DQTH559,chicken_fish,its,1522,14.982260183968462,19.768491140259112,-44.32321323680887,343,0.22536136662286466,343,0.22536136662286466,1,141,Main Category
9XKJD8DQTH559,chicken_fish,proportion,1522,14.982260183968462,19.768491140259112,-44.32321323680887,343,0.22536136662286466,343,0.22536136662286466,1,141,Main Category
9XKJD8DQTH559,chicken_p,proportion_targeted,1522,8.375164257555847,10.207601208184796,-22.24763936699854,378,0.2483574244415243,378,0.2483574244415243,1,62,Targeted (Proportion)
9XKJD8DQTH559,chicken_t2,customer,1420,0,0,0,1420,1,0,0,0,0,Other
9XKJD8DQTH559,dairy,customer,1420,0,0,0,1420,1,0,0,0,0,Other
9XKJD8DQTH559,dairy_p,proportion_targeted,1522,7.636662286465177,10.962132964667632,-25.249736607537717,373,0.24507227332457293,373,0.24507227332457293,1,155,Targeted (Proportion)
9XKJD8DQTH559,dairy_t2,customer,1420,0.6809859154929577,1.375432949896338,-3.445312934196057,932,0.6563380281690141,932,0.6563380281690141,1,18,Other
9XKJD8DQTH559,egg_p,proportion_targeted,1522,6.9658344283837055,12.966507794524102,-31.933688955188597,617,0.40538764783180026,617,0.40538764783180026,1,114,Targeted (Proportion)
9XKJD8DQTH559,meat,customer,1420,4.67112676056338,6.862970477520855,-15.917784671999184,449,0.31619718309859157,449,0.31619718309859157,1,105,Main Category
9XKJD8DQTH559,meat,its,1522,38.47766097240473,46.85043936773778,-102.07365713080861,295,0.1938239159001314,295,0.1938239159001314,1,307,Main Category
9XKJD8DQTH559,meat,proportion,1522,38.47766097240473,46.85043936773778,-102.07365713080861,295,0.1938239159001314,295,0.1938239159001314,1,307,Main Category
9XKJD8DQTH559,nonvegan,customer,1420,5.919718309859155,8.151959166816997,-18.53615919059184,431,0.30352112676056336,431,0.30352112676056336,1,107,Main Category
9XKJD8DQTH559,nonvegan,its,1522,49.586727989487514,62.72821609096572,-138.59792028340965,286,0.18791064388961892,286,0.18791064388961892,1,451,Main Category
9XKJD8DQTH559,nonvegan,proportion,1522,49.586727989487514,62.72821609096572,-138.59792028340965,286,0.18791064388961892,286,0.18791064388961892,1,451,Main Category
9XKJD8DQTH559,textured,customer,1420,0,0,0,1420,1,0,0,0,0,Targeted (ITS)
9XKJD8DQTH559,textured,its,1522,0,0,0,1522,1,0,0,0,0,Targeted (ITS)
9XKJD8DQTH559,textured_p,proportion_targeted,1522,17.95203679369251,23.321376179532333,-52.01209174490448,333,0.2187910643889619,333,0.2187910643889619,1,188,Targeted (Proportion)
9XKJD8DQTH559,textured_t2,customer,1420,0,0,0,1420,1,0,0,0,0,Other
9XKJD8DQTH559,total,customer,1420,6.897183098591549,9.192981847301578,-20.681762443313183,425,0.2992957746478873,425,0.2992957746478873,1,111,Total
9XKJD8DQTH559,total,its,1522,57.82917214191853,71.74207575589948,-157.39705512577993,284,0.18659658344283836,284,0.18659658344283836,1,498,Total
9XKJD8DQTH559,total,proportion,1522,57.82917214191853,71.74207575589948,-157.39705512577993,284,0.18659658344283836,284,0.18659658344283836,1,498,Total
9XKJD8DQTH559,untextured,customer,1420,0,0,0,1420,1,0,0,0,0,Targeted (ITS)
9XKJD8DQTH559,untextured,its,1522,0,0,0,1522,1,0,0,0,0,Targeted (ITS)
9XKJD8DQTH559,untextured_p,proportion_targeted,1522,11.869908015768726,15.261607427365245,-33.914914266327,385,0.25295663600525625,385,0.25295663600525625,1,114,Targeted (Proportion)
9XKJD8DQTH559,untextured_t2,customer,1420,0.028169014084507043,0.3510512145051071,-1.0249846294308145,1407,0.9908450704225352,1407,0.9908450704225352,1,8,Other
9XKJD8DQTH559,vegan,customer,1420,0.9774647887323944,1.6392986677495895,-3.9404312145163747,838,0.5901408450704225,838,0.5901408450704225,1,12,Main Category
9XKJD8DQTH559,vegan,its,1522,8.242444152431013,10.053294477626773,-21.917439280449308,371,0.24375821287779237,371,0.24375821287779237,1,80,Main Category
9XKJD8DQTH559,vegan,proportion,1522,8.242444152431013,10.053294477626773,-21.917439280449308,371,0.24375821287779237,371,0.24375821287779237,1,80,Main Category
9XKJD8DQTH559,vegetarian,customer,1420,2.226056338028169,3.1404110811528922,-7.1951769054305075,619,0.43591549295774645,619,0.43591549295774645,1,25,Main Category
9XKJD8DQTH559,vegetarian,its,1522,19.3515111695138,26.18315277991915,-59.19794717024365,316,0.2076215505913272,316,0.2076215505913272,1,228,Main Category
9XKJD8DQTH559,vegetarian,proportion,1522,19.3515111695138,26.18315277991915,-59.19794717024365,316,0.2076215505913272,316,0.2076215505913272,1,228,Main Category
C0BE4NDSW26QN,breakfast,customer,2264,0,0,0,2264,1,0,0,0,0,Targeted (ITS)
C0BE4NDSW26QN,breakfast,its,2265,0,0,0,2265,1,0,0,0,0,Targeted (ITS)
C0BE4NDSW26QN,breakfast_p,proportion_targeted,2265,10.14569536423841,10.585215382140696,-21.609950782183677,346,0.15275938189845475,346,0.15275938189845475,1,74,Targeted (Proportion)
C0BE4NDSW26QN,breakfast_t2,customer,2264,0,0,0,2264,1,0,0,0,0,Other
C0BE4NDSW26QN,chicken,customer,2264,0,0,0,2264,1,0,0,0,0,Other
