outcome,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,source,color_group
Breakfast,Count,1.8642695774610143,1.4949849633793826,2.2084323680802935,1603.29979017831,1.92020448956672,1.01952331890509,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal
Breakfast,Count,NA,NA,-1.5548394112653545,0.917365228281578,0.990257823983021,1.00366605655876,Restaurant,L69HYJ4Y3TR91,finalized_redone_trunc,Animal
Breakfast,Count,-0.47593437071003375,-0.8298935643058525,-0.18034406332362954,1.87126351694423,1.06415713511258,1.01075255647695,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Breakfast,Count,-0.1645994031634402,-0.8081181737165226,0.25852517381116363,2.39390949623402,1.08878919199398,1.01051798804652,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,Animal
Breakfast,Count,-0.256270730335658,NA,1.2763288095128298,6.28920206005799,1.09025236726229,1.01993526702703,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Breakfast,Count,-0.44615935558008835,-0.8565288939133979,-0.1443461475559823,1.90896897797083,1.06616997317826,1.00112556708626,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Breakfast,Presence,1.2989013445876094,NA,2.2165883283838785,3494.16392621219,1.49078835248308,1.00953855311003,Restaurant,2HRX9P6HKXA8V,finalized_redone_trunc,Animal
Breakfast,Presence,NA,NA,NA,0.828822044795901,0.981289305899304,1.00066408495887,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,Animal
Breakfast,Presence,-1.3467571331255361,NA,-0.4780207607335238,1.31927075927221,1.02652388826472,1.00768910124591,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal
Breakfast,Presence,-0.9282438573150774,NA,1.5806306387242324,16.83134866854,1.0718951974312,1.01185242712743,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,Animal
Breakfast,Presence,NA,NA,NA,0.635517484651185,0.955034623838963,1.00463568695476,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,Animal
Breakfast,Presence,2.0053044120497563,1.6705457116191946,2.3319623253547186,4676.03254723085,2.11910524474215,1.0085241510093,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal
Breakfast,Presence,NA,NA,-1.5905819340490377,0.905468804431025,0.988885793456297,1.00523794085061,Restaurant,L69HYJ4Y3TR91,finalized_redone_trunc,Animal
Breakfast,Presence,1.2370053205997145,0.9449519469388084,1.5126687187865284,35.8794075808417,1.41310529529987,1.0076917029868,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Breakfast,Presence,1.2754687445210042,0.6871390427926803,1.654653170424637,50.3713784307412,1.43521468338664,1.00183426585239,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,Animal
Breakfast,Presence,1.567909017643817,NA,2.331745140743584,5741.18606855057,1.67662468252072,1.00556530503484,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Breakfast,Presence,1.0387786961971177,0.745700967692623,1.2873233887837328,18.3029385852429,1.32760052785632,1.01107155322485,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Chicken,Count,-2.3289889626460987,-3.6375365509569213,-1.7449259322915567,1.10306174976314,1.0097940037367,1.00100780003826,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal
Chicken,Count,-2.6811792157675742,-3.582641833225389,-2.209829992809134,1.07111641861392,1.00687394318281,1.00956633619886,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,Animal
Chicken,Count,-2.5033440230001944,NA,-0.882951886404586,1.09951178245644,1.00833562467996,1.00653392794671,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Chicken,Count,-2.4372321216557546,NA,-0.9223659612657477,1.10245753544976,1.00887961527378,1.00668170885033,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Chicken,Count,NA,NA,-2.386671080384145,0.998985402974916,0.999767614878305,1.01488973839625,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Chicken,Count,-2.113774499225233,-2.9687076505076035,-1.6091302097794182,1.12924722062295,1.01215912617405,1.00062586347506,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
Chicken,Presence,1.3390395833912085,0.7643642101059008,1.7232365765694648,69.3881983711375,1.47048226317369,1.00269507172095,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal
Chicken,Presence,1.1056180678769507,NA,1.9444180364087051,1805458.13633021,1.37791948505469,1.00091031322187,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,Animal
Chicken,Presence,0.7194672098552402,NA,1.708511456437105,182.997135921205,1.2452131489799,1.00103355268897,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Chicken,Presence,0.8119494691257041,NA,1.7713126845070217,103.61931796076,1.27208066569715,1.00079612300322,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Chicken,Presence,0.7815916258137864,0.11560176953532192,1.219447698125181,10.6815518565077,1.2463396524313,1.00213318173367,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Chicken,Presence,-1.090905212346862,-1.9843766646870584,-0.6073607076257429,1.40711879947575,1.03421988649664,1.00081823236432,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
Dairy,Count,-1.1078832553793627,-2.0528276539698553,-0.679081566735234,1.3976183472407,1.03362400001584,1.01608545141918,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal
Dairy,Count,-3.2629584648191945,NA,-1.7996835822477395,1.04138185469404,1.00385770464215,1.00084055863915,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,Animal
Dairy,Count,-3.0715850560119224,-5.20012955836333,-2.419423787181225,1.04767656378902,1.00464780233417,1.00176526838466,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,Animal
Dairy,Count,-2.038888520970756,NA,-1.2688677445287921,1.14237252027563,1.01313201858302,1.03184241093957,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal
Dairy,Count,-3.0839950107464995,-4.514523819418641,-2.512651215352603,1.04700054150793,1.00458963573275,1.0000880460273,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,Animal
Dairy,Count,-5.171194178256166,NA,-2.5758678680494835,1.00640673147942,1.00057503538511,1.01097476057465,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Dairy,Count,-2.247262566155063,NA,-0.849736840616193,1.12515286034724,1.01074366451935,1.00582261438459,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,Animal
Dairy,Count,-2.1303312755697887,NA,-0.9127415377217396,1.13581309252465,1.01203528569052,1.00566611603791,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Dairy,Count,NA,NA,-2.4272623989859423,0.985567799553267,0.998415150995534,1.00104520752112,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Dairy,Count,-3.414587501747001,-4.7624819024649305,-2.8346366089173056,1.03351618511044,1.00329518187673,1.00390860948262,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
Dairy,Presence,-0.18882679887407403,-0.711412327385185,0.14354651098289528,2.32229897101605,1.08647588640813,1.00048490257787,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal
Dairy,Presence,-0.03365923206434622,NA,1.0078884836827364,4.00029146963906,1.10620596681723,1.00517675955765,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,Animal
Dairy,Presence,-2.819342073301814,NA,-1.6271993418927475,1.06420113153241,1.00600824479449,1.00060720826738,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,Animal
Dairy,Presence,0.7159897247799487,0.14314252610528067,1.1018830173321474,8.68931815647365,1.22843148293599,1.0020758557435,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal
Dairy,Presence,0.3280698645445265,NA,1.2675935215978638,7.28586228946282,1.15512631064507,1.02161704956889,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,Animal
Dairy,Presence,0.23189153550437336,NA,1.1811623119356214,6.49107305054317,1.13970562798954,1.02035398233169,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Dairy,Presence,0.2256541617149323,NA,1.1728561384948044,5.80882009996567,1.13858875388447,1.00492199159183,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,Animal
Dairy,Presence,0.0976332636473623,NA,1.1453745249652092,5.38134879172901,1.12207738506874,1.00733732615629,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Dairy,Presence,NA,NA,-2.6710245034067714,0.837108632631251,0.981659290772333,1.00059554887124,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Dairy,Presence,0.305360249821505,NA,1.2552455985033586,6.94211921382531,1.1508855278962,1.01041356809208,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
Egg,Count,-2.711796928671581,-4.421931757982371,-1.9244368837385646,1.06924192570458,1.00666915859957,1.00552521702983,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,Animal
Egg,Count,-3.426807101253622,NA,-2.728362404210093,1.03319021868545,1.00325595043543,1.01277388121505,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,Animal
Egg,Count,-3.184137058882245,NA,-2.2392038036910176,1.04291054471607,1.00415605391595,1.00158137165739,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Egg,Count,-2.668468830118783,-3.6872277189797753,-2.0532057301897324,1.07218779190375,1.00696338097145,1.01002967809778,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Egg,Count,-2.890865015367632,-3.5335103739807323,-2.4654333414172283,1.0572069233088,1.0055692892865,1.00009575366493,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
Egg,Presence,-2.4303138412271363,NA,-1.737363049517953,1.09315000481698,1.00885038849769,1.00237037283173,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,Animal
Egg,Presence,-2.3684791118917534,NA,-1.3439230394270576,1.10170984753215,1.00943886665226,1.00140083921507,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,Animal
Egg,Presence,-1.6835788804055098,NA,0.3169979447027875,1.45452392942032,1.01970913038775,1.0143646906247,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,Animal
Egg,Presence,-1.973612828372994,NA,-0.8423791272135531,1.15912469580289,1.01407886233072,1.00921594339451,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,Animal
Egg,Presence,-2.4027075088235903,NA,-0.4071705114821847,1.14773733049628,1.00962095514202,1.03839545314556,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
Untextured,Count,-1.7298620897114372,-2.4442538471798896,-1.311782427712361,1.19530542189293,1.0179001198628,1.00017568735827,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,Animal
Untextured,Count,-2.568062032578986,-3.5050605189507373,-2.083823930332807,1.08001722682773,1.00770082902765,0.999920558778355,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal
Untextured,Count,-1.82150900424147,NA,-0.9872836378115579,1.1820882476467,1.01636551117417,1.00055291215551,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,Animal
Untextured,Count,NA,NA,-3.3030801906571243,0.924348457836753,0.99201740146858,1.00282151810237,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,Animal
Untextured,Count,-0.41830721276766836,-4.2738221269979215,1.19550515475743,4.07011347957898,1.07180820713865,1.02723563602912,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal
Untextured,Count,-2.143690900248491,-3.688611989885682,-1.5365671696187628,1.1257085751251,1.01180314440102,1.00135910228468,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,Animal
Untextured,Count,-1.0358615745339605,NA,0.33897855745924144,1.55464149318077,1.0368444585136,1.01468052397313,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,Animal
Untextured,Count,-1.6378344633419293,NA,-0.466029695789184,1.23718386848479,1.01980908938159,1.01464297322953,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,Animal
Untextured,Count,-2.178894248815169,NA,-1.4470119247552826,1.1219630620608,1.0114002970173,1.00045313832555,Restaurant,S8MT0YGD2KTN9,finalized_redone_trunc,Animal
Untextured,Count,-1.3382513411805124,NA,0.13568538361938526,1.42254913472044,1.02723939723864,1.01086721974932,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Untextured,Count,-1.7776111411264512,-2.720286940546543,-1.3124114785826502,1.18572558285792,1.01706118893006,1.00126469788833,Restaurant,SRQS8F7JWA9MZ,finalized_redone_trunc,Animal
Untextured,Count,-1.004836637468971,-1.4378456887951667,-0.6731228131440409,1.44568219007382,1.03731442392551,1.00450635504269,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
Untextured,Presence,1.176883433178077,0.9308081424760813,1.4035517176471686,27.7649072122545,1.38429827580189,1.00018595032768,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,Animal
Untextured,Presence,-0.020616193949600993,NA,1.010446973420474,3.89220797072069,1.10666780273867,1.00157341336767,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,Animal
Untextured,Presence,0.4401599648893126,NA,1.368621868475131,9.68983432841386,1.17616941084988,1.00409260443102,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,Animal
Untextured,Presence,-0.07806588517278613,NA,1.2310459957228694,5.73664918024955,1.10638353014112,1.00303353611257,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,Animal
Untextured,Presence,1.45956345728933,0.8600278463407726,1.871985390886115,141.492460995038,1.54640365936496,1.0028754680885,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,Animal
Untextured,Presence,0.7638231465705482,-0.40051402248551365,1.3791723723586642,12.9138833173866,1.24402528774927,1.0004907514927,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,Animal
Untextured,Presence,0.9546854869776061,NA,1.6625563627108537,45.5445311780242,1.30852464617817,1.0078084881666,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,Animal
Untextured,Presence,-0.35789995453124934,NA,0.5603072630970745,2.29923637301952,1.07380041973983,1.00539214347436,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,Animal
Untextured,Presence,1.278344547046285,0.9166828549838386,1.5938500505224487,44.8468966832131,1.43473881350681,1.00103396956505,Restaurant,S8MT0YGD2KTN9,finalized_redone_trunc,Animal
Untextured,Presence,0.7326189086012237,NA,1.5449743218225005,22.2892481010451,1.24086071089812,1.00574609134971,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,Animal
Untextured,Presence,-1.899014760508873,-2.969186793217885,-1.3730809440863199,1.16305240835882,1.0150977412615,1.00186036082605,Restaurant,SRQS8F7JWA9MZ,finalized_redone_trunc,Animal
Untextured,Presence,0.2350332494871914,-0.11722680912904397,0.5298854752725211,3.62569469332478,1.13510109932429,1.00212598892709,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,Animal
