outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,color_group,step_size
nonvegan,vegetarian,Proportion,NA,NA,-0.7907928004827585,1.01661669249193,0.998977189132919,1.0034787648215,Restaurant,SRQS8F7JWA9MZ,Animal,0.021052631578947368
nonvegan,vegetarian,Proportion,-3.3850116657532476,NA,-0.16275552336624996,1.12735941224132,1.00425204286004,1.00513885297622,Restaurant,V3Q26BHF3SE2H,Animal,0.021052631578947368
nonvegan,vegetarian,Proportion,NA,NA,-1.0169691803959873,0.446374535056121,0.899476331991598,1.00771355994412,Restaurant,W8T41JZK0ZMEP,Animal,0.021052631578947368
meat,mpbamod,Count,-3.4302446662664745,NA,-2.2518038276209804,1.03357421969892,1.00324960966041,1.00230850359003,Restaurant,1SQPTEGYPH0GA,Animal,0.021052631578947368
meat,mpbamod,Count,-2.7255727111577963,NA,-1.3932181027962944,1.07184170189361,1.00661134703774,1.00092526050538,Restaurant,2HRX9P6HKXA8V,Animal,0.021052631578947368
meat,mpbamod,Count,-3.801925121565087,NA,-2.179007230492184,1.02371693776207,1.00224642732521,1.00284233365273,Restaurant,78AY09MVJVTYE,Animal,0.021052631578947368
meat,mpbamod,Count,NA,NA,-3.723614553093667,0.99411638669782,0.999400902915029,1.00105586694368,Restaurant,9XKJD8DQTH559,Animal,0.021052631578947368
meat,mpbamod,Count,-4.3550740782746296,NA,-1.8429556790653052,1.01583032611737,1.00131376965762,1.00122556182053,Restaurant,C0BE4NDSW26QN,Animal,0.021052631578947368
meat,mpbamod,Count,-2.8768904560477,NA,-2.0085553928008038,1.05875206644205,1.00565469529651,1.00100623682949,Restaurant,CB2KHY1C2G9PT,Animal,0.021052631578947368
meat,mpbamod,Count,NA,NA,-3.9699684264947024,0.998267363381799,0.999821114043309,1.00167282204045,Restaurant,ED5J990H5VAZT,Animal,0.021052631578947368
meat,mpbamod,Count,NA,NA,-2.3384870529459834,0.975412669270283,0.997298642080053,1.00213627973621,Restaurant,EMBVNVD207CC6,Animal,0.021052631578947368
meat,mpbamod,Count,NA,NA,-3.2604286351974126,0.992453894007663,0.999221208171295,1.0009177152974,Restaurant,JHDN7CF1C03X5,Animal,0.021052631578947368
meat,mpbamod,Count,NA,NA,-1.9537996682238004,0.991257238847887,0.998802085126846,0.99964206255526,Restaurant,L69HYJ4Y3TR91,Animal,0.021052631578947368
meat,mpbamod,Count,-2.821050881841748,NA,-1.7856695593692293,1.06290673025893,1.0059868165453,1.00286621919415,Restaurant,LBZEEFSBJNB3Z,Animal,0.021052631578947368
meat,mpbamod,Count,NA,NA,-1.4486993114059947,0.98877751722326,0.998195116078209,1.00065404745587,Restaurant,LFZFT3VASXPED,Animal,0.021052631578947368
meat,mpbamod,Count,-4.900722925746921,NA,-1.5443343396401643,1.01220813076432,1.00079126263612,1.00028396611557,Restaurant,LQ5EH4BKGV61T,Animal,0.021052631578947368
