outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,n_rest_model,source,pred_path,color_group
breakfast,Level Change,-0.242840656202057,-0.4594353555,0.0452578990175,0.791015615117281,1.0014864120806,2781.87391545128,Pooled,POOLED,0,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/all_restaurants_weekly.png,Animal
breakfast,Slope Change,-0.605865972561137,-1.2201706049,0.11712159125,0.578662823218862,1.00229380825252,2606.65160547935,Pooled,POOLED,0,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/all_restaurants_weekly.png,Animal
chicken,Level Change,0.844028548388167,-0.7483231675,2.2472766225,3.07329200820184,1.01359567793817,193.770182941458,Pooled,POOLED,0,finalized_redone_trunc,NA,Animal
chicken,Slope Change,-0.739484194348867,-1.965045225,0.543572275000001,0.575914621950477,1.00489722787976,273.753822087718,Pooled,POOLED,0,finalized_redone_trunc,NA,Animal
dairy,Level Change,0.448641796342833,-0.755479375,1.5522739,1.8267756913002,1.03478837522252,101.909620991679,Pooled,POOLED,0,finalized_redone_trunc,NA,Animal
dairy,Slope Change,-0.700608974105667,-1.65584395,0.209004475,0.549718731665847,1.07430866183758,36.1851602620564,Pooled,POOLED,0,finalized_redone_trunc,NA,Animal
untextured,Level Change,0.399510752024057,-0.8197817195,1.587895865,1.80315481830063,1.01262387316355,246.012674664336,Pooled,POOLED,0,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/all_restaurants_weekly.png,Animal
untextured,Slope Change,-0.631780816293273,-1.30019506575,0.0500577047499999,0.560890569794186,1.01482366400901,373.064785122919,Pooled,POOLED,0,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/all_restaurants_weekly.png,Animal
Total (A3),Level Change,0,0,0,1,NA,NA,Pooled,POOLED,NA,finalized_redone_trunc,NA,Total
Total (A3),Slope Change,0,0,0,1,NA,NA,Pooled,POOLED,NA,finalized_redone_trunc,NA,Total
breakfast,Level Change,-0.211287545655783,-0.4239549445,0.0220208534999998,NA,1.0005830287617,NA,Restaurant,2HRX9P6HKXA8V,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/2HRX9P6HKXA8V.png,Animal
breakfast,Level Change,-0.235681570883814,-0.50129589975,0.0563417044499996,NA,1.00027930250524,NA,Restaurant,L69HYJ4Y3TR91,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/L69HYJ4Y3TR91.png,Animal
breakfast,Level Change,-0.255626244041162,-0.49598681475,0.00728823287499981,NA,1.00069667596235,NA,Restaurant,ED5J990H5VAZT,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/ED5J990H5VAZT.png,Animal
breakfast,Slope Change,-0.920986347468624,-1.47902684325,-0.370366144325,NA,1.00788525830749,NA,Restaurant,2HRX9P6HKXA8V,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/2HRX9P6HKXA8V.png,Animal
breakfast,Slope Change,-0.81709088300237,-1.9954860671,0.203076029,NA,1.00198721204057,NA,Restaurant,L69HYJ4Y3TR91,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/L69HYJ4Y3TR91.png,Animal
breakfast,Slope Change,-0.240131592196144,-0.7067601941425,0.22582406575,NA,1.00032247756743,NA,Restaurant,ED5J990H5VAZT,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2/plots/ED5J990H5VAZT.png,Animal
textured,Level Change,0.154747985997585,0.060056325,0.2552533625,NA,1.00001800538633,NA,Restaurant,VLZX7K2M9QD4T,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/textured_t2/plots/VLZX7K2M9QD4T.png,Animal
textured,Slope Change,-0.93964507466126,-1.857379,0.0194413049999999,NA,1.00076316194419,NA,Restaurant,VLZX7K2M9QD4T,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/textured_t2/plots/VLZX7K2M9QD4T.png,Animal
untextured,Level Change,0.0370119545493647,-0.1263842599,0.20725570425,NA,1.0227296744168899,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/SRQS8F7JWA9MZ.png,Animal
untextured,Level Change,-0.0587539759767369,-0.210051560125,0.0938905485499999,NA,1.00171206207193,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/SRQS8F7JWA9MZ.png,Animal
untextured,Level Change,4.82507228745803,4.016276775,5.7288833975,NA,1.00407718666784,NA,Restaurant,JHDN7CF1C03X5,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/JHDN7CF1C03X5.png,Animal
untextured,Slope Change,0.467375400258231,-0.76727424,1.48023023025,NA,1.03091422924429,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/SRQS8F7JWA9MZ.png,Animal
untextured,Slope Change,-0.447500906290072,-1.43134000475,0.69452207275,NA,1.01359260529123,NA,Restaurant,SRQS8F7JWA9MZ,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/SRQS8F7JWA9MZ.png,Animal
untextured,Slope Change,-1.0061748195864,-1.5137847645,-0.558027774525,NA,1.03526366395262,NA,Restaurant,JHDN7CF1C03X5,NA,finalized_redone_trunc_cp,../../model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2/plots/JHDN7CF1C03X5.png,Animal
