outcome,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id,source
Breakfast,Count,-0.183191090383,-0.84647365,0.31166462500000025,1.0056323713940438,Pooled,POOLED,finalized_redone3
Breakfast,Presence,-0.16940991127366667,-0.93519805,0.7886670250000005,1.0005398361496856,Pooled,POOLED,finalized_redone3
Untextured,Count,-0.0348263944205,-0.787125475,1.1444277500000013,1.4548227944647536,Pooled,POOLED,finalized_redone3
Untextured,Presence,-0.0348263944205,-0.787125475,1.1444277500000013,1.4548227944647536,Pooled,POOLED,finalized_redone3
Breakfast,Count,-0.31471074483970024,-0.5978370007556204,-0.05129329438755058,1.0002590873349866,Restaurant,2HRX9P6HKXA8V,finalized_redone3
Breakfast,Count,-0.040821994520255166,-0.19845093872383832,0.12221763272424911,1.0001507836931434,Restaurant,ED5J990H5VAZT,finalized_redone3
Breakfast,Count,-0.08338160893905101,-0.40047756659712525,0.26236426446749106,1.0003403195601037,Restaurant,L69HYJ4Y3TR91,finalized_redone3
Breakfast,Presence,0.08617769624105241,-1.3093333199837622,2.265921108622454,1.0020409221363222,Restaurant,2HRX9P6HKXA8V,finalized_redone3
Breakfast,Presence,-0.4780358009429998,-0.8209805520698302,-0.13926206733350766,1.000708443242851,Restaurant,ED5J990H5VAZT,finalized_redone3
Breakfast,Presence,-0.12783337150988489,-0.4942963218147801,0.27763173659827955,1.0006113867251345,Restaurant,L69HYJ4Y3TR91,finalized_redone3
Untextured,Count,-0.040821994520255166,-0.13926206733350766,0.04879016416943205,1.1593174914661069,Restaurant,SRQS8F7JWA9MZ,finalized_redone3
Untextured,Presence,-0.040821994520255166,-0.13926206733350766,0.04879016416943205,1.1593174914661069,Restaurant,SRQS8F7JWA9MZ,finalized_redone3
