outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,1.0043825899526557,0.9338926501112139,1.082655010949764,1.0043825899526557,1.0004373970674472,1.00056189053564,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9672157876619786,1.0429775856311325
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.9962941582582834,0.8501473656006149,1.158708669870916,0.9635535116535133,0.9962941582582834,1.00360910329107,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9206222150139519,1.0781860719758307
meat,Exposure: Alt-Protein-Modifiable,Form: Count,1.0076359497094844,0.9404965948657711,1.0760839159771824,1.0076359497094844,1.0007609837425517,1.00023192038229,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9736054864742301,1.0428558807980888
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,1.021679051240455,0.8820432970538383,1.165893612524043,1.2392099330515387,1.021679051240455,1.62180190276185,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9514895536552029,1.0970462888779695
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Count,1.0169320199440366,0.9390576285367153,1.1009622968284147,1.0169320199440366,1.0016804374671961,1.00063852885335,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9764936460617375,1.059045020270491
chicken_fish,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.9982999004003184,0.8508640295811025,1.172267653324013,0.9831284813295302,0.9982999004003184,1.00312560585915,Pooled,POOLED,NA,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9199396543193168,1.0833348540418049
vegetarian,Exposure: Alt-Protein-Modifiable,Form: Count,1.0064230935560545,0.9317848334705549,1.087640666857124,1.0064230935560545,1.000640460346996,1.00986550584983,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9674876734699205,1.0469254244968216
vegetarian,Exposure: Alt-Protein-Modifiable,Form: Proportion,1.01008135552335,0.8693943160791211,1.1885821953208613,1.1055122213785848,1.01008135552335,1.02611729398468,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9326320336190564,1.0939623645745653
vegan,Exposure: Alt-Protein-Modifiable,Form: Count,1.0232221728951865,0.9408177903789429,1.121646786577542,1.0232221728951865,1.0022983011739652,1.0216551946903,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9783466221516708,1.0701561097044758
vegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,1.0298950145242827,0.8604901064844075,1.2304860011438306,1.3425471851417496,1.0298950145242827,1.010702546537,Pooled,POOLED,NA,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9400863630137444,1.128283296804365
