Outcome,Effect,Median_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast,Level,0.7826096488959601,0.5324697610614744,1.1510082037935379,NA,"0.783 [0.532, 1.151]"
breakfast,Slope,0.4374437462288211,0.17057584972670703,1.29656454656711,NA,"0.437 [0.171, 1.297]"
textured,Level,0.9658149671598084,0.8481203037841601,1.0867190561180866,NA,"0.966 [0.848, 1.087]"
textured,Slope,0.34339462257624676,0.15435095435424348,0.8004554024218015,NA,"0.343 [0.154, 0.800]"
untextured,Level,0.9729931066075552,0.5378565906413568,1.7689954653023023,NA,"0.973 [0.538, 1.769]"
untextured,Slope,0.3919369985864061,0.14724558594561293,1.4098435213984513,NA,"0.392 [0.147, 1.410]"
