Outcome,Effect,Median_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast_t2,Level,0.8256351706939122,0.6958710686503071,1.0973804452000717,1.0014864120806,"0.826 [0.696, 1.097]"
breakfast_t2,Slope,0.9866305438156417,0.5925055889146484,1.714017631707729,1.00229380825252,"0.987 [0.593, 1.714]"
dairy_t2,Level,1.6803355405662337,0.503674362942272,5.130448077960323,1.03478837522252,"1.680 [0.504, 5.130]"
dairy_t2,Slope,0.8976711324246011,0.36257995989162556,2.0583947367079873,1.07430866183758,"0.898 [0.363, 2.058]"
textured_t2,Level,1.169562210818842,0.5024614039793929,2.178951722692565,1.0006655871138,"1.170 [0.502, 2.179]"
textured_t2,Slope,0.6987292156499605,0.23674421080313318,2.348779132324583,1.00206168702962,"0.699 [0.237, 2.349]"
untextured_t2,Level,1.6095664869907707,0.4695282037514456,5.107975835793301,1.01262387316355,"1.610 [0.470, 5.108]"
untextured_t2,Slope,0.9826676649002822,0.5564650780865973,1.5584950599910197,1.01482366400901,"0.983 [0.556, 1.558]"
