Outcome,Effect,Median_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast,Level,0.027356685,-0.2051274075,0.465597220500001,NA,"0.027 [-0.205, 0.466]"
breakfast,Slope,0.0898843,-0.406622325,0.535075800000001,NA,"0.090 [-0.407, 0.535]"
untextured,Level,0.179623545,-0.2621895325,0.7149,NA,"0.180 [-0.262, 0.715]"
untextured,Slope,-0.2366511,-1.018506625,0.416686705,NA,"-0.237 [-1.019, 0.417]"
