outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group
nonvegan,Slope Change,1.08152939899645,0.4516460968062063,2.1840626808637276,1.08152939899645,1.00273597393716,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/VLZX7K2M9QD4T.png,Animal
nonvegan,Slope Change,1.23607380733424,0.3788555049596064,3.040345392748475,1.23607380733424,1.00379043120527,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal
nonvegan,Slope Change,1.12583425596321,0.3448909668559628,2.7154306646855924,1.12583425596321,1.0023764034557,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal
nonvegan,Slope Change,1.04815346897904,0.5311380687820177,1.9167517855361325,1.04815346897904,1.00227086052122,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/2HRX9P6HKXA8V.png,Animal
nonvegan,Slope Change,1.04524843773719,0.7964413595531536,1.3325981394967399,1.04524843773719,1.00253002132776,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/JHDN7CF1C03X5.png,Animal
nonvegan,Slope Change,1.07268490934477,0.3451601385272429,2.4806911230440405,1.07268490934477,1.00553222410993,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/L69HYJ4Y3TR91.png,Animal
nonvegan,Slope Change,0.954885422462858,0.6569275602157167,1.3601740914844127,0.954885422462858,1.00786491081674,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/ED5J990H5VAZT.png,Animal
meat,Level Change,0.990426705194975,0.9085586792488856,1.0870942435730802,0.990426705194975,1.00849633443374,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/VLZX7K2M9QD4T.png,Animal
meat,Level Change,0.96761813066344,0.8430109451449302,1.0998664050784464,0.96761813066344,1.00932418130737,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/SRQS8F7JWA9MZ.png,Animal
meat,Level Change,0.971153446202831,0.8558764077365779,1.0962318082064038,0.971153446202831,1.01075257495245,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/SRQS8F7JWA9MZ.png,Animal
meat,Level Change,1.00243650971519,0.8023291410460492,1.22609653289302,1.00243650971519,1.01274779120605,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/2HRX9P6HKXA8V.png,Animal
meat,Level Change,0.949886122788707,0.8537462374015345,1.04993084752437,0.949886122788707,1.00602192905919,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/JHDN7CF1C03X5.png,Animal
meat,Level Change,0.897767453390612,0.7116813079267265,1.0506469134495715,0.897767453390612,1.02316659598929,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/L69HYJ4Y3TR91.png,Animal
meat,Level Change,0.948714728977525,0.7810040976385038,1.1115903164652658,0.948714728977525,1.01134523027309,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/ED5J990H5VAZT.png,Animal
meat,Slope Change,1.00102669120849,0.416981644974428,1.972709739702229,1.00102669120849,1.01931082495892,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/VLZX7K2M9QD4T.png,Animal
meat,Slope Change,1.12752816997672,0.35423038409508606,2.7124155235773753,1.12752816997672,1.0126446578946,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/SRQS8F7JWA9MZ.png,Animal
meat,Slope Change,1.13806697617279,0.37783034287090733,2.736984248450096,1.13806697617279,1.01511239817326,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/SRQS8F7JWA9MZ.png,Animal
meat,Slope Change,0.913545381812888,0.42702876080780594,1.588697304385347,0.913545381812888,1.01213557189119,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/2HRX9P6HKXA8V.png,Animal
meat,Slope Change,1.00767926110298,0.773075819863275,1.2833469885454498,1.00767926110298,1.00796890264033,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/JHDN7CF1C03X5.png,Animal
meat,Slope Change,0.952122546043987,0.32322081550501197,1.995262309186183,0.952122546043987,1.0094429261991,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/L69HYJ4Y3TR91.png,Animal
meat,Slope Change,1.01685522995014,0.6715904658854838,1.4735800527207497,1.01685522995014,1.00588629556991,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/ED5J990H5VAZT.png,Animal
chicken_fish,Level Change,0.949051523272666,0.862108206167447,1.0408778818497808,0.949051523272666,1.00067421367054,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/VLZX7K2M9QD4T.png,Animal
chicken_fish,Level Change,0.884506466026771,0.687226229764639,1.0623314909651926,0.884506466026771,1.00402756843356,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/2HRX9P6HKXA8V.png,Animal
chicken_fish,Level Change,1.00416190729829,0.9216896060315939,1.0965071970375482,1.00416190729829,1.00384556577936,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/JHDN7CF1C03X5.png,Animal
chicken_fish,Level Change,0.963282179666798,0.5998876897722291,1.3693075512227806,0.963282179666798,1.01116506505875,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/L69HYJ4Y3TR91.png,Animal
chicken_fish,Level Change,0.866630456288929,0.5219244804673001,1.0744108743508596,0.866630456288929,1.01483584978293,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/ED5J990H5VAZT.png,Animal
chicken_fish,Slope Change,1.25454465374234,0.5547921998672353,2.3112377418115115,1.25454465374234,1.01097950154827,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/VLZX7K2M9QD4T.png,Animal
chicken_fish,Slope Change,1.52906538759652,0.8981826140059261,2.3143010622558915,1.52906538759652,1.01709800122419,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/2HRX9P6HKXA8V.png,Animal
chicken_fish,Slope Change,2.02794133582109,1.6776333416154117,2.4640610570224553,2.02794133582109,1.01275472343718,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/JHDN7CF1C03X5.png,Animal
chicken_fish,Slope Change,3.0682653337107,0.47544833830357713,9.897052643128665,3.0682653337107,1.00640192193733,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/L69HYJ4Y3TR91.png,Animal
chicken_fish,Slope Change,3.52949640281712,1.719154542638655,6.396457042689763,3.52949640281712,1.0338340291338,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/ED5J990H5VAZT.png,Animal
vegetarian,Level Change,1.00368827341287,0.910736020179917,1.1057659862017226,1.00368827341287,1.00742770595527,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/VLZX7K2M9QD4T.png,Plant-based
vegetarian,Level Change,1.12256499958001,0.9675454339749191,1.3059318176692225,1.12256499958001,1.00558923134898,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Level Change,1.08041827054917,0.9410340877747495,1.2417076772180917,1.08041827054917,1.0014710377254,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Level Change,0.887417592855914,0.7026323678767287,1.1383888886514997,0.887417592855914,1.00739092510768,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based
vegetarian,Level Change,1.01207711032382,0.8989226353985007,1.1316983794183502,1.01207711032382,1.00366875466987,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/JHDN7CF1C03X5.png,Plant-based
vegetarian,Level Change,1.20086739984034,0.8884586647317729,1.5852249713225985,1.20086739984034,1.00660212143176,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based
vegetarian,Level Change,1.04779382253049,0.8952131255046769,1.2231715142877533,1.04779382253049,1.00140001330909,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/ED5J990H5VAZT.png,Plant-based
vegetarian,Slope Change,0.931289500029138,0.4385710656345155,1.8920205744204999,0.931289500029138,1.00735009491093,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/VLZX7K2M9QD4T.png,Plant-based
vegetarian,Slope Change,1.92470605677107,0.5691842833336447,4.618606644472117,1.92470605677107,1.00157577463286,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Slope Change,0.836006504448593,0.25319386344627165,2.1458534992793457,0.836006504448593,1.00336043910131,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/SRQS8F7JWA9MZ.png,Plant-based
vegetarian,Slope Change,0.846753406802317,0.4348931414108112,1.6719757316604038,0.846753406802317,1.00611207329819,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/2HRX9P6HKXA8V.png,Plant-based
vegetarian,Slope Change,0.728468319350625,0.5545470636274745,0.933056824355135,0.728468319350625,1.00566941679393,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/JHDN7CF1C03X5.png,Plant-based
vegetarian,Slope Change,0.95167405600696,0.29161368477307287,2.7412811250146203,0.95167405600696,1.00306127468147,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/L69HYJ4Y3TR91.png,Plant-based
vegetarian,Slope Change,0.820308919918765,0.5880891805393187,1.1184266266278535,0.820308919918765,1.0024688889752,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/ED5J990H5VAZT.png,Plant-based
vegan,Level Change,1.10583233986545,1.0001169718406724,1.2215828153578079,1.10583233986545,1.02384872661219,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/VLZX7K2M9QD4T.png,Plant-based
vegan,Level Change,1.04607429870044,0.9058616194669288,1.2017765856576101,1.04607429870044,1.03783814691113,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Level Change,1.11420032726058,0.9798021406474923,1.2750237998688816,1.11420032726058,1.02504264770117,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Level Change,1.0400467329302,0.8616193566128165,1.2779590555099742,1.0400467329302,1.25545174619698,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/2HRX9P6HKXA8V.png,Plant-based
vegan,Level Change,0.970819222055801,0.8643264300270124,1.0746677214780171,0.970819222055801,1.07888797985878,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/JHDN7CF1C03X5.png,Plant-based
vegan,Level Change,1.03768465996476,0.8177431371139678,1.3513308004482651,1.03768465996476,1.06277456372204,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/L69HYJ4Y3TR91.png,Plant-based
vegan,Level Change,1.1266065215458,0.9375552894155159,1.4625757775631745,1.1266065215458,1.14096959748108,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/ED5J990H5VAZT.png,Plant-based
vegan,Slope Change,0.49272996052004,0.17878923678616823,1.0099097445212388,0.49272996052004,1.13133825122152,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/VLZX7K2M9QD4T.png,Plant-based
vegan,Slope Change,2.10414010935832,0.5698645232000378,4.845992259033241,2.10414010935832,1.02955697953501,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Slope Change,1.70869871434592,0.5324608687575992,4.622343603690456,1.70869871434592,1.03625785866938,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/SRQS8F7JWA9MZ.png,Plant-based
vegan,Slope Change,0.668340882525427,0.3722631676154913,1.0681415027786652,0.668340882525427,1.13272139155999,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/2HRX9P6HKXA8V.png,Plant-based
vegan,Slope Change,0.52448305464673,0.41368287235327256,0.6531036064761772,0.52448305464673,1.03119617499719,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/JHDN7CF1C03X5.png,Plant-based
vegan,Slope Change,1.47313139625994,0.2782800849941541,5.377660347826556,1.47313139625994,1.21539671855214,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/L69HYJ4Y3TR91.png,Plant-based
vegan,Slope Change,0.817176572660025,0.556942973947936,1.187136464618914,0.817176572660025,1.03612606721086,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/ED5J990H5VAZT.png,Plant-based
