outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group
total,Level Change,1,1,1,1,NA,NA,Pooled,POOLED,NA,Total
total,Slope Change,1,1,1,1,NA,NA,Pooled,POOLED,NA,Total
nonvegan,Level Change,0.990831811062958,0.8559159796691386,1.135251920281627,0.990831811062958,1.0054869099888,298.361503510312,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/all_restaurants_weekly.png,Animal
nonvegan,Slope Change,1.0228188514142,0.5570225514675656,1.8353189984223148,1.0228188514142,1.0125179070703,191.283274414355,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/all_restaurants_weekly.png,Animal
meat,Level Change,0.95178707481138,0.8216081136422376,1.0705888674214858,0.95178707481138,1.00843448540077,270.746286548926,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/all_restaurants_weekly.png,Animal
meat,Slope Change,0.972299062887131,0.5309731627382589,1.7771886755761843,0.972299062887131,1.01267495310015,156.898175744979,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/meat/plots/all_restaurants_weekly.png,Animal
chicken_fish,Level Change,0.88934592536005,0.6327134926797146,1.074135210518318,0.88934592536005,1.00715027696486,257.958189996171,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/all_restaurants_weekly.png,Animal
chicken_fish,Slope Change,1.02712075078059,0.3778888119171477,2.0657945554045347,1.02712075078059,1.01029087752891,172.95457642446,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/chicken_fish/plots/all_restaurants_weekly.png,Animal
vegetarian,Level Change,1.02958875812325,0.8129708885638226,1.2740493115702396,1.02958875812325,1.00810402521669,195.985750316224,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/all_restaurants_weekly.png,Plant-based
vegetarian,Slope Change,0.844221420814406,0.48619596071585447,1.5577109049500169,0.844221420814406,1.00827763504912,269.348375615244,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/vegetarian/plots/all_restaurants_weekly.png,Plant-based
vegan,Level Change,1.05530828661965,0.899586795225634,1.2874578723299512,1.05530828661965,1.11280527792349,44.9607545391671,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/all_restaurants_weekly.png,Plant-based
vegan,Slope Change,0.641343921128883,0.3153903274463589,1.3070002749378227,0.641343921128883,1.19193774149202,12.1453669129391,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/a3_its/vegan/plots/all_restaurants_weekly.png,Plant-based
nonvegan,Level Change,0.996821953369989,0.9063011636187128,1.092863533048546,0.996821953369989,1.00213702795001,NA,Restaurant,VLZX7K2M9QD4T,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/VLZX7K2M9QD4T.png,Animal
nonvegan,Level Change,1.00438388439674,0.8788374286444461,1.1435711751064375,1.00438388439674,1.0012141763866,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal
nonvegan,Level Change,1.0018744305835,0.8800925293929535,1.1338235771534724,1.0018744305835,1.00365733255183,NA,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/SRQS8F7JWA9MZ.png,Animal
nonvegan,Level Change,0.995185886601268,0.7937203728620313,1.232680760075682,0.995185886601268,1.00697521343268,NA,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/2HRX9P6HKXA8V.png,Animal
nonvegan,Level Change,0.995001366814888,0.8866662928254706,1.107792428914257,0.995001366814888,1.0075502508655,NA,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/JHDN7CF1C03X5.png,Animal
nonvegan,Level Change,1.00118019786056,0.8019410179687134,1.248232873629961,1.00118019786056,1.00167034575112,NA,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/L69HYJ4Y3TR91.png,Animal
nonvegan,Level Change,0.994696553012031,0.8406636238584778,1.1742511350012805,0.994696553012031,1.00328462096792,NA,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/a3_its/nonvegan/plots/ED5J990H5VAZT.png,Animal
