outcome,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,source,pred_path,color_group
Breakfast,Presence,0.8277822652655042,0.7484211310596323,0.9126268860381468,0.8277822652655042,0.9812769822949907,1.00066408495887,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/78AY09MVJVTYE.png,Animal
Breakfast,Presence,1.2970368373326364,0.9108217590829658,1.8589453764311545,1.2970368373326364,1.0263493960007115,1.00768910124591,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/9XKJD8DQTH559.png,Animal
Breakfast,Presence,1.484751193495239,0.009694321279596312,128.7687937802709,1.484751193495239,1.0403162164062447,1.01185242712743,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/CB2KHY1C2G9PT.png,Animal
Breakfast,Presence,0.6307601094230457,0.4939600922384019,0.7983641358670631,0.6307601094230457,0.95496272908733415,1.00463568695476,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/ED5J990H5VAZT.png,Animal
Breakfast,Presence,1683.0364190709051,203.37824069678405,29677.07080924449,1683.0364190709051,2.101886938307534,1.0085241510093,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/EMBVNVD207CC6.png,Animal
Breakfast,Presence,0.8930198986449092,0.6489166006025091,1.226061470098777,0.8930198986449092,0.9887491282754594,1.00523794085061,Restaurant,L69HYJ4Y3TR91,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/L69HYJ4Y3TR91.png,Animal
Breakfast,Presence,31.3520761573194,13.101015548648963,93.58101203217772,31.3520761573194,1.411323686840073,1.0076917029868,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal
Breakfast,Presence,35.88715026196843,7.301061510644212,187.02929269223566,35.88715026196843,1.4305198790698905,1.00183426585239,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/LQ5EH4BKGV61T.png,Animal
Breakfast,Presence,121.09896183370206,0.5191155660433036,29610.776574016512,121.09896183370206,1.6155263352711555,1.00556530503484,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal
Breakfast,Presence,16.873828126640607,8.231090426340847,37.45259500177995,16.873828126640607,1.3265430912622538,1.01107155322485,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal
Chicken,Count,1.1022947756411754,1.0266664476608534,1.190838790751884,1.1022947756411754,1.0097869991148816,1.00100780003826,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/9XKJD8DQTH559.png,Animal
Chicken,Count,1.0708817248497482,1.028192239032496,1.1159647751775434,1.0708817248497482,1.00687173788759,1.00956633619886,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/JHDN7CF1C03X5.png,Animal
Chicken,Count,1.0852506378549351,0.8183872038797573,1.5121921076340141,1.0852506378549351,1.0082146529105083,1.00653392794671,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal
Chicken,Count,1.0913357844694793,0.8371530456238645,1.4882147913215458,1.0913357844694793,1.0087785510814613,1.00668170885033,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/SAFK7ND1HR6XS.png,Animal
Chicken,Count,0.9975329692244604,0.8975653705542417,1.0962938018680122,0.9975329692244604,0.9997530226129152,1.01488973839625,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/V3Q26BHF3SE2H.png,Animal
Chicken,Count,1.1283780147179134,1.052711961608416,1.2214779378135647,1.1283780147179134,1.012151356698123,1.00062586347506,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/W8T41JZK0ZMEP.png,Animal
Chicken,Presence,45.39388450010965,8.564523527091488,271.13924280159927,45.39388450010965,1.4645349317404253,1.00269507172095,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/9XKJD8DQTH559.png,Animal
Chicken,Presence,20.513662575814173,0.8535660734840111,1085.2471195553005,20.513662575814173,1.3527088169458068,1.00091031322187,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/JHDN7CF1C03X5.png,Animal
Chicken,Presence,7.793880857922483,0.35670835993935174,249.81921093534217,7.793880857922483,1.2279349942454385,1.00103355268897,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal
Chicken,Presence,9.509530328123775,0.2878207178930836,357.29615367571114,9.509530328123775,1.2526100931266535,1.00079612300322,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal
Chicken,Presence,8.890178407562365,3.072675713746903,29.527366166795424,8.890178407562365,1.2442024369769686,1.00213318173367,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal
Chicken,Presence,1.3992162859027906,1.1473630105020443,1.7242407781679279,1.3992162859027906,1.0341617843575204,1.00081823236432,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal
Dairy,Count,1.3913260595726635,1.1369751968788686,1.6604397883152398,1.3913260595726635,1.033577132018834,1.01608545141918,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/9XKJD8DQTH559.png,Animal
Dairy,Count,1.0390169181824378,0.9047273060226365,1.1798073943172203,1.0390169181824378,1.003834833742978,1.00084055863915,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/C0BE4NDSW26QN.png,Animal
Dairy,Count,1.047438471862617,1.0055310900574295,1.0930510014503942,1.047438471862617,1.0046455204289575,1.00176526838466,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/ED5J990H5VAZT.png,Animal
Dairy,Count,1.1390257769394991,0.994678393931986,1.3246519888299646,1.1390257769394991,1.0131024258340167,1.03184241093957,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/EMBVNVD207CC6.png,Animal
Dairy,Count,1.0468399084619586,1.0110089751535822,1.0844284402351505,1.0468399084619586,1.0045880947424235,1.0000880460273,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/JHDN7CF1C03X5.png,Animal
Dairy,Count,1.0056939336500788,0.9332370010262123,1.0790572680679,1.0056939336500788,1.0005679396649334,1.01097476057465,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal
Dairy,Count,1.1114752013909075,0.8451775967835666,1.5334612342660712,1.1114752013909075,1.0106248615182623,1.00582261438459,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/LFZFT3VASXPED.png,Animal
Dairy,Count,1.126142338506678,0.8863364367527053,1.4939478801634756,1.126142338506678,1.01195063825523,1.00566611603791,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/SAFK7ND1HR6XS.png,Animal
Dairy,Count,0.9841190892935593,0.8846984513276328,1.0922919253469778,0.9841190892935593,0.9984004443002465,1.00104520752112,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/V3Q26BHF3SE2H.png,Animal
Dairy,Count,1.0334368249229768,1.0085809841251443,1.0604993345124913,1.0334368249229768,1.0032944117815428,1.00390860948262,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/W8T41JZK0ZMEP.png,Animal
Dairy,Presence,2.288576234763605,1.6338681881874124,3.1719942784384676,2.288576234763605,1.086316906011076,1.00048490257787,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/9XKJD8DQTH559.png,Animal
Dairy,Presence,2.6297819587660123,0.42100838652972794,15.484038977683781,2.6297819587660123,1.1015189530939546,1.00517675955765,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/C0BE4NDSW26QN.png,Animal
Dairy,Presence,1.0614598439942062,0.9282913042612614,1.2171098525880675,1.0614598439942062,1.0059823403459216,1.00060720826738,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/ED5J990H5VAZT.png,Animal
Dairy,Presence,7.738523181712236,3.1705156808309995,20.283915863506135,7.738523181712236,1.2270600273772776,1.0020758557435,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/EMBVNVD207CC6.png,Animal
Dairy,Presence,4.007974337199265,0.6278724426150352,34.893262186114306,4.007974337199265,1.1489271525153415,1.02161704956889,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/JHDN7CF1C03X5.png,Animal
Dairy,Presence,3.528888502434234,0.6358067430161118,26.00162406216201,3.528888502434234,1.1343936679753972,1.02035398233169,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal
Dairy,Presence,3.5013275822064798,0.633356341165192,25.31021957641396,3.5013275822064798,1.133504567574768,1.00492199159183,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/LFZFT3VASXPED.png,Animal
Dairy,Presence,3.011861610166803,0.4612557235148987,23.187619639283675,3.011861610166803,1.1165636914137353,1.00733732615629,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal
Dairy,Presence,0.830338609754053,0.6503260672172393,1.071630491538398,0.830338609754053,0.9815795984439906,1.00059554887124,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal
Dairy,Presence,3.8849643791566506,0.6915426688560516,33.404813287368405,3.8849643791566506,1.1453512763144815,1.01041356809208,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal
Egg,Count,1.0686726369583643,1.0120834293131116,1.157147500045465,1.0686726369583643,1.0066638404530024,1.00552521702983,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/78AY09MVJVTYE.png,Animal
Egg,Count,1.0330240940967719,0.9970029935172319,1.0675071670902736,1.0330240940967719,1.003254335314309,1.01277388121505,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/ED5J990H5VAZT.png,Animal
Egg,Count,1.0422834884711918,0.9624590588352073,1.1124260934527077,1.0422834884711918,1.0041499842545365,1.00158137165739,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal
Egg,Count,1.0718202200986402,1.025357495110684,1.1369200264960222,1.0718202200986402,1.006959942949831,1.01002967809778,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/V3Q26BHF3SE2H.png,Animal
Egg,Count,1.057098783624821,1.0296327909143015,1.0886865966558865,1.057098783624821,1.0055682613696368,1.00009575366493,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/W8T41JZK0ZMEP.png,Animal
Egg,Presence,1.0919981763694797,0.9979538130506194,1.1924188009315289,1.0919981763694797,1.0088397627006138,1.00237037283173,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/78AY09MVJVTYE.png,Animal
Egg,Presence,1.0981456759268968,0.9405362148764361,1.297994589581372,1.0981456759268968,1.0094062642481094,1.00140083921507,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/ED5J990H5VAZT.png,Animal
Egg,Presence,1.2040708106875895,0.745602621243987,3.9471734875638864,1.2040708106875895,1.0187443258117295,1.0143646906247,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal
Egg,Presence,1.1490711628744936,0.9133850826842266,1.5383103672853846,1.1490711628744936,1.013992382847981,1.00921594339451,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal
Egg,Presence,1.0946915847569223,0.5270317819255902,1.9455227363305267,1.0946915847569223,1.0090883168042806,1.03839545314556,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal
Untextured,Count,1.1939998161593441,1.0906685643493632,1.3090995703483237,1.1939998161593441,1.0178890114459225,1.00017568735827,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/1SQPTEGYPH0GA.png,Animal
Untextured,Count,1.079700850655342,1.030500859078356,1.1325292433678076,1.079700850655342,1.0076978787525315,0.999920558778355,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/9XKJD8DQTH559.png,Animal
Untextured,Count,1.1756032707671342,0.9613461688969397,1.4514853334176816,1.1756032707671342,1.0163097185324796,1.00055291215551,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/C0BE4NDSW26QN.png,Animal
Untextured,Count,0.9228299187009045,0.8272824761399554,1.0374541039628666,0.9228299187009045,0.9920011294340103,1.00282151810237,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/CB2KHY1C2G9PT.png,Animal
Untextured,Count,1.9312355939781998,1.014025897719353,27.254727709839923,1.9312355939781998,1.0680301817676174,1.02723563602912,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/EMBVNVD207CC6.png,Animal
Untextured,Count,1.1243683273215466,1.0253219773422249,1.2400085813046806,1.1243683273215466,1.0117911126287769,1.00135910228468,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/JHDN7CF1C03X5.png,Animal
Untextured,Count,1.426067218569132,0.8899679972931889,4.069471953977753,1.426067218569132,1.0361294065901576,1.01468052397313,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/LFZFT3VASXPED.png,Animal
Untextured,Count,1.2145827089196166,0.9033407892755416,1.8729011579139074,1.2145827089196166,1.0196302451648773,1.01464297322953,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/LQ5EH4BKGV61T.png,Animal
Untextured,Count,1.1198184742173263,0.9911148951749091,1.2652531870269923,1.1198184742173263,1.011380935182686,1.00045313832555,Restaurant,S8MT0YGD2KTN9,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/S8MT0YGD2KTN9.png,Animal
Untextured,Count,1.2999215908118054,0.7786876510054735,3.143451814157701,1.2999215908118054,1.02657743932162,1.01086721974932,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/SAFK7ND1HR6XS.png,Animal
Untextured,Count,1.1841692591000537,1.0680727487230046,1.3088778603851885,1.1841692591000537,1.017047831743457,1.00126469788833,Restaurant,SRQS8F7JWA9MZ,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/SRQS8F7JWA9MZ.png,Animal
Untextured,Count,1.442105844959637,1.2679972978758158,1.665479550031314,1.442105844959637,1.037288859780444,1.00450635504269,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/W8T41JZK0ZMEP.png,Animal
Untextured,Presence,25.642407314511235,12.63610572661451,58.53521272057824,25.642407314511235,1.3832347136097027,1.00018595032768,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/1SQPTEGYPH0GA.png,Animal
Untextured,Presence,2.6633770010516695,0.6273806815381423,15.593099864086128,2.6633770010516695,1.1029181013365548,1.00157341336767,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/9XKJD8DQTH559.png,Animal
