estimate,std_error,t_value,p_value,term,ci_lower,ci_upper,location_id,n_obs,n_customers,n_restaurants,analysis,outcome_name
2.6993253575209213,0.2933895906583092,9.200481010468572,3.563509720743197e-20,any_exposureTRUE,2.124281759830635,3.2743689552112074,pooled,66784,5836,4,A5,chicken_fish
-7.080257186393959e-4,5.7972601635472995e-5,-12.21310927343582,2.6458105125780556e-34,vegan_price_real,-8.216520178449229e-4,-5.943994194338688e-4,pooled,66784,5836,4,A5,chicken_fish
0.002375511336781665,5.966617276790643e-4,3.9813368724387463,6.852874475791894e-5,vegetarian_price_real,0.001206054350530699,0.003544968323032631,pooled,66784,5836,4,A5,chicken_fish
0.0027743373734085545,3.9505078119186004e-4,7.022736077216291,2.1756495328911322e-12,meat_price_real,0.0020000378422725088,0.0035486369045446002,pooled,66784,5836,4,A5,chicken_fish
-0.07527758189917179,0.1580110157458414,-0.476407176701242,0.6337843227871311,weekend,-0.3849791727610209,0.23442400896267734,pooled,66784,5836,4,A5,chicken_fish
-0.07207454602893361,0.3076218959894907,-0.23429589040500517,0.8147552761280653,holiday_window,-0.6750134621683354,0.5308643701104682,pooled,66784,5836,4,A5,chicken_fish
-0.3685450317446993,0.3134722670308198,-1.1756862424721766,0.23972027818730124,month_cat2,-0.9829506751251061,0.2458606116357075,pooled,66784,5836,4,A5,chicken_fish
-0.055954426604675075,0.5500478083163296,-0.10172647860546692,0.9189737842795351,month_cat3,-1.134048130904681,1.022139277695331,pooled,66784,5836,4,A5,chicken_fish
-0.519717827820867,0.84109661507526,-0.6179050283948216,0.5366379441670459,month_cat4,-2.1682671933683766,1.1288315377266427,pooled,66784,5836,4,A5,chicken_fish
-1.0163077018634772,1.0085402161480703,-1.0077017114350415,0.3135976831516619,month_cat5,-2.993046525513695,0.9604311217867405,pooled,66784,5836,4,A5,chicken_fish
-1.4089766378639037,0.8985793182371061,-1.5680047484601911,0.11688002417475206,month_cat6,-3.170192101608632,0.3522388258808242,pooled,66784,5836,4,A5,chicken_fish
-1.9940978984534832,1.4868170181969262,-1.3411858177892932,0.1798601298004387,month_cat7,-4.908259254119459,0.9200634572124922,pooled,66784,5836,4,A5,chicken_fish
-2.5083019827750492,2.176697153240622,-1.1523431172043115,0.24918010558563486,month_cat8,-6.774628403126668,1.7580244375765695,pooled,66784,5836,4,A5,chicken_fish
-2.624303615504204,2.228429476082057,-1.1776471473165748,0.23893730554598883,month_cat9,-6.992025388625036,1.7434181576166279,pooled,66784,5836,4,A5,chicken_fish
-2.8786137542800954,2.4849169679460488,-1.1584345840977792,0.24668673264370827,month_cat10,-7.74905101145435,1.9918235028941598,pooled,66784,5836,4,A5,chicken_fish
-2.9800510244921137,2.759255279166601,-1.0800200499723973,0.28013325188119725,month_cat11,-8.388191371658651,2.428089322674424,pooled,66784,5836,4,A5,chicken_fish
-3.7095577269287867,3.0288115223734398,-1.224756872300162,0.22066683888289754,month_cat12,-9.646028310780729,2.226912856923155,pooled,66784,5836,4,A5,chicken_fish
10.663130892833072,23.0946121176704,0.4617150891516546,0.644285648902565,year_cat2016,-34.602308857800914,55.92857064346706,pooled,66784,5836,4,A5,chicken_fish
7.0967011593333,19.7756394140959,0.3588607685815122,0.7196992495227756,year_cat2017,-31.66355209229466,45.85695441096126,pooled,66784,5836,4,A5,chicken_fish
2.6943223269713927,16.380173443136478,0.16448680084644351,0.8693479366281254,year_cat2018,-29.410817621576104,34.79946227551889,pooled,66784,5836,4,A5,chicken_fish
12.304034734606173,12.802795491768295,0.9610428240080219,0.33653063613264644,year_cat2019,-12.789444429259685,37.39751389847203,pooled,66784,5836,4,A5,chicken_fish
8.584913101270057,9.639787316503963,0.8905707998943203,0.3731594701838903,year_cat2020,-10.30907003907771,27.478896241617825,pooled,66784,5836,4,A5,chicken_fish
4.847141693668119,6.4658093331980675,0.7496573814481263,0.45346108180613054,year_cat2021,-7.825844599400092,17.52012798673633,pooled,66784,5836,4,A5,chicken_fish
1.0581912085997818,3.256327803433694,0.32496458356678737,0.7452078764090999,year_cat2022,-5.324211286130258,7.440593703329822,pooled,66784,5836,4,A5,chicken_fish
0.009225371771724547,0.0090608750750725,1.0181546147904186,0.30860448405002816,date_code,-0.008533943375417552,0.026984686918866643,pooled,66784,5836,4,A5,chicken_fish
0.20607441324646647,0.07434175159165339,2.7719875955895983,0.00557151596429707,day_of_week_cat1,0.06036458012682583,0.3517842463661071,pooled,66784,5836,4,A5,chicken_fish
0.3843494861926864,0.15872837978283244,2.421428900859079,0.015459624914278011,day_of_week_cat2,0.07324186181833481,0.695457110567038,pooled,66784,5836,4,A5,chicken_fish
0.4218864418096337,0.12080547549232107,3.4922791379307196,4.789174754954973e-4,day_of_week_cat3,0.18510770984468441,0.658665173774583,pooled,66784,5836,4,A5,chicken_fish
0.1503877476392686,0.019466426060478877,7.72549348154815,1.1142084337599027e-14,day_of_week_cat4,0.11223355256073,0.1885419427178072,pooled,66784,5836,4,A5,chicken_fish
0.34721349704361065,0.057340250370127514,6.0553188171026555,1.4013982903794463e-9,day_of_week_cat5,0.2348266063181607,0.4596003877690606,pooled,66784,5836,4,A5,chicken_fish
0.0469712160836708,0.0047106962842755175,9.971183292045913,2.0378629802264323e-23,inflation,0.03773825136649079,0.056204180800850816,pooled,66784,5836,4,A5,chicken_fish
-0.001174909901239547,1.0658257904349232e-4,-11.023470362451173,2.944822857387146e-28,any_exposureTRUE:date_code,-0.001383811756164792,-9.660080463143021e-4,pooled,66784,5836,4,A5,chicken_fish
-0.33159057211090814,0.24861216257891847,-1.333766492641523,0.1822803954976017,any_exposureTRUE:gendermale,-0.8188704107655883,0.15568926654377202,pooled,66784,5836,4,A5,chicken_fish
