model_id,term,estimate,std_error,p_value,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_1,-0.47295290059853495,0.5881375891353441,0.4213083302036778,-1.6257025753038092,0.6797967741067394,SRQS8F7JWA9MZ,31899,2041,A5,vegan
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_2,1.6561594402050503,0.5588476525278513,0.0030413655868576483,0.5608180412504618,2.7515008391596387,SRQS8F7JWA9MZ,31899,2041,A5,vegan
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_1:gendermale,0.030393264440101885,0.624068631395738,0.9611569429610693,-1.1927812530955444,1.2535677819757483,SRQS8F7JWA9MZ,31899,2041,A5,vegan
SRQS8F7JWA9MZ,exposure_SRQS8F7JWA9MZ_2:gendermale,-1.6079036654159427,0.473445604956687,6.833489833430917e-4,-2.535857051131049,-0.6799502797008361,SRQS8F7JWA9MZ,31899,2041,A5,vegan
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1,0.04987055811091766,0.22087816911483193,0.8213701206554154,-0.3830506533541529,0.48279176957598824,2HRX9P6HKXA8V,13271,1964,A5,vegan
2HRX9P6HKXA8V,exposure_2HRX9P6HKXA8V_1:gendermale,0.03442877637602683,0.13799897050601775,0.8029850639084539,-0.236049205815768,0.3049067585678216,2HRX9P6HKXA8V,13271,1964,A5,vegan
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1,-0.08518081552982293,0.2624072229145922,0.7454739302940255,-0.5994989724424236,0.4291373413827777,L69HYJ4Y3TR91,4965,472,A5,vegan
L69HYJ4Y3TR91,exposure_L69HYJ4Y3TR91_1:gendermale,-0.09542564473511561,0.2612024043716781,0.7148634572274604,-0.6073823573036047,0.41653106783337346,L69HYJ4Y3TR91,4965,472,A5,vegan
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1,0.4240791527157919,0.3545129877177903,0.23160672715623418,-0.2707663032110771,1.118924608642661,ED5J990H5VAZT,16649,1359,A5,vegan
ED5J990H5VAZT,exposure_ED5J990H5VAZT_1:gendermale,0.20713733938463139,0.33436511853760476,0.5355906687673789,-0.4482182929490739,0.8624929717183367,ED5J990H5VAZT,16649,1359,A5,vegan
pooled,any_exposureTRUE:gendermale,-0.05094278506578742,0.10524340662498724,0.6283523127375665,-0.2572198620507624,0.15533429191918757,pooled,66784,5836,A5,vegan
