estimate,std_error,t_value,p_value,term,ci_lower,ci_upper,location_id,n_obs,n_customers,n_restaurants,analysis,outcome_name
-0.4533895235081468,0.33092665938851346,-1.3700604367926124,0.17066803651257448,any_exposureTRUE,-1.1020057759096331,0.19522672889333953,pooled,66784,5836,4,A5,vegan
-0.0010494733455284132,1.1001761284213354e-4,-9.539139401564032,1.4402247868350606e-21,vegan_price_real,-0.0012651078666989948,-8.338388243578314e-4,pooled,66784,5836,4,A5,vegan
5.879680916551292e-5,3.071538262552039e-4,0.19142463527919917,0.848192920764752,vegetarian_price_real,-5.432246902946868e-4,6.608183086257125e-4,pooled,66784,5836,4,A5,vegan
-0.0010503231597814575,3.620039906062848e-4,-2.901413208242193,0.003714836699167399,meat_price_real,-0.0017598509813697757,-3.4079533819313937e-4,pooled,66784,5836,4,A5,vegan
0.05377355240799931,0.15179210986894195,0.3542578889932267,0.7231456236626604,weekend,-0.2437389829351269,0.3512860877511255,pooled,66784,5836,4,A5,vegan
-0.1025243840338523,0.23128832593061613,-0.4432752220473439,0.6575666756807284,holiday_window,-0.55584950285786,0.3508007347901553,pooled,66784,5836,4,A5,vegan
0.24645461225771056,0.1314979267256342,1.8742091103225484,0.060901608944303125,month_cat2,-0.01128132412453245,0.5041905486399536,pooled,66784,5836,4,A5,vegan
0.0335557884821467,0.31655017176951483,0.10600464468103084,0.9155786670303006,month_cat3,-0.5868825481861024,0.6539941251503958,pooled,66784,5836,4,A5,vegan
0.28756134613297013,0.39314102426727376,0.731445787599805,0.4645069064693115,month_cat4,-0.48299506143088644,1.0581177536968267,pooled,66784,5836,4,A5,vegan
0.3414022217823832,0.6616555948145136,0.5159817652234783,0.6058671450061527,month_cat5,-0.9554427440540635,1.63824718761883,pooled,66784,5836,4,A5,vegan
0.20572114127830007,0.8260893454021937,0.24903013508562047,0.8033374711325649,month_cat6,-1.4134139757099997,1.8248562582665997,pooled,66784,5836,4,A5,vegan
0.24692056950368835,0.9611269404841473,0.2569073439761322,0.7972503011465425,month_cat7,-1.6368882338452404,2.130729372852617,pooled,66784,5836,4,A5,vegan
0.33835203367764394,1.059400017378391,0.3193808081247115,0.7494377622733184,month_cat8,-1.7380720003840027,2.4147760677392904,pooled,66784,5836,4,A5,vegan
0.1497165915365278,1.2823341822134835,0.11675317839386966,0.9070556481326838,month_cat9,-2.3636584056018997,2.6630915886749555,pooled,66784,5836,4,A5,vegan
0.07562017948879149,1.4239188936778502,0.05310708343329274,0.9576465876557604,month_cat10,-2.7152608521197945,2.8665012110973778,pooled,66784,5836,4,A5,vegan
0.11345533898270209,1.446412492254565,0.07843913101570077,0.9374787473537145,month_cat11,-2.721513145836245,2.948423823801649,pooled,66784,5836,4,A5,vegan
0.11546311475138725,1.7729335727467856,0.0651254601561307,0.9480741091860383,month_cat12,-3.359486687832313,3.590412917335087,pooled,66784,5836,4,A5,vegan
3.348449737690534,12.881629483838926,0.2599399200148896,0.7949101176605726,year_cat2016,-21.89954405063376,28.596443526014827,pooled,66784,5836,4,A5,vegan
2.5680153960325565,11.0209563255333,0.2330120290997788,0.8157520649725577,year_cat2017,-19.03305900201271,24.169089794077824,pooled,66784,5836,4,A5,vegan
1.8971879261688331,9.15934071590732,0.20713149395937705,0.8359071667830115,year_cat2018,-16.055119877009513,19.84949572934718,pooled,66784,5836,4,A5,vegan
2.078712056479822,7.3147187761042085,0.2841820882124106,0.7762708413766218,year_cat2019,-12.258136744684425,16.41556085764407,pooled,66784,5836,4,A5,vegan
2.0303812303882176,5.3474760100996805,0.3796896379812595,0.7041758128685045,year_cat2020,-8.450671749407157,12.511434210183591,pooled,66784,5836,4,A5,vegan
1.6131818261591468,3.4715522218325945,0.46468603180267465,0.6421563127360108,year_cat2021,-5.191060528632738,8.417424180951032,pooled,66784,5836,4,A5,vegan
1.5066583990153064,1.525247794771861,0.9878122126645428,0.32324462528872117,year_cat2022,-1.482827278737541,4.496144076768154,pooled,66784,5836,4,A5,vegan
-4.879483928179735e-4,0.004901272083377204,-0.09955545917821285,0.9206972565022049,date_code,-0.010094441676237293,0.009118544890601347,pooled,66784,5836,4,A5,vegan
0.05180623851176333,0.03202280335770349,1.6177921068643946,0.10570740800955156,day_of_week_cat1,-0.010958456069335501,0.11457093309286216,pooled,66784,5836,4,A5,vegan
-0.027877014032773505,0.1173426156453667,-0.2375693935187496,0.8122150913642596,day_of_week_cat2,-0.2578685406976922,0.20211451263214522,pooled,66784,5836,4,A5,vegan
0.060518595107668736,0.13064824200164374,0.46321782965060737,0.643208237407116,day_of_week_cat3,-0.195551959215553,0.31658914943089045,pooled,66784,5836,4,A5,vegan
0.009156517275045224,0.07974752732367386,0.1148188236342598,0.9085887286294714,day_of_week_cat4,-0.14714863627935557,0.165461670829446,pooled,66784,5836,4,A5,vegan
-0.03544401119892449,0.05371624802258587,-0.6598378052022822,0.5093579197929786,day_of_week_cat5,-0.1407278573231928,0.06983983492534382,pooled,66784,5836,4,A5,vegan
0.015655354773169598,0.017763283578819383,0.8813322550250089,0.3781380128929162,inflation,-0.01916068104131639,0.05047139058765558,pooled,66784,5836,4,A5,vegan
3.086111237068637e-4,1.5372033910762036e-4,2.0076141224929485,0.04468431266611578,any_exposureTRUE:date_code,7.319259055927794e-6,6.099029883577995e-4,pooled,66784,5836,4,A5,vegan
0.005952066186244466,0.1468036715515914,0.04054439594961168,0.9676591132712722,any_exposureTRUE:gendermale,-0.2817831300548747,0.2936872624273636,pooled,66784,5836,4,A5,vegan
