estimate,std_error,t_value,p_value,term,ci_lower,ci_upper,location_id,n_obs,n_customers,analysis,outcome_name
-8.366323946378408,11.402695561579407,-0.7337145766276667,0.463122712625955,exposure_SRQS8F7JWA9MZ_1,-30.715607247074043,13.982959354317227,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
3.451996787989213,9.962372974864431,0.3465034682699368,0.7289643781670141,exposure_SRQS8F7JWA9MZ_2,-16.074254242745074,22.9782478187235,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.0015763814951250288,0.0017327208054246097,-0.9097723592801962,0.3629425744894344,vegan_price_real,-0.004972514273757264,0.0018197512835072063,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.0016607794558855084,0.0012430669353364337,-1.3360338117560995,0.1815382220205392,vegetarian_price_real,-0.004097190649144919,7.756317373739017e-4,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.0018441135388541784,0.0017380154824942968,1.0610455185402698,0.28866921544895136,meat_price_real,-0.0015623968068346431,0.005250623884543,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.14167480827558163,0.08827723724475672,-1.6048849363372717,0.1085191292159535,weekend,-0.3146981932753048,0.03134857672414154,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.12105181258787474,0.08664070516357357,1.3971702141543587,0.16236239143714784,holiday_window,-0.04876396953272945,0.29086759470847895,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.04949763686850583,0.11253826403970106,0.4398293975020277,0.6600606741893947,month_cat2,-0.17107736064930823,0.2700726343863199,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.10676144405049497,0.16932018473251542,-0.6305299289576846,0.528347927642292,month_cat3,-0.4386290061262252,0.22510611802523522,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.2603399149924218,0.25826840707347226,-1.0080207561676726,0.3134444979228839,month_cat4,-0.7665459928564274,0.2458661628715838,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.27229342203021156,0.3473737783524681,-0.783862913665075,0.4331205530199236,month_cat5,-0.9531460276010489,0.4085591835406258,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.2649725678636078,0.46604714104883704,-0.5685531452189325,0.5696594297830322,month_cat6,-1.1784249643193285,0.6484798285921128,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.12888299568696615,0.561454983366797,-0.2295517886654276,0.8184400734885813,month_cat7,-1.2293347630858882,0.9715687717119559,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.20268431072317736,0.6425223498615512,-0.3154509890073881,0.7524192578353371,month_cat8,-1.4620281164518176,1.056659495005463,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.028971435573368592,0.7183838364026186,0.04032862949484784,0.9678311293037292,month_cat9,-1.3790608837757639,1.437003754922501,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.0853424438339783,0.8366849338864816,0.10200069390224882,0.9187561243036066,month_cat10,-1.5545600265835255,1.725244914251482,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.02406924068231209,0.8984433149097859,0.026789937977031886,0.9786272786702848,month_cat11,-1.7368796565408682,1.7850181379054926,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.10314381372658131,0.9854802721348949,0.10466349925314664,0.9166428262109936,month_cat12,-1.8283975196578126,2.034685147110975,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.04017032300624376,2.113915624831362,-0.019002803392140288,0.9848388690308463,year_cat2020,-4.183444947675714,4.103104301663226,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.2766301576745696,1.092089255198086,-0.25330361630963366,0.8000336018062786,year_cat2021,-2.4171250978628183,1.863864782513679,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.0018075527152375847,0.0032751402640327216,0.5519008559993465,0.5810162818839741,date_code,-0.004611722202266549,0.00822682763274172,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.07666535697034826,0.08439110406452466,-0.908453062916805,0.36363890156732726,day_of_week_cat1,-0.2420719209368166,0.08874120699612006,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.007276041064608716,0.08700635289775638,-0.08362654935276966,0.9333533575380708,day_of_week_cat2,-0.1778084927442112,0.16325641061499377,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.11253227956128706,0.0851491029268306,-1.3215908998828452,0.18630441529518077,day_of_week_cat3,-0.27942452129787504,0.054359962175300924,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.17126922577392995,0.08062416658992562,-2.1242914254859517,0.03364578228076368,day_of_week_cat4,-0.32929259229018415,-0.01324585925767574,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.12232216950529927,0.10457849354201276,-1.1696684983911942,0.2421343999402654,day_of_week_cat5,-0.32729601684764426,0.08265167783704573,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.07301929850206466,0.04295218106898176,-1.7000137521490406,0.08912833879346488,inflation,-0.1572055733972689,0.011166976393139572,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.005162153600244685,0.004699616924476234,-1.0984200804451738,0.27202109795166945,precip,-0.014373402772218102,0.004049095571728733,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.00441986362398247,0.00597061581842028,0.7402693052777743,0.4591366019423254,temp,-0.007282543380121278,0.01612227062808622,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.0034440212597849364,0.004714975795277698,0.7304430413480191,0.4651194172393662,exposure_SRQS8F7JWA9MZ_1:date_code,-0.00579733129895935,0.012685373818529223,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.0013972266982970414,0.004066086115111568,-0.343629391690516,0.7311250179129065,exposure_SRQS8F7JWA9MZ_2:date_code,-0.009366755483915714,0.006572302087321631,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
0.2099933777237733,0.1839057142582254,1.141853468614454,0.25351493288536076,exposure_SRQS8F7JWA9MZ_1:gendermale,-0.1504618222223485,0.5704485776698951,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
-0.27334720255167805,0.15780558037180492,-1.7321770365005225,0.0832420463170782,exposure_SRQS8F7JWA9MZ_2:gendermale,-0.5826461400804157,0.03595173497705961,SRQS8F7JWA9MZ,31899,2041,A5,vegetarian
