"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_simple/proportion/nonvegan/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0670004997793333,0.011768605,0.1209177,1.00645013183405,443.023197393394
"model_fits/finalized_simple/proportion/nonvegan/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0163119326946667,-1.6801255,1.608641,1.00004297036126,2471.00623450124
