"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_simple/proportion/vegetarian/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.274408866332,-0.063980135,0.6107686,1.00078324009487,110.962835998583
"model_fits/finalized_simple/proportion/vegetarian/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0215179026933333,-1.7297175,1.6560145,1.00101060727369,619.162784607663
