"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_zi2/its/vegan","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.160773689200667,-0.010446075,0.2935786,1.34835077081548,4.93140032792301
"model_fits/finalized_redone_zi2/its/vegan","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.16919585289,-0.59297715,0.4715062,1.40508155822239,4.47864267383001
