path,height,y_lo,y_hi,y_span,px_per_y_unit,n_points,status
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_log/A3_its_forest_restaurants_log.html,,-0.9090,6.6570,7.5660,52.8681,220,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_log/A4_its_targeted_forest_restaurants_log.html,,-0.1813,3.4658,3.6470,109.6792,56,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt/A1_proportion_forest_restaurants.html,,0.8262,4.2163,3.3900,117.9941,56,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt/A2_proportion_targeted_forest_restaurants.html,,0.5770,1.1165,0.5395,741.4272,12,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt/A3_its_forest_restaurants.html,,3.1870,4.1490,0.9620,415.8004,36,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt/A4_its_targeted_forest_restaurants.html,,2.4438,3.1508,0.7070,565.7709,20,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt_log/A1_proportion_forest_restaurants_log.html,,0.8262,4.2163,3.3900,117.9941,56,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt_log/A2_proportion_targeted_forest_restaurants_log.html,,0.5770,1.1165,0.5395,741.4272,12,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt_log/A3_its_forest_restaurants_log.html,,3.1870,4.1490,0.9620,415.8004,36,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_opt_log/A4_its_targeted_forest_restaurants_log.html,,2.4438,3.1508,0.7070,565.7709,20,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone/A1_proportion_forest_restaurants.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone/A2_proportion_targeted_forest_restaurants.html,,-0.5830,5.5465,6.1295,65.2582,76,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone/A3_its_forest_restaurants.html,,-0.8130,6.6490,7.4620,53.6049,188,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone/A4_its_targeted_forest_restaurants.html,,-0.0563,3.4508,3.5070,114.0576,44,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone2/A2_proportion_targeted_forest_restaurants.html,,0.5770,1.1165,0.5395,741.4272,12,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone2/A4_its_targeted_forest_restaurants.html,,0.5687,1.1358,0.5670,705.4674,16,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone2_log/A2_proportion_targeted_forest_restaurants_log.html,,0.5770,1.1165,0.5395,741.4272,12,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone2_log/A4_its_targeted_forest_restaurants_log.html,,0.5687,1.1358,0.5670,705.4674,16,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone3/A1_proportion_forest_restaurants.html,,5.1262,6.1162,0.9900,404.0404,84,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone3/A2_proportion_targeted_forest_restaurants.html,,-0.2230,5.5165,5.7395,69.6925,28,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone3_log/A1_proportion_forest_restaurants_log.html,,5.1262,6.1162,0.9900,404.0404,84,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone3_log/A2_proportion_targeted_forest_restaurants_log.html,,-0.2230,5.5165,5.7395,69.6925,28,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone4/A1_proportion_forest_restaurants.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone4/A2_proportion_targeted_forest_restaurants.html,,-0.2230,5.5165,5.7395,69.6925,68,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone4_log/A1_proportion_forest_restaurants_log.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone4_log/A2_proportion_targeted_forest_restaurants_log.html,,-0.2230,5.5165,5.7395,69.6925,68,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone_log/A1_proportion_forest_restaurants_log.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone_log/A2_proportion_targeted_forest_restaurants_log.html,,-0.5830,5.5465,6.1295,65.2582,76,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone_log/A3_its_forest_restaurants_log.html,,-0.8130,6.6490,7.4620,53.6049,188,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_redone_log/A4_its_targeted_forest_restaurants_log.html,,-0.0563,3.4508,3.5070,114.0576,44,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored/A1_proportion_forest_restaurants.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored/A2_proportion_targeted_forest_restaurants.html,,-0.4230,6.6165,7.0395,56.8222,72,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored/A3_its_forest_restaurants.html,,-0.8130,6.6490,7.4620,53.6049,188,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored/A4_its_targeted_forest_restaurants.html,,-0.1813,4.5857,4.7670,83.9102,44,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored_log/A1_proportion_forest_restaurants_log.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored_log/A2_proportion_targeted_forest_restaurants_log.html,,-0.4230,6.6165,7.0395,56.8222,72,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored_log/A3_its_forest_restaurants_log.html,,-0.8130,6.6490,7.4620,53.6049,188,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_simple_recolored_log/A4_its_targeted_forest_restaurants_log.html,,-0.1813,4.5857,4.7670,83.9102,44,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi/A1_proportion_forest_restaurants.html,,-0.7618,6.3723,7.1340,56.0695,416,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi/A2_proportion_targeted_forest_restaurants.html,,-0.2230,5.5165,5.7395,69.6925,60,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi/A3_its_forest_restaurants.html,,-0.8130,6.6490,7.4620,53.6049,156,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi/A4_its_targeted_forest_restaurants.html,,0.0687,3.4358,3.3670,118.8001,40,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_log/A1_proportion_forest_restaurants_log.html,,-0.7618,6.3723,7.1340,56.0695,416,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_log/A2_proportion_targeted_forest_restaurants_log.html,,-0.2230,5.5165,5.7395,69.6925,60,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_log/A3_its_forest_restaurants_log.html,,-0.8130,6.6490,7.4620,53.6049,156,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_log/A4_its_targeted_forest_restaurants_log.html,,0.0687,3.4358,3.3670,118.8001,40,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored/A1_proportion_forest_restaurants.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored/A2_proportion_targeted_forest_restaurants.html,,-0.4230,6.6165,7.0395,56.8222,64,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored/A3_its_forest_restaurants.html,,-0.8130,6.6490,7.4620,53.6049,188,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored/A4_its_targeted_forest_restaurants.html,,-0.1813,4.5857,4.7670,83.9102,44,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored_log/A1_proportion_forest_restaurants_log.html,,-0.7618,6.3723,7.1340,56.0695,500,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored_log/A2_proportion_targeted_forest_restaurants_log.html,,-0.4230,6.6165,7.0395,56.8222,64,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored_log/A3_its_forest_restaurants_log.html,,-0.8130,6.6490,7.4620,53.6049,188,NO_HEIGHT
/home/godli/testing/forest_plots/z_precursors/forest_plots_restaurants_zi_recolored_log/A4_its_targeted_forest_restaurants_log.html,,-0.1813,4.5857,4.7670,83.9102,44,NO_HEIGHT
/home/godli/testing/present/base/grid_both.html,,,,,,,NO_JSON
/home/godli/testing/present/base/grid_both_sorted.html,,,,,,,NO_JSON
/home/godli/testing/present/base/t1/A1_proportion_forest_restaurants.html,1447.0000,-1.7106,24.2363,25.9469,55.7678,500,OK
/home/godli/testing/present/base/t1/A2_proportion_targeted_forest_restaurants.html,814.0000,-0.4358,12.5787,13.0146,62.5453,68,OK
/home/godli/testing/present/base/t1/A3_its_forest_restaurants.html,1658.0000,-3.1930,29.5317,32.7246,50.6652,188,OK
/home/godli/testing/present/base/t1/A4_its_targeted_forest_restaurants.html,700.0000,-0.7764,8.7593,9.5357,73.4085,40,OK
/home/godli/testing/present/base/t1/A5_gaussian_iid_day_forest_restaurants.html,2325.0000,1.6880,40.9314,39.2435,59.2455,294,OK
/home/godli/testing/present/base/t1/A6_gaussian_iid_day_targeted_forest_restaurants.html,895.0000,4.8047,13.5834,8.7787,101.9515,62,OK
/home/godli/testing/present/base/t1/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/base/t1_sorted/A1_proportion_forest_restaurants.html,1447.0000,-1.7106,24.2363,25.9469,55.7678,500,OK
/home/godli/testing/present/base/t1_sorted/A2_proportion_targeted_forest_restaurants.html,814.0000,-0.4358,12.5787,13.0146,62.5453,68,OK
/home/godli/testing/present/base/t1_sorted/A3_its_forest_restaurants.html,1658.0000,-3.1930,29.5317,32.7246,50.6652,188,OK
/home/godli/testing/present/base/t1_sorted/A4_its_targeted_forest_restaurants.html,700.0000,-0.7764,8.7593,9.5357,73.4085,40,OK
/home/godli/testing/present/base/t1_sorted/A5_gaussian_iid_day_forest_restaurants.html,2325.0000,1.6880,40.9314,39.2435,59.2455,294,OK
/home/godli/testing/present/base/t1_sorted/A6_gaussian_iid_day_targeted_forest_restaurants.html,895.0000,4.8047,13.5834,8.7787,101.9515,62,OK
/home/godli/testing/present/base/t1_sorted/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/base/t2/A1_proportion_forest_restaurants.html,3600.0000,-6.2932,113.5328,119.8260,30.0436,1364,OK
/home/godli/testing/present/base/t2/A2_proportion_targeted_forest_restaurants.html,3600.0000,-7.5240,79.0170,86.5410,41.5988,204,OK
/home/godli/testing/present/base/t2/A3_its_forest_restaurants.html,3600.0000,-11.5290,148.0883,159.6173,22.5540,516,CRAMPED
/home/godli/testing/present/base/t2/A4_its_targeted_forest_restaurants.html,2930.0000,-6.5437,57.1212,63.6650,46.0221,152,OK
/home/godli/testing/present/base/t2/A5_gaussian_iid_day_forest_restaurants.html,3600.0000,0.4275,157.7094,157.2819,22.8888,1254,CRAMPED
/home/godli/testing/present/base/t2/A6_gaussian_iid_day_targeted_forest_restaurants.html,3040.0000,3.6631,54.6459,50.9828,59.6280,314,OK
/home/godli/testing/present/base/t2/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/base/t2/z_A5_transaction_gaussian_iid_forest_restaurants.html,3600.0000,-31.3500,329.2375,360.5875,9.9837,1242,CRAMPED
/home/godli/testing/present/base/t2_sorted/A1_proportion_forest_restaurants.html,3600.0000,-6.2932,113.5328,119.8260,30.0436,1364,OK
/home/godli/testing/present/base/t2_sorted/A2_proportion_targeted_forest_restaurants.html,3600.0000,-7.5240,79.0170,86.5410,41.5988,204,OK
/home/godli/testing/present/base/t2_sorted/A3_its_forest_restaurants.html,3600.0000,-11.5290,148.0883,159.6173,22.5540,516,CRAMPED
/home/godli/testing/present/base/t2_sorted/A4_its_targeted_forest_restaurants.html,2930.0000,-6.5437,57.1212,63.6650,46.0221,152,OK
/home/godli/testing/present/base/t2_sorted/A5_gaussian_iid_day_forest_restaurants.html,3600.0000,0.4275,157.7094,157.2819,22.8888,1254,CRAMPED
/home/godli/testing/present/base/t2_sorted/A6_gaussian_iid_day_targeted_forest_restaurants.html,3040.0000,3.6631,54.6459,50.9828,59.6280,314,OK
/home/godli/testing/present/base/t2_sorted/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/base/t2_sorted/z_A5_transaction_gaussian_iid_forest_restaurants.html,3600.0000,-31.3500,329.2375,360.5875,9.9837,1242,CRAMPED
/home/godli/testing/present/total_adjusted/grid_both.html,,,,,,,NO_JSON
/home/godli/testing/present/total_adjusted/grid_both_sorted.html,,,,,,,NO_JSON
/home/godli/testing/present/total_adjusted/t1/A1_proportion_forest_restaurants.html,1236.0000,1.1760,19.7296,18.5536,66.6178,416,OK
/home/godli/testing/present/total_adjusted/t1/A2_proportion_targeted_forest_restaurants.html,708.0000,-0.0576,10.4984,10.5560,67.0709,64,OK
/home/godli/testing/present/total_adjusted/t1/A3_its_forest_restaurants.html,1412.0000,-2.3104,24.6776,26.9880,52.3195,156,OK
/home/godli/testing/present/total_adjusted/t1/A4_its_targeted_forest_restaurants.html,700.0000,-0.3036,6.5844,6.8880,101.6260,36,OK
/home/godli/testing/present/total_adjusted/t1/A5_gaussian_iid_day_forest_restaurants_adj.html,1060.0000,0.0342,16.8396,16.8054,63.0751,246,OK
/home/godli/testing/present/total_adjusted/t1/A5_gaussian_iid_forest_restaurants_adj.html,3600.0000,-5.5040,70.4160,75.9200,47.4183,238,OK
/home/godli/testing/present/total_adjusted/t1/A6_gaussian_iid_day_targeted_forest_restaurants_adj.html,700.0000,1.6593,6.2951,4.6358,150.9979,62,OK
/home/godli/testing/present/total_adjusted/t1/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/total_adjusted/t1_sorted/A1_proportion_forest_restaurants.html,1236.0000,1.1760,19.7296,18.5536,66.6178,416,OK
/home/godli/testing/present/total_adjusted/t1_sorted/A2_proportion_targeted_forest_restaurants.html,708.0000,-0.0576,10.4984,10.5560,67.0709,64,OK
/home/godli/testing/present/total_adjusted/t1_sorted/A3_its_forest_restaurants.html,1412.0000,-2.3104,24.6776,26.9880,52.3195,156,OK
/home/godli/testing/present/total_adjusted/t1_sorted/A4_its_targeted_forest_restaurants.html,700.0000,0.0964,6.5364,6.4400,108.6957,36,OK
/home/godli/testing/present/total_adjusted/t1_sorted/A5_gaussian_iid_day_forest_restaurants_adj.html,1060.0000,0.0342,16.8396,16.8054,63.0751,246,OK
/home/godli/testing/present/total_adjusted/t1_sorted/A5_gaussian_iid_forest_restaurants_adj.html,3600.0000,-5.5040,70.4160,75.9200,47.4183,238,OK
/home/godli/testing/present/total_adjusted/t1_sorted/A6_gaussian_iid_day_targeted_forest_restaurants_adj.html,700.0000,1.6593,6.2951,4.6358,150.9979,62,OK
/home/godli/testing/present/total_adjusted/t1_sorted/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/total_adjusted/t2/A1_proportion_forest_restaurants.html,3600.0000,-6.8682,113.5578,120.4260,29.8939,1148,CRAMPED
/home/godli/testing/present/total_adjusted/t2/A2_proportion_targeted_forest_restaurants.html,3600.0000,-8.1240,79.0670,87.1910,41.2887,202,OK
/home/godli/testing/present/total_adjusted/t2/A3_its_forest_restaurants.html,2490.0000,-4.9890,46.1433,51.1322,48.6973,120,OK
/home/godli/testing/present/total_adjusted/t2/A4_its_targeted_forest_restaurants.html,1170.0000,-3.3381,20.6614,23.9995,48.7510,52,OK
/home/godli/testing/present/total_adjusted/t2/A5_gaussian_iid_day_forest_restaurants_adj.html,3600.0000,0.4275,157.7094,157.2819,22.8888,1054,CRAMPED
/home/godli/testing/present/total_adjusted/t2/A5_gaussian_iid_forest_restaurants_adj.html,3600.0000,-62.7000,658.4750,721.1750,4.9919,1044,CRAMPED
/home/godli/testing/present/total_adjusted/t2/A6_gaussian_iid_day_targeted_forest_restaurants_adj.html,3600.0000,2.1231,81.9209,79.7978,45.1140,334,OK
/home/godli/testing/present/total_adjusted/t2/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/total_adjusted/t2/z_A5_transaction_gaussian_iid_forest_restaurants_adj.html,,-9.6450,7.3850,17.0300,23.4880,1044,NO_HEIGHT
/home/godli/testing/present/total_adjusted/t2_sorted/A1_proportion_forest_restaurants.html,3600.0000,-6.8682,113.5578,120.4260,29.8939,1148,CRAMPED
/home/godli/testing/present/total_adjusted/t2_sorted/A2_proportion_targeted_forest_restaurants.html,3600.0000,-8.1240,79.0670,87.1910,41.2887,202,OK
/home/godli/testing/present/total_adjusted/t2_sorted/A3_its_forest_restaurants.html,2490.0000,-4.9890,46.1433,51.1322,48.6973,120,OK
/home/godli/testing/present/total_adjusted/t2_sorted/A4_its_targeted_forest_restaurants.html,1170.0000,-3.3381,20.6614,23.9995,48.7510,52,OK
/home/godli/testing/present/total_adjusted/t2_sorted/A5_gaussian_iid_day_forest_restaurants_adj.html,3600.0000,0.4275,157.7094,157.2819,22.8888,1054,CRAMPED
/home/godli/testing/present/total_adjusted/t2_sorted/A5_gaussian_iid_forest_restaurants_adj.html,3600.0000,-62.7000,658.4750,721.1750,4.9919,1044,CRAMPED
/home/godli/testing/present/total_adjusted/t2_sorted/A6_gaussian_iid_day_targeted_forest_restaurants_adj.html,3600.0000,2.1231,81.9209,79.7978,45.1140,334,OK
/home/godli/testing/present/total_adjusted/t2_sorted/grid.html,,,,,,,NO_JSON
/home/godli/testing/present/total_adjusted/t2_sorted/z_A5_transaction_gaussian_iid_forest_restaurants_adj.html,,-9.6450,7.3850,17.0300,23.4880,1044,NO_HEIGHT
/home/godli/testing/present/z_log_and_overlay/t1/A1_proportion_forest_restaurants_log.html,1447.0000,-1.7106,24.2363,25.9469,55.7678,500,OK
/home/godli/testing/present/z_log_and_overlay/t1/A2_proportion_targeted_forest_restaurants_log.html,814.0000,-0.4358,12.5787,13.0146,62.5453,68,OK
/home/godli/testing/present/z_log_and_overlay/t1/A3_its_forest_restaurants_log.html,1658.0000,-3.1930,29.5317,32.7246,50.6652,188,OK
/home/godli/testing/present/z_log_and_overlay/t1/A4_its_targeted_forest_restaurants_log.html,700.0000,-0.7764,8.7593,9.5357,73.4085,40,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj/A1_proportion_forest_restaurants_log.html,1236.0000,1.1760,19.7296,18.5536,66.6178,416,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj/A2_proportion_targeted_forest_restaurants_log.html,708.0000,-0.0576,10.4984,10.5560,67.0709,64,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj/A3_its_forest_restaurants_log.html,1412.0000,-2.3104,24.6776,26.9880,52.3195,156,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj/A4_its_targeted_forest_restaurants_log.html,700.0000,-0.3036,6.5844,6.8880,101.6260,36,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj_sorted/A1_proportion_forest_restaurants_log.html,1236.0000,2.1552,19.7104,17.5552,70.4065,416,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj_sorted/A2_proportion_targeted_forest_restaurants_log.html,708.0000,-0.0576,10.4984,10.5560,67.0709,64,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj_sorted/A3_its_forest_restaurants_log.html,1412.0000,-2.3104,24.6776,26.9880,52.3195,156,OK
/home/godli/testing/present/z_log_and_overlay/t1_adj_sorted/A4_its_targeted_forest_restaurants_log.html,700.0000,0.0964,6.5364,6.4400,108.6957,36,OK
/home/godli/testing/present/z_log_and_overlay/t1_sorted/A1_proportion_forest_restaurants_log.html,1447.0000,-1.7106,24.2363,25.9469,55.7678,500,OK
/home/godli/testing/present/z_log_and_overlay/t1_sorted/A2_proportion_targeted_forest_restaurants_log.html,814.0000,-0.4358,12.5787,13.0146,62.5453,68,OK
/home/godli/testing/present/z_log_and_overlay/t1_sorted/A3_its_forest_restaurants_log.html,1658.0000,-3.1930,29.5317,32.7246,50.6652,188,OK
/home/godli/testing/present/z_log_and_overlay/t1_sorted/A4_its_targeted_forest_restaurants_log.html,700.0000,-0.7764,8.7593,9.5357,73.4085,40,OK
/home/godli/testing/present/z_log_and_overlay/t2/A1_proportion_forest_restaurants_log.html,3600.0000,-6.2932,113.5328,119.8260,30.0436,1364,OK
/home/godli/testing/present/z_log_and_overlay/t2/A2_proportion_targeted_forest_restaurants_log.html,3600.0000,-7.5240,79.0170,86.5410,41.5988,204,OK
/home/godli/testing/present/z_log_and_overlay/t2/A3_its_forest_restaurants_log.html,3600.0000,-11.5290,148.0883,159.6173,22.5540,516,CRAMPED
/home/godli/testing/present/z_log_and_overlay/t2/A4_its_targeted_forest_restaurants_log.html,2930.0000,-6.5437,57.1212,63.6650,46.0221,152,OK
/home/godli/testing/present/z_log_and_overlay/t2_adj/A1_proportion_forest_restaurants_log.html,3600.0000,-6.8682,113.5578,120.4260,29.8939,1148,CRAMPED
/home/godli/testing/present/z_log_and_overlay/t2_adj/A2_proportion_targeted_forest_restaurants_log.html,3600.0000,-8.1240,79.0670,87.1910,41.2887,202,OK
/home/godli/testing/present/z_log_and_overlay/t2_adj/A3_its_forest_restaurants_log.html,2490.0000,-4.9890,46.1433,51.1322,48.6973,120,OK
/home/godli/testing/present/z_log_and_overlay/t2_adj/A4_its_targeted_forest_restaurants_log.html,1170.0000,-3.3381,20.6614,23.9995,48.7510,52,OK
/home/godli/testing/present/z_log_and_overlay/t2_adj_sorted/A1_proportion_forest_restaurants_log.html,3600.0000,-3.4182,113.4078,116.8260,30.8151,1148,OK
/home/godli/testing/present/z_log_and_overlay/t2_adj_sorted/A2_proportion_targeted_forest_restaurants_log.html,3600.0000,-8.1240,79.0670,87.1910,41.2887,202,OK
/home/godli/testing/present/z_log_and_overlay/t2_adj_sorted/A3_its_forest_restaurants_log.html,2490.0000,-4.9890,46.1433,51.1322,48.6973,120,OK
/home/godli/testing/present/z_log_and_overlay/t2_adj_sorted/A4_its_targeted_forest_restaurants_log.html,1170.0000,-3.3381,20.6614,23.9995,48.7510,52,OK
/home/godli/testing/present/z_log_and_overlay/t2_sorted/A1_proportion_forest_restaurants_log.html,3600.0000,-6.2932,113.5328,119.8260,30.0436,1364,OK
/home/godli/testing/present/z_log_and_overlay/t2_sorted/A2_proportion_targeted_forest_restaurants_log.html,3600.0000,-7.5240,79.0170,86.5410,41.5988,204,OK
/home/godli/testing/present/z_log_and_overlay/t2_sorted/A3_its_forest_restaurants_log.html,3600.0000,-11.5290,148.0883,159.6173,22.5540,516,CRAMPED
/home/godli/testing/present/z_log_and_overlay/t2_sorted/A4_its_targeted_forest_restaurants_log.html,2930.0000,-6.5437,57.1212,63.6650,46.0221,152,OK
