outcome,effect_type,mean,q2.5,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Nonvegan,Level change,0.9365652083970116,0.5762107561366102,1.5222804854614322,0.9365652083970116,1.00106356145795,1279.60284792116,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7309826546627537,1.1999660785171735
Nonvegan,Slope change,0.993512605860004,0.5968560106207559,1.6537779304193376,0.993512605860004,1.00038859036906,1582.7839629192,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.7660608617454828,1.2884972295199704
Meat,Level change,0.8092104787474392,0.5378730768637816,1.217427729851769,0.8092104787474392,1.69921625850374,696.747937932313,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/meat/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.656992837406545,0.9966951869666401
Meat,Slope change,0.8504685628973779,0.49660231011586137,1.456490962170476,0.8504685628973779,1.25259089992189,20.111373835968,Pooled,POOLED,../../model_fits/finalized_redone_trunc_cp/t2_a3_its/meat/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6463225688692279,1.119095651792221
Chicken & fish,Level change,0.85613596535283,0.5524416599693754,1.3267804444930074,0.85613596535283,1.13349842644907,18.8462203546077,Pooled,POOLED,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.6846572172587801,1.0705631558304038
Chicken & fish,Slope change,1.2227964020288982,0.7373854215267055,2.0277469518166598,1.2227964020288982,1.03796914604619,50.9690407151888,Pooled,POOLED,../../model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9446760937665796,1.5827975860520462
Vegetarian,Level change,0.9466229026306017,0.5975374135175561,1.499646548505966,0.9466229026306017,1.22097268383495,11.7787782839776,Pooled,POOLED,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7485695520093923,1.1970763670248001
Vegetarian,Slope change,0.894170655689595,0.6285449560489529,1.272050875282325,0.894170655689595,1.01304501188119,33.1571399804258,Pooled,POOLED,../../model_fits/finalized_redone_trunc/t2_a3_its/vegetarian/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7469925959087663,1.0703468359330457
Vegan,Level change,1.0174204472637984,0.6145223334655348,1.6844698884626021,1.0174204472637984,1.04002359987779,15.3156264336368,Pooled,POOLED,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7866558054057777,1.3158796507915085
Vegan,Slope change,0.8880165119365483,0.6242189853965225,1.2632959649105022,0.8880165119365483,1.09873305935545,43.1107127184188,Pooled,POOLED,../../model_fits/finalized_redone_trunc/t2_a3_its/vegan/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.7418514074919549,1.062980156818676
