outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,q16,q84,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,0.00437301437234333,-0.068393783,0.079416367825,1.0038156571549046,1.0003809121286074,NA,Pooled,POOLED,-0.030851084432,0.040271086956,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/mpbamod_dishes_count/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.030851084432,0.040271086956
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,-0.037127253849479,-1.6234557323,1.47306169405,0.9780832352022506,0.9977864031271207,NA,Pooled,POOLED,-0.8359249524,0.75430821528,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/mpbamod_dishes_prop/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.8359249524,0.75430821528
nonvegan,Exposure: Vegan,Form: Count,0.006431929444935,-0.121845884175,0.1276731457,1.0082187197595296,1.00081884807318,NA,Pooled,POOLED,-0.0535304836,0.06607390312,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegan_dishes_count/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.0535304836,0.06607390312
nonvegan,Exposure: Vegan,Form: Proportion,-0.114827068638187,-1.096112311,0.7851115315,0.902879277480778,0.9898353701098683,NA,Pooled,POOLED,-0.5760517384,0.3535983616,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegan_dishes_prop/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.5760517384,0.3535983616
nonvegan,Exposure: Vegetarian,Form: Count,0.00206155959086,-0.042639287365,0.04380000765,1.002680430447199,1.0002677202806793,NA,Pooled,POOLED,-0.02049621644,0.02378810504,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegetarian_dishes_count/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.02049621644,0.02378810504
nonvegan,Exposure: Vegetarian,Form: Proportion,-0.148456564591615,-0.92892937775,0.672068917225,0.8602212989296585,0.9850562233951905,NA,Pooled,POOLED,-0.5520677252,0.25594339016,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegetarian_dishes_prop/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.5520677252,0.25594339016
meat,Exposure: Alt-Protein-Modifiable,Form: Count,0.0076069434123392,-0.061347250805,0.073328447525,1.006924364818519,1.0006902882893776,NA,Pooled,POOLED,-0.021446451928,0.038019899008,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/mpbamod_dishes_count/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.021446451928,0.038019899008
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.214474025785248,-1.2551413455,1.534878423625,1.2971105676925176,1.0263552301584222,NA,Pooled,POOLED,-0.492227108,0.90779348368,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/mpbamod_dishes_prop/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.492227108,0.90779348368
meat,Exposure: Vegan,Form: Count,0.0036311302100345,-0.138567906744,0.145708730525,1.0036040535384194,1.0003598221704724,NA,Pooled,POOLED,-0.06678822248,0.07349658432,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_count/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.06678822248,0.07349658432
meat,Exposure: Vegan,Form: Proportion,-0.345106237312567,-1.49221977475,0.8376495525,0.7035246562974496,0.9654458771449339,NA,Pooled,POOLED,-0.89579446188,0.2071562888,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/all_restaurants_weekly.png,Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.89579446188,0.2071562888
