outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,q16,q84,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Vegan,Form: Count,1.0082187197595296,0.8852847943861101,1.136181576165437,1.0082187197595296,1.00081884807318,NA,Pooled,POOLED,0.9478770458586763,1.0683056653704825,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegan_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9478770458586763,1.0683056653704825
nonvegan,Exposure: Vegan,Form: Proportion,0.9898353701098683,0.8961824754554127,1.081675419183202,0.902879277480778,0.9898353701098683,NA,Pooled,POOLED,0.9440225986833185,1.0359924292739884,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegan_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9440225986833185,1.0359924292739884
meat,Exposure: Vegan,Form: Count,1.0036040535384194,0.8706041293700127,1.1568591812069164,1.0036040535384194,1.0003598221704724,NA,Pooled,POOLED,0.9353932756303326,1.0762648604892548,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9353932756303326,1.0762648604892548
meat,Exposure: Vegan,Form: Proportion,0.9654458771449339,0.8613778871872025,1.087373282388626,0.7035246562974496,0.9654458771449339,NA,Pooled,POOLED,0.9143156233478829,1.02093168686657,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9143156233478829,1.02093168686657
chicken_fish,Exposure: Vegan,Form: Count,0.9511926464016384,0.8496182570971765,1.059560972985018,0.9511926464016384,0.9950086320341196,NA,Pooled,POOLED,0.8961870084546255,1.0099760592708467,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/chicken_fish/vegan_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8961870084546255,1.0099760592708467
chicken_fish,Exposure: Vegan,Form: Proportion,0.9116321432277057,0.7917001676858375,1.0471783648400075,0.39645718741175645,0.9116321432277057,NA,Pooled,POOLED,0.847148475417727,0.9793599634888501,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/chicken_fish/vegan_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.847148475417727,0.9793599634888501
vegetarian,Exposure: Vegan,Form: Count,0.9855734346955798,0.8851111983625071,1.0847853260595544,0.9855734346955798,0.9985478913315536,NA,Pooled,POOLED,0.9326083257377865,1.0412166329506425,../../model_fits/finalized_redone_trunc/t2_a1_proportion/vegetarian/vegan_dishes_count/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9326083257377865,1.0412166329506425
vegetarian,Exposure: Vegan,Form: Proportion,0.9860997496724858,0.9041799628078966,1.0813155588626446,0.8693776788131657,0.9860997496724858,NA,Pooled,POOLED,0.944320401362113,1.0319059089863716,../../model_fits/finalized_redone_trunc/t2_a1_proportion/vegetarian/vegan_dishes_prop/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.944320401362113,1.0319059089863716
vegan,Exposure: Vegan,Form: Count,1.0191259172119569,0.9155823429650082,1.1543475668103078,1.0191259172119569,1.0018963273588533,NA,Pooled,POOLED,0.9624858540683933,1.094352875180824,../../model_fits/finalized_redone_trunc/t2_a1_proportion/vegan/vegan_dishes_count/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9624858540683933,1.094352875180824
vegan,Exposure: Vegan,Form: Proportion,1.0323716023059066,0.9128490279728416,1.1657764051703707,1.3751830093900024,1.0323716023059066,NA,Pooled,POOLED,0.9711065252136165,1.0954739240653624,../../model_fits/finalized_redone_trunc/t2_a1_proportion/vegan/vegan_dishes_prop/plots/all_restaurants_weekly.png,Plant-based,TRUE,TRUE,Plant-based_inner,Plant-based_innerdark,Plant-based_restwash,0.9711065252136165,1.0954739240653624
