outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,q16,q84,pred_path,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Count,1.0038156571549046,0.9338926501112139,1.082655010949764,1.0038156571549046,1.0003809121286074,NA,Pooled,POOLED,0.969619953831657,1.0410929626640149,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/mpbamod_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.969619953831657,1.0410929626640149
nonvegan,Exposure: Alt-Protein-Modifiable,Form: Proportion,0.9977864031271207,0.8501473656006149,1.158708669870916,0.9780832352022506,0.9977864031271207,NA,Pooled,POOLED,0.9198060050592837,1.0783486266274132,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/mpbamod_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9198060050592837,1.0783486266274132
nonvegan,Exposure: Vegan,Form: Count,1.0082187197595296,0.8852847943861101,1.136181576165437,1.0082187197595296,1.00081884807318,NA,Pooled,POOLED,0.9478770458586763,1.0683056653704825,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegan_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9478770458586763,1.0683056653704825
nonvegan,Exposure: Vegan,Form: Proportion,0.9898353701098683,0.8961824754554127,1.081675419183202,0.902879277480778,0.9898353701098683,NA,Pooled,POOLED,0.9440225986833185,1.0359924292739884,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegan_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9440225986833185,1.0359924292739884
nonvegan,Exposure: Vegetarian,Form: Count,1.002680430447199,0.9582569831347841,1.0447733873082363,1.002680430447199,1.0002677202806793,NA,Pooled,POOLED,0.9797124032681659,1.0240732989281078,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegetarian_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9797124032681659,1.0240732989281078
nonvegan,Exposure: Vegetarian,Form: Proportion,0.9850562233951905,0.9112910599220699,1.0695167294446801,0.8602212989296585,0.9850562233951905,NA,Pooled,POOLED,0.9462894610663316,1.025924686430708,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/nonvegan/vegetarian_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9462894610663316,1.025924686430708
meat,Exposure: Alt-Protein-Modifiable,Form: Count,1.006924364818519,0.9404965948657711,1.0760839159771824,1.006924364818519,1.0006902882893776,NA,Pooled,POOLED,0.9787818879489032,1.0387519028052654,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/mpbamod_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9787818879489032,1.0387519028052654
meat,Exposure: Alt-Protein-Modifiable,Form: Proportion,1.0263552301584222,0.8820432970538383,1.165893612524043,1.2971105676925176,1.0263552301584222,NA,Pooled,POOLED,0.9519690922897517,1.0950273590257744,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/mpbamod_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9519690922897517,1.0950273590257744
meat,Exposure: Vegan,Form: Count,1.0036040535384194,0.8706041293700127,1.1568591812069164,1.0036040535384194,1.0003598221704724,NA,Pooled,POOLED,0.9353932756303326,1.0762648604892548,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_count/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9353932756303326,1.0762648604892548
meat,Exposure: Vegan,Form: Proportion,0.9654458771449339,0.8613778871872025,1.087373282388626,0.7035246562974496,0.9654458771449339,NA,Pooled,POOLED,0.9143156233478829,1.02093168686657,../../model_fits/finalized_redone_trunc_cp/t2_a1_proportion/meat/vegan_dishes_prop/plots/all_restaurants_weekly.png,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9143156233478829,1.02093168686657
