"analysis","outcome","type","n_sub","n_tot","gap","gap_lo","gap_hi","gap_rr","excludes_0","sd_eta_total","gap_in_sd"
"a1_proportion","vegan","slope",5,6,0,0,0,1,FALSE,0,NA
"a1_proportion","vegan","slope",5,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","breakfast_p","slope",3,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","breakfast_p","slope",3,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","chicken_p","slope",2,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","chicken_p","slope",2,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","dairy_p","slope",3,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","dairy_p","slope",3,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","egg_p","slope",2,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","egg_p","slope",2,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","untextured_p","slope",1,6,0,0,0,1,FALSE,0,NA
"a2_proportion_t","untextured_p","slope",1,6,0,0,0,1,FALSE,0,NA
"t2_a1_proportion","chicken_fish","slope",17,18,0,0,0,1,FALSE,0,NA
"t2_a1_proportion","chicken_fish","slope",17,18,0,0,0,1,FALSE,0,NA
"t2_a1_proportion","chicken_fish","slope",17,18,0,0,0,1,FALSE,0,NA
"t2_a1_proportion","chicken_fish","slope",17,18,0,0,0,1,FALSE,0,NA
"t2_a1_proportion","chicken_fish","slope",17,18,0,0,0,1,FALSE,0,NA
"t2_a1_proportion","chicken_fish","slope",17,18,0,0,0,1,FALSE,0,NA
