"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone/proportion/vegetarian/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.004699216369,-1.69443,1.742333,1.00352000442444,3131.60276303228
"model_fits/finalized_redone/t2_proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.210292930038633,0.06642189,0.357117,1.00339374910623,369.471763217247
"model_fits/finalized_redone/t2_proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0231554093583333,-1.735487,1.7578695,1.0007171104426,3112.05746949254
"model_fits/finalized_redone/t2_proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.428853550141333,-0.8717828,1.727299,1.00396244807849,891.485620555757
"model_fits/finalized_redone/t2_proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0292632537953333,-1.659455,1.649891,1.00218203335758,2099.27118641599
"model_fits/finalized_redone/t2_proportion/chicken_fish/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.172991222846667,0.03342846,0.31364235,1.00503690585851,492.81716470208
"model_fits/finalized_redone/t2_proportion/chicken_fish/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-7.46487640000001e-05,-1.679903,1.6456445,1.00169678653375,6958.23418516916
"model_fits/finalized_redone/t2_proportion/chicken_fish/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0140085629116667,-0.97840435,0.9426467,1.00365597779659,1133.91584005189
"model_fits/finalized_redone/t2_proportion/chicken_fish/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00372159203433333,-1.6954225,1.660051,1.0013309683597,4847.36978988319
"model_fits/finalized_redone/t2_proportion/meat/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.1135950228611,-0.018379255,0.26477445,1.044410486567,48.4538721526547
"model_fits/finalized_redone/t2_proportion/meat/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0393495586036667,-1.6335915,1.5522405,1.00021569923359,435.807437758913
"model_fits/finalized_redone/t2_proportion/meat/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.659546692808333,-0.70392745,1.9196825,1.00255727280723,362.603686419282
"model_fits/finalized_redone/t2_proportion/meat/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0216238984776667,-1.6997945,1.6531055,1.00078741899698,3674.58649200905
"model_fits/finalized_redone/t2_proportion/meat/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.157502071446943,0.023042845,0.2911709,1.01061112977829,206.609044624531
"model_fits/finalized_redone/t2_proportion/meat/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0376643794216667,-1.6965815,1.6335175,1.0007199410238,2628.66239489327
"model_fits/finalized_redone/t2_proportion/meat/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.308348462660667,-0.6838884,1.304376,1.00421908787326,552.776553270259
"model_fits/finalized_redone/t2_proportion/meat/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.01294922907,-1.5375195,1.652141,0.999664251509934,4728.23914733247
"model_fits/finalized_redone/t2_proportion/nonvegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.103486233609319,-0.060066315,0.26665455,1.03959138432242,74.9268367213223
"model_fits/finalized_redone/t2_proportion/nonvegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0387337647416667,-1.7407205,1.63712,1.00173125796025,686.172681702022
"model_fits/finalized_redone/t2_proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.630242530074,-0.6358594,1.919466,1.00032009145553,437.2554461933
"model_fits/finalized_redone/t2_proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00514811487633334,-1.6802295,1.673851,0.999494861753086,2591.7859660348
"model_fits/finalized_redone/t2_proportion/nonvegan/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.169114528769333,0.031986845,0.30682865,1.00444689572393,265.903729181333
"model_fits/finalized_redone/t2_proportion/nonvegan/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.010107836348,-1.6847195,1.623711,1.00083434356682,3805.93565355159
"model_fits/finalized_redone/t2_proportion/nonvegan/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.342182433532467,-0.65618415,1.3023225,1.00228744469218,606.420765303736
"model_fits/finalized_redone/t2_proportion/nonvegan/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0121887220142667,-1.6077915,1.5916305,0.999851209906192,4909.752329703
"model_fits/finalized_redone2/its_targeted/untextured","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.324076861817667,-1.0637555,0.67376995,1.42602812913489,4.31763598022872
"model_fits/finalized_redone2/its_targeted/untextured","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.228106126090667,-1.7413595,0.62942085,1.2645074237959,6.33770960808849
"model_fits/finalized_redone2/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.183191090383,-0.63699555,0.1955707,1.00563237139404,583.835762500325
"model_fits/finalized_redone2/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00215844815266667,-1.65002,1.640736,1.00003173245936,2829.70446060981
"model_fits/finalized_redone2/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.169409911273667,-0.74668245,0.56949745,1.00053983614969,1237.84644098223
"model_fits/finalized_redone2/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00501309111,-1.645938,1.70168,1.00134976718991,3216.6061629251
"model_fits/finalized_redone2/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0348263944205,-0.70188375,0.808010799999999,1.45482279446475,21.9760889959276
"model_fits/finalized_redone2/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.138534322644,-1.24144,1.8317065,1.11797949533733,32.0048368666058
"model_fits/finalized_redone2/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0348263944205,-0.70188375,0.808010799999999,1.45482279446475,21.9760889959276
"model_fits/finalized_redone2/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.138534322644,-1.24144,1.8317065,1.11797949533733,32.0048368666058
"model_fits/finalized_redone2/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.00815347564243333,-0.1294665,0.06771052,1.0407671922504,196.860890440472
"model_fits/finalized_redone2/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0102873457116667,-1.7109025,1.610398,1.00055453728814,1389.93814442105
"model_fits/finalized_redone2/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-1.15000226685667,-2.199104,0.0298317149999977,1.00285692402659,914.871343142119
"model_fits/finalized_redone2/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0501477939803333,-1.61066,1.7082945,1.00094478062833,2272.27163653146
"model_fits/finalized_redone2/proportion/meat/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0255765444979333,-0.1203246,0.031148745,1.00343482286928,657.141851375481
"model_fits/finalized_redone2/proportion/meat/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0253392265133333,-1.568699,1.639341,1.00024096357954,2461.57878613342
"model_fits/finalized_redone2/proportion/meat/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.640379561037,-1.5648765,0.2508381,1.0022488359298,1028.79676865504
"model_fits/finalized_redone2/proportion/meat/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.004118669163,-1.6166005,1.6139315,1.00060134188082,3345.25985830486
"model_fits/finalized_redone2/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0322076666934333,-0.2329004,0.15822515,1.00676438007179,238.202297782302
"model_fits/finalized_redone2/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0139183565,-1.603628,1.5629205,1.00106021447286,1580.06355360295
"model_fits/finalized_redone2/proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.697403745615333,-1.8165275,0.403728099999999,1.00216673524272,874.746966730433
"model_fits/finalized_redone2/proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.004343910901,-1.616188,1.576367,1.00110663641555,3181.07762049834
"model_fits/finalized_redone2/proportion/total/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0229889277599367,-0.2108007,0.17004805,1.00878676367723,370.822411494147
"model_fits/finalized_redone2/proportion/total/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0159253743703333,-1.570139,1.6218305,1.00006844176306,2195.04250989875
"model_fits/finalized_redone2/proportion/total/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.66601539121,-1.7993705,0.451587749999998,1.0036656831841,809.014781441551
"model_fits/finalized_redone2/proportion/total/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.014845093947,-1.661833,1.7025355,1.0001307197471,2754.28916372455
"model_fits/finalized_redone2/proportion/vegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0142053081253333,-0.10307255,0.13906315,1.00519356962673,408.684790947584
"model_fits/finalized_redone2/proportion/vegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0154933172006667,-1.6238225,1.602133,0.999681227547637,2424.51682424988
"model_fits/finalized_redone2/proportion/vegan/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.464687722871667,-1.3913225,0.51825335,0.999537310508621,1084.62644551284
"model_fits/finalized_redone2/proportion/vegan/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0013176097382,-1.683097,1.62242,1.00178409050354,2725.45106628364
"model_fits/finalized_redone2/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0220811236139667,-0.19746135,0.2281868,1.00443569078146,266.231387616392
"model_fits/finalized_redone2/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.001022837099,-1.682187,1.6471025,1.00252918563543,1488.41866963337
"model_fits/finalized_redone2/proportion/vegetarian/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.414554433570333,-1.5832305,0.77946595,0.999611785206074,1173.23241478312
"model_fits/finalized_redone2/proportion/vegetarian/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0141987533433333,-1.6771975,1.685386,1.00167285000185,4608.58135743867
"model_fits/finalized_redone3/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.183191090383,-0.63699555,0.1955707,1.00563237139404,583.835762500325
"model_fits/finalized_redone3/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00215844815266667,-1.65002,1.640736,1.00003173245936,2829.70446060981
"model_fits/finalized_redone3/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.169409911273667,-0.74668245,0.56949745,1.00053983614969,1237.84644098223
"model_fits/finalized_redone3/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00501309111,-1.645938,1.70168,1.00134976718991,3216.6061629251
"model_fits/finalized_redone3/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0348263944205,-0.70188375,0.808010799999999,1.45482279446475,21.9760889959276
"model_fits/finalized_redone3/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.138534322644,-1.24144,1.8317065,1.11797949533733,32.0048368666058
"model_fits/finalized_redone3/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0348263944205,-0.70188375,0.808010799999999,1.45482279446475,21.9760889959276
"model_fits/finalized_redone3/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.138534322644,-1.24144,1.8317065,1.11797949533733,32.0048368666058
"model_fits/finalized_redone3/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.00815347564243333,-0.1294665,0.06771052,1.0407671922504,196.860890440472
"model_fits/finalized_redone3/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0102873457116667,-1.7109025,1.610398,1.00055453728814,1389.93814442105
"model_fits/finalized_redone3/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-1.15000226685667,-2.199104,0.0298317149999977,1.00285692402659,914.871343142119
"model_fits/finalized_redone3/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0501477939803333,-1.61066,1.7082945,1.00094478062833,2272.27163653146
"model_fits/finalized_redone3/proportion/chicken_fish/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.170186940372,-0.1588307,0.5206083,1.00162568376783,276.346098914095
"model_fits/finalized_redone3/proportion/chicken_fish/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00192090220866667,-1.5844805,1.5920975,1.00095731624544,1475.66544089269
"model_fits/finalized_redone3/proportion/chicken_fish/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.872649829057,-0.0756823149999999,1.7483815,1.00227108796534,2092.61388887931
"model_fits/finalized_redone3/proportion/chicken_fish/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00217807532266667,-1.7320005,1.786077,1.00031930421292,4309.38108792804
"model_fits/finalized_redone3/proportion/chicken_fish/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0817986746415333,-0.0254679,0.2042568,1.01671441448489,307.217110670575
"model_fits/finalized_redone3/proportion/chicken_fish/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0146467374960667,-1.5880785,1.664581,1.00003072716432,1180.26084296946
"model_fits/finalized_redone3/proportion/chicken_fish/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.346354008418,-1.580922,0.89282365,1.002017020112,958.230830316084
"model_fits/finalized_redone3/proportion/chicken_fish/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.003869408277,-1.676581,1.623885,1.00087450316216,3082.22873951788
"model_fits/finalized_redone4/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.124925915805,-0.46562235,0.2436034,1.00290255494906,949.960828977845
"model_fits/finalized_redone4/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.014632969482,-1.641256,1.67872,1.00097313437173,2259.01422165161
"model_fits/finalized_redone4/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.145642769547,-0.702303,0.5851852,1.00359392959704,320.655923824932
"model_fits/finalized_redone4/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.018097037253,-1.638806,1.6761155,1.00083656907253,923.549901299266
"model_fits/finalized_redone4/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0455003397436667,-0.4242213,0.495612349999999,1.01768151052061,146.486176771067
"model_fits/finalized_redone4/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.109175839785,-1.6984425,1.6722335,1.01537052995475,120.188551123905
"model_fits/finalized_redone4/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.213182475696293,-0.60027535,1.137208,1.0302370618512,78.9971192125728
"model_fits/finalized_redone4/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0275878230683333,-1.6109845,1.66878749999999,1.04266593523361,1644.85755047423
"model_fits/finalized_redone4/proportion_targeted/dairy_p/dairy_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0624596572995,-0.02002844,0.1565005,1.00079925855863,1046.67296053037
"model_fits/finalized_redone4/proportion_targeted/dairy_p/dairy_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00579995987983333,-1.5750925,1.682003,0.999942975235166,4096.64301715845
"model_fits/finalized_redone4/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.238720193596167,-0.72874165,1.6301565,1.01788066126257,137.709431842612
"model_fits/finalized_redone4/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.062566945989,-1.657749,1.6734615,1.00248647094042,786.703671861462
"model_fits/finalized_redone4/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0761587462686667,-0.27225925,0.484237599999999,1.0069589178454,366.006201005878
"model_fits/finalized_redone4/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.043614345998,-1.755246,1.62578,1.00121722853639,1056.30491636318
"model_fits/finalized_redone4/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.000676091777266666,-0.9115081,0.80156135,1.013061269089,135.644352122827
"model_fits/finalized_redone4/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.061073050222,-1.672729,1.4999115,1.01881292709301,206.228978569661
"model_fits/finalized_redone4/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.221334335412333,-0.52024505,1.0876085,1.02578636160614,38.1961152272042
"model_fits/finalized_redone4/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0336428512883333,-1.5733595,1.4469125,1.05507592240494,38.3137171650917
"model_fits/finalized_redone4/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.221334335412333,-0.52024505,1.0876085,1.02578636160614,38.1961152272042
"model_fits/finalized_redone4/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0336428512883333,-1.5733595,1.4469125,1.05507592240494,38.3137171650917
"model_fits/finalized_redone4/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0214642395180333,-0.1217463,0.03573111,1.00431425796917,683.759358166408
"model_fits/finalized_redone4/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00755851223433333,-1.649058,1.6424815,0.9999089297867,2857.5265594416
"model_fits/finalized_redone4/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-1.11407947007,-2.1450405,0.0399696249999997,0.999901510211722,2577.62737776034
"model_fits/finalized_redone4/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00440659286766667,-1.6420995,1.6412345,1.00177224191834,4879.02120166059
"model_fits/finalized_redone4/proportion/chicken_fish/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.1527746853082,-0.11593405,0.4129784,1.00908040747595,298.865897898367
"model_fits/finalized_redone4/proportion/chicken_fish/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0253007717143333,-1.6430965,1.6444045,1.0016604457388,1168.24747728275
"model_fits/finalized_redone4/proportion/chicken_fish/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.673730777414333,-0.30232535,1.6914355,1.0017113483595,2068.7320296152
"model_fits/finalized_redone4/proportion/chicken_fish/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0189123899273333,-1.637115,1.5854975,0.999983487142116,5054.74541237269
"model_fits/finalized_redone4/proportion/chicken_fish/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.08912258275662,-0.00940451699999999,0.2098259,1.00507999988806,666.389297929656
"model_fits/finalized_redone4/proportion/chicken_fish/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0318172090833333,-1.732959,1.6493225,1.00042730116904,2545.21718210368
"model_fits/finalized_redone4/proportion/chicken_fish/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.174566950519667,-1.452653,1.07823,1.00066033347349,2591.02288872165
"model_fits/finalized_redone4/proportion/chicken_fish/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00834426638033334,-1.6435205,1.6412155,1.00002059648338,3633.17465851073
"model_fits/finalized_redone4/proportion/meat/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0212843257535333,-0.1870159,0.11932385,1.00135135204577,462.279928863957
"model_fits/finalized_redone4/proportion/meat/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00457830128866667,-1.728576,1.6532005,1.00071315951375,2391.39472265662
"model_fits/finalized_redone4/proportion/meat/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.501600699835,-1.643305,0.577611799999999,1.00215438083143,1112.58897255002
"model_fits/finalized_redone4/proportion/meat/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.009470223022481,-1.6670255,1.6923415,1.0006111048109,4007.8593299371
"model_fits/finalized_redone4/proportion/meat/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.179333224419333,-0.088009025,0.44968385,0.999786509113668,387.575602911349
"model_fits/finalized_redone4/proportion/meat/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0239031181778,-1.5948315,1.6601145,1.00019893149275,2295.93543669931
"model_fits/finalized_redone4/proportion/meat/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.252730434653167,-0.6876528,1.1474175,1.0006212423633,1560.66410457588
"model_fits/finalized_redone4/proportion/meat/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00716298325666667,-1.600697,1.6361575,1.00014898490381,4961.64292942438
"model_fits/finalized_redone4/proportion/meat/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0319227121358333,-0.01456197,0.0789120049999999,1.00117034403076,861.69283824971
"model_fits/finalized_redone4/proportion/meat/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00419453159766667,-1.657417,1.6892945,1.00218124624212,3609.37089001554
"model_fits/finalized_redone4/proportion/meat/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.4572368431712,-1.473501,0.575534849999999,1.00186430867249,1263.73679363487
"model_fits/finalized_redone4/proportion/meat/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0241905946276667,-1.5760965,1.602214,0.999731886113315,4147.37780002699
"model_fits/finalized_redone4/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0209724566542,-0.24441785,0.1926243,1.00109372754824,328.370823756594
"model_fits/finalized_redone4/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00660774289466667,-1.6640255,1.6300295,1.00243093571924,1949.9787476529
"model_fits/finalized_redone4/proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.639693323451667,-1.7824595,0.527031949999999,0.999788681718785,1868.26995721355
"model_fits/finalized_redone4/proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0139319386056667,-1.717909,1.657709,0.999842074963969,5838.62866412057
"model_fits/finalized_redone4/proportion/nonvegan/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.210908764491667,-0.0485062149999999,0.477952,1.00290794039614,550.645008882466
