"fit_dir","model_col","type_fine","restaurant","variable","mean","q2.5","q97.5","rhat","ess_bulk"
"model_fits/finalized_redone_zi/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.239994869274667,-0.61504665,0.206025099999999,1.00073557620006,576.545838764097
"model_fits/finalized_redone_zi/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0290816032656667,-1.8720655,1.6573285,1.0018625494367,693.392453988835
"model_fits/finalized_redone_zi/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.109892295264533,-0.1762936,0.4145664,1.02669633249637,352.118555684154
"model_fits/finalized_redone_zi/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0327495485923333,-1.591168,1.6578465,1.00031975678825,782.145819819463
"model_fits/finalized_redone_zi/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.343511056697333,-0.22121895,0.939307999999999,1.00691250839008,111.123627149621
"model_fits/finalized_redone_zi/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.03610627129,-1.576043,1.605119,1.00703355521173,285.35757977432
"model_fits/finalized_redone_zi/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0712955909801333,-0.47035435,0.67496155,1.00610400770193,340.317370594172
"model_fits/finalized_redone_zi/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0455795246426667,-1.6954,1.541655,1.00148231762613,651.332117738256
"model_fits/finalized_redone_zi/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0239585767639,-0.208375,0.19905355,1.00149476103544,355.608142865186
"model_fits/finalized_redone_zi/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0202293423173333,-1.645758,1.697215,1.00021572300307,1109.44652141247
"model_fits/finalized_redone_zi/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0122236536063333,-0.55646825,0.42037795,1.05219854134624,44.4114045937325
"model_fits/finalized_redone_zi/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0133159992913333,-1.74786,1.607085,1.00322211524368,92.3944605079644
"model_fits/finalized_redone_zi/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.100849925347033,0.02983626,0.18889875,1.13919931996491,25.648420485409
"model_fits/finalized_redone_zi/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0896808605003333,-1.1905295,1.964729,1.08086941766745,18.1399587240683
"model_fits/finalized_redone_zi/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.100849925347033,0.02983626,0.18889875,1.13919931996491,25.648420485409
"model_fits/finalized_redone_zi/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0896808605003333,-1.1905295,1.964729,1.08086941766745,18.1399587240683
"model_fits/finalized_redone_zi/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0200188766914133,-0.08758766,0.02489023,0.999699059119936,441.668924779678
"model_fits/finalized_redone_zi/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0210844598686667,-1.7952065,1.6498445,0.999860964201239,1074.05427388534
"model_fits/finalized_redone_zi/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-1.3705366948,-2.1438705,-0.5949559,1.00116372041172,588.666322571932
"model_fits/finalized_redone_zi/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0134530116266667,-1.6729225,1.702423,1.00039837722268,986.186545800612
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.147941245385333,-0.06124108,0.36477945,0.999493948738576,312.159838559447
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00529018652,-1.584817,1.7081215,1.00133209826722,905.215252076904
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.1023735935926,-0.68553375,0.90590035,1.0058639581872,688.774556216316
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0308765085266667,-1.7319955,1.6785405,0.999456421488595,1354.74619470202
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0921245254616667,-0.007842565,0.21562185,1.00189627938556,288.076828102514
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0225857921933333,-1.7441425,1.8064995,1.00036319541724,941.849748355742
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.276820161618667,-1.251676,0.6840156,1.00103875902399,859.191921044928
"model_fits/finalized_redone_zi/proportion/chicken_fish/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00968830386733333,-1.6019605,1.66129,0.999569665778601,1276.27410129098
"model_fits/finalized_redone_zi/proportion/meat/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0080653248414,-0.11492195,0.088914655,1.00472529796601,261.615573055943
"model_fits/finalized_redone_zi/proportion/meat/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0145352884133333,-1.5871745,1.5696555,1.00010604618119,1258.64420017157
"model_fits/finalized_redone_zi/proportion/meat/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.149958662012667,-0.943698,0.5867903,0.999381074476664,509.110857769388
"model_fits/finalized_redone_zi/proportion/meat/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00631404974,-1.6484745,1.630918,1.00124086055918,1326.06837568192
"model_fits/finalized_redone_zi/proportion/meat/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.178178810934667,-0.10384425,0.4620362,1.00039972371294,194.48941393966
"model_fits/finalized_redone_zi/proportion/meat/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0154454492366667,-1.6170575,1.568391,1.00165493529826,1235.50050341608
"model_fits/finalized_redone_zi/proportion/meat/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.001624065548,-0.7989763,0.763813,0.999688518431796,322.05761048343
"model_fits/finalized_redone_zi/proportion/meat/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.02083579702,-1.7518575,1.6486465,0.999698513290639,689.115338399515
"model_fits/finalized_redone_zi/proportion/meat/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0178817677273267,-0.04431391,0.06928257,1.00269133092744,102.799010962691
"model_fits/finalized_redone_zi/proportion/meat/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.04137817453,-1.614248,1.646605,1.00018263909917,572.734885723086
"model_fits/finalized_redone_zi/proportion/meat/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.544668888804,-1.2719895,0.21318185,0.999467216911161,518.935353391167
"model_fits/finalized_redone_zi/proportion/meat/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0424080361466667,-1.4747955,1.594706,1.00193894278843,1023.64597218975
"model_fits/finalized_redone_zi/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.00137197478913333,-0.1482513,0.15103125,1.00197994067292,237.092377095325
"model_fits/finalized_redone_zi/proportion/nonvegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0142538780326667,-1.7638915,1.637266,0.999422772779227,1898.08742851702
"model_fits/finalized_redone_zi/proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.346397716649439,-1.2233735,0.5261137,1.00147188456528,203.959240619319
"model_fits/finalized_redone_zi/proportion/nonvegan/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0262704493,-1.6457665,1.743693,1.00265228006259,928.71777224967
"model_fits/finalized_redone_zi/proportion/nonvegan/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.197789216065333,-0.02778897,0.4218516,1.0152926721129,159.243767663409
"model_fits/finalized_redone_zi/proportion/nonvegan/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0596189591666667,-1.698975,1.634591,1.00042865185629,747.952116159101
"model_fits/finalized_redone_zi/proportion/nonvegan/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.74517399956,0.084132005,1.4091235,0.99981338686331,421.052776977897
"model_fits/finalized_redone_zi/proportion/nonvegan/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.009776842356,-1.570257,1.5786195,0.99999182536257,891.074193539424
"model_fits/finalized_redone_zi/proportion/nonvegan/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.042437052052,-0.01840041,0.10501295,1.00350740859919,126.322195314602
"model_fits/finalized_redone_zi/proportion/nonvegan/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0532182975646667,-1.7175555,1.5489355,1.00330058627814,706.947342617948
"model_fits/finalized_redone_zi/proportion/nonvegan/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.594608766892,-0.050957555,1.15231,1.00431427441995,626.085099494733
"model_fits/finalized_redone_zi/proportion/nonvegan/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0342491157413333,-1.6050695,1.5342085,0.999950713791156,1562.96335118922
"model_fits/finalized_redone_zi/proportion/total/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.016302607878,-0.12154025,0.13558545,1.03325198291808,216.480103447665
"model_fits/finalized_redone_zi/proportion/total/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00332302384666667,-1.6729895,1.7061625,1.00115001510272,1946.73673359999
"model_fits/finalized_redone_zi/proportion/total/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.109636113095667,-0.82265515,0.87496175,1.24293231575573,6.52278521472439
"model_fits/finalized_redone_zi/proportion/total/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00739930393066667,-1.630207,1.587525,1.00085342756817,3135.30489925917
"model_fits/finalized_redone_zi/proportion/total/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.187930543799767,-0.082330575,0.4354451,1.0062682462993,210.732250727101
"model_fits/finalized_redone_zi/proportion/total/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0166528741537,-1.60724,1.611371,1.00283070396892,1392.63712706438
"model_fits/finalized_redone_zi/proportion/total/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.895596743370333,0.1860022,1.575141,1.01475012552416,838.733930029355
"model_fits/finalized_redone_zi/proportion/total/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.02571459082,-1.6581615,1.568274,0.999695291534556,2719.72465757283
"model_fits/finalized_redone_zi/proportion/total/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0440627233059333,-0.000693615999999999,0.0890268449999999,1.0031386948298,480.258436823908
"model_fits/finalized_redone_zi/proportion/total/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0108225209833333,-1.679053,1.649942,1.00112002310859,1930.4567794153
"model_fits/finalized_redone_zi/proportion/total/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.739543715610333,0.13173825,1.2267655,1.04412729099076,48.0721347795445
"model_fits/finalized_redone_zi/proportion/total/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0300051524676667,-1.705451,1.6871915,1.00124282484593,2273.87261255239
"model_fits/finalized_redone_zi/proportion/vegan/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0310931685814667,-0.08988687,0.1620088,1.00055367582975,234.771039692966
"model_fits/finalized_redone_zi/proportion/vegan/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.024420090016,-1.644119,1.6885115,1.00014181921679,768.708881793584
"model_fits/finalized_redone_zi/proportion/vegan/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.430694007153333,-1.264859,0.46029645,1.02751103586384,226.427523183427
"model_fits/finalized_redone_zi/proportion/vegan/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.038507249468,-1.6709375,1.550753,0.99939824613105,1106.77909056438
"model_fits/finalized_redone_zi/proportion/vegan/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.124700157226667,-0.03848845,0.2688557,1.03322430196801,79.2105215747462
"model_fits/finalized_redone_zi/proportion/vegan/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0285514706628,-1.6736395,1.5988225,1.00702521630717,451.61648512175
"model_fits/finalized_redone_zi/proportion/vegan/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",1.55560464066667,0.9147595,2.186669,0.999640459984728,706.822202185858
"model_fits/finalized_redone_zi/proportion/vegan/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.003166433794,-1.610906,1.5299975,0.999600774764803,940.160417695237
"model_fits/finalized_redone_zi/proportion/vegan/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0599534578169333,-0.02164853,0.1356559,1.01581721623099,95.6357766964044
"model_fits/finalized_redone_zi/proportion/vegan/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0567380051333333,-1.651489,1.504354,1.00388474956186,396.084179375595
"model_fits/finalized_redone_zi/proportion/vegan/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",1.11692321927333,0.52821635,1.7210075,1.00504570641576,276.590509922772
"model_fits/finalized_redone_zi/proportion/vegan/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.011256742614,-1.7123685,1.572053,0.999530139940241,886.673581060421
"model_fits/finalized_redone_zi/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0397527045865333,-0.16585555,0.24705505,1.01028453355812,210.981764596636
"model_fits/finalized_redone_zi/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0203788452946667,-1.4867205,1.577475,1.00239755086138,1514.89007842457
"model_fits/finalized_redone_zi/proportion/vegetarian/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.228227499476667,-1.202692,0.6628181,1.00037115937173,460.379654509489
"model_fits/finalized_redone_zi/proportion/vegetarian/mpbamod_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0605630889066667,-1.715024,1.5591235,0.999531477781867,1712.50742912248
"model_fits/finalized_redone_zi/proportion/vegetarian/vegan_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.162733808896,0.00194532,0.33134265,1.00397919601507,157.881515301167
"model_fits/finalized_redone_zi/proportion/vegetarian/vegan_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.049779012276,-1.7782155,1.523213,1.00066225337945,996.203767759349
"model_fits/finalized_redone_zi/proportion/vegetarian/vegan_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.705275688199333,0.06512816,1.3910615,1.00277186356142,504.95514769235
"model_fits/finalized_redone_zi/proportion/vegetarian/vegan_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0164141290706667,-1.665524,1.552245,1.00195283814412,1050.78012411322
"model_fits/finalized_redone_zi/proportion/vegetarian/vegetarian_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0678567712646667,-0.0080131395,0.1451563,1.02152814944081,136.282599706235
"model_fits/finalized_redone_zi/proportion/vegetarian/vegetarian_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.054579318494,-1.6951065,1.600001,1.00032356746701,979.745569872558
"model_fits/finalized_redone_zi/proportion/vegetarian/vegetarian_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",1.73181377196733,1.019835,2.330307,0.99959154116715,611.037335794154
"model_fits/finalized_redone_zi/proportion/vegetarian/vegetarian_dishes_prop","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0180940875266667,-1.645374,1.6472035,1.00143103741342,1575.12501399543
"model_fits/finalized_redone_zi2/its_targeted/breakfast","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.176710114309633,-0.72243575,0.331089649999999,1.01528125458877,241.326146092104
"model_fits/finalized_redone_zi2/its_targeted/breakfast","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.237274929777,-1.0357725,0.591768749999997,1.02820930613504,163.047444335883
"model_fits/finalized_redone_zi2/its_targeted/textured","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.207648143333333,0.15931695,0.2439564,1.07422325403663,32.0769553762166
"model_fits/finalized_redone_zi2/its_targeted/textured","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.529425762038667,-1.037149,0.1325995,1.60080066234945,3.44583496308027
"model_fits/finalized_redone_zi2/its_targeted/untextured","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0289399436493333,-0.269944,0.2055591,1.21090563292966,7.93246266180244
"model_fits/finalized_redone_zi2/its_targeted/untextured","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0760893136314,-0.56990005,0.65701715,1.3123771170979,17.5885843083407
"model_fits/finalized_redone_zi2/its/chicken_fish","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.126426271904233,-0.6322996,0.2488144,1.14482681458242,12.1127068579236
"model_fits/finalized_redone_zi2/its/chicken_fish","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.490965515928667,0.045109405,0.950807849999999,1.06640116363028,30.906825645899
"model_fits/finalized_redone_zi2/its/meat","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0102762518892,-0.1455956,0.096694935,1.16706955122045,22.35940307036
"model_fits/finalized_redone_zi2/its/meat","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.3370375954062,-0.06773679,0.683072149999999,1.03248546916323,43.9490558500643
"model_fits/finalized_redone_zi2/its/nonvegan","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0205958704862233,-0.13230695,0.15371965,1.23522236884377,7.91130370957806
"model_fits/finalized_redone_zi2/its/nonvegan","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.507490197903333,0.14049385,0.83059775,1.15350520313486,12.4495172650613
"model_fits/finalized_redone_zi2/its/total","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0264847757473333,-0.1084855,0.039404025,1.14116460872151,4.67479818184176
"model_fits/finalized_redone_zi2/its/total","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.508619798666667,0.3389333,0.67288855,1.12418465982833,8.18389519425338
"model_fits/finalized_redone_zi2/its/vegan","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.160773689200667,-0.010446075,0.2935786,1.34835077081548,4.93140032792301
"model_fits/finalized_redone_zi2/its/vegan","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.16919585289,-0.59297715,0.4715062,1.40508155822239,4.47864267383001
"model_fits/finalized_redone_zi2/its/vegetarian","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0707611283416667,-0.037325025,0.15858465,2.1823798068968,2.60078169632382
"model_fits/finalized_redone_zi2/its/vegetarian","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.44810479937,0.11733715,0.80144165,1.53040980278402,4.08194039483689
"model_fits/finalized_redone_zi2/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.102913687921467,-0.37876265,0.162868399999999,1.00115384390479,622.510212034849
"model_fits/finalized_redone_zi2/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00563710385666667,-1.6644885,1.67521,1.00002651916899,1970.44865165963
"model_fits/finalized_redone_zi2/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.153873127623333,-0.9746487,0.87229765,1.01954959797314,393.2468794218
"model_fits/finalized_redone_zi2/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0178701067133333,-1.6684105,1.6794955,1.00059103241326,1432.5941492843
"model_fits/finalized_redone_zi2/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.069736704817,-0.85547325,0.601887299999998,1.15111199665547,18.5770718648101
"model_fits/finalized_redone_zi2/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.11446523257648,-1.6085795,1.4989865,1.01828183468329,129.787434680992
"model_fits/finalized_redone_zi2/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.314267302377367,-0.87975045,1.431225,1.04157193308787,43.5249665128681
"model_fits/finalized_redone_zi2/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0801104675863333,-1.5822565,1.398514,1.03116085346557,75.7251111224098
"model_fits/finalized_redone_zi2/proportion_targeted/dairy_p/dairy_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0328139924038333,-0.013198235,0.0900836599999998,1.04660313808339,55.8749953238089
"model_fits/finalized_redone_zi2/proportion_targeted/dairy_p/dairy_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.0742872500743333,-1.557984,1.72524,1.0047706553005,286.94645482686
"model_fits/finalized_redone_zi2/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.110609105124667,-0.8644297,1.2201265,1.07464588243558,40.1988298645414
"model_fits/finalized_redone_zi2/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.00560955279333333,-1.763901,1.681567,1.05518668057369,37.4156088524809
"model_fits/finalized_redone_zi2/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0387148715681,-0.26649405,0.369841949999999,1.10886464626385,20.8273477081224
"model_fits/finalized_redone_zi2/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.136143987259667,-1.5425555,1.822833,1.03982479874504,183.812300457776
"model_fits/finalized_redone_zi2/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0779737779687667,-1.0018835,1.3114495,1.00082581441463,207.860063295937
"model_fits/finalized_redone_zi2/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0717369651976667,-1.7010665,1.549234,1.00836597664573,287.922148998403
"model_fits/finalized_redone_zi2/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.0957180550968333,0.024219815,0.20468895,1.52853536988395,3.82628347206458
"model_fits/finalized_redone_zi2/proportion_targeted/untextured_p/untextured_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",0.225056223526333,-0.7600985,1.1745285,1.16806592510076,15.7211826042857
"model_fits/finalized_redone_zi2/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",0.10487272146,0.03587985,0.198191,1.24368578822217,6.52191864973322
"model_fits/finalized_redone_zi2/proportion_targeted/untextured_p/untextured_dishes_presence","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.0654301503406667,-1.431284,1.562854,1.05286406850275,17.3118255166309
"model_fits/finalized_redone_zi2/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-0.0360956245285767,-0.1591868,0.03704242,1.00665247914344,314.003936193583
"model_fits/finalized_redone_zi2/proportion/chicken_fish/mpbamod_dishes_count","mu_gamma[2]","pooled_mu_gamma",NA,"mu_gamma[2]",-0.00192977400966667,-1.6428865,1.6324175,1.00039711637705,1462.80894528843
"model_fits/finalized_redone_zi2/proportion/chicken_fish/mpbamod_dishes_prop","mu_gamma[1]","pooled_mu_gamma",NA,"mu_gamma[1]",-1.045242868464,-2.244204,0.3470708,1.00741162180133,535.61097319093
