"fit_dir","variable","model_col","type_fine","restaurant","transform","mean","median","sd","q2.5","q97.5","mean_t","q2.5_t","q97.5_t","rhat","ess_bulk","ess_tail"
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_count","beta[43,3]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp",-0.00133387599820425,-0.00136198,0.0170113550778888,-0.0343739475,0.03153586,0.998667013218973,0.966210125212454,1.03203838382853,1.00100310569389,1751.11722565719,2928.83662080391
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_count","beta[44,4]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp",0.1406375301205,0.138686,0.0782091593480655,-0.0083811275,0.298816125,1.15100736686182,0.991653896234657,1.34826168906106,1.00339414990148,613.436392088955,1241.68248003598
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_count","beta[45,1]","exposure_SRQS8F7JWA9MZ_1","level","SRQS8F7JWA9MZ","exp",0.36737496825,0.3672465,0.0445250072809886,0.281922325,0.4569871,1.44393924899138,1.32567574412409,1.57930851103824,1.00312312239288,661.946569015323,2095.62788265925
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_count","beta[46,6]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp",0.0145315820846275,0.0145791,0.00986632327852819,-0.00452967575,0.0343553875,1.01463767881843,0.995480567758772,1.03495235050694,1.00294665865271,1199.96118447111,2705.36831438203
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp",0.0547714335586475,0.06435935,0.121319077411648,-0.201456425,0.273583325,1.05629915254317,0.817539201054632,1.31466689926766,1.06608340023127,35.0622014269724,68.3901647595782
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_count","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp",0.006757110686,0.003989865,0.994780341957228,-1.8500295,2.000258,1.00677999146537,0.157232527885639,7.39096272134789,1.00154687951154,575.382838087598,949.949765075988
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","beta[41,2]","exposure_2HRX9P6HKXA8V_1","level","2HRX9P6HKXA8V","exp_p10",-3.22111137752,-3.147365,1.78031883319186,-6.9324805,-0.0345942599999998,0.724617653477576,0.499949567823548,0.996546550919901,1.00315978045172,361.589321739349,877.646184833359
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","beta[42,5]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp_p10",0.35015240723325,0.351964,0.142331160710838,0.0671296675,0.624889575,1.03563549251335,1.00673554921479,1.0644827043027,1.00140173955214,1445.62123507542,2657.28141843311
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","beta[43,3]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp_p10",-3.17539277625,-3.15568,0.662654341832385,-4.519117,-1.90655525,0.727938088533533,0.636410362279138,0.826417219195822,1.00045456127922,743.894547664348,1788.81849157817
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","beta[44,4]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp_p10",1.3407931586025,1.33382,1.88665722957006,-2.17285,5.12454575,1.14348351242638,0.804700596950863,1.66938379782627,1.00031505827753,477.21297825711,1139.99208713557
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","beta[45,1]","exposure_SRQS8F7JWA9MZ_1","level","SRQS8F7JWA9MZ","exp_p10",3.3696081525,3.360675,0.438616833687115,2.53998925,4.2205965,1.40068417720387,1.28917041840886,1.52509949415491,1.00180859772225,720.821254681399,1491.64007183311
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","beta[46,6]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp_p10",0.48127591428975,0.482313,0.510484395971745,-0.481884775,1.498114,1.04930452904801,0.952954159732539,1.161615141452,1.00033827752203,1276.75948015123,1833.00867089047
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp_p10",-0.08045111354675,-0.0853593,0.723463490012602,-1.52423875,1.3359705,0.991987163942896,0.858624254239941,1.14293218232111,1.00511630939998,145.936137544078,336.254230674451
"model_fits/finalized_redone_trunc/proportion/vegetarian/mpbamod_dishes_prop","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp_p10",0.04257014007125,0.0675418,1.0297572654251,-2.03838675,2.041185,1.00426608796267,0.815593936266407,1.22644347839773,1.00475684570642,484.051495616851,1001.95815618636
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","beta[41,2]","exposure_2HRX9P6HKXA8V_1","level","2HRX9P6HKXA8V","exp",0.029264027730325,0.0280063,0.0517328498305849,-0.069823175,0.1289283,1.02969642699843,0.932558705020629,1.13760855470813,1.00074974431862,1204.67339713033,1996.35155867368
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","beta[42,5]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp",0.26619700575,0.265586,0.0305243718737796,0.20843625,0.3265705,1.30499212431659,1.23175040346971,1.38620597383935,1.00101572078938,657.732664519095,2439.98788752434
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","beta[43,3]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp",0.02983897337975,0.02972885,0.0100604026551973,0.0101530825,0.049912885,1.0302886167015,1.01020479992436,1.05117951888341,1.00258395701606,2244.38374793976,2640.51226643338
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","beta[44,4]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp",0.1254462542,0.125684,0.0288841989674914,0.0699904925,0.181488025,1.1336542381692,1.07249798443116,1.19900017859661,1.0015388160601,1054.24298126253,2398.93685282724
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","beta[45,1]","exposure_SRQS8F7JWA9MZ_1","level","SRQS8F7JWA9MZ","exp",0.47673196325,0.4738355,0.0916000817565156,0.304964825,0.660311425,1.61080163215172,1.356577284561,1.93539497093794,1.00085527062933,677.773631780865,1481.9904670818
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","beta[46,6]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp",0.02439163084075,0.0243443,0.00727150761487547,0.0101859875,0.0391155125,1.02469154012936,1.0102380412602,1.03989059707532,1.00263532367418,1358.51659994822,2532.15609431935
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp",0.169237861055275,0.164542,0.117706989956413,-0.067863025,0.426289125,1.18440182848995,0.93438845267035,1.53156352442922,1.02376963831623,84.1489784887432,182.573506196046
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_count","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp",-0.070552559378075,-0.0739214,0.975530715373528,-1.97451825,1.8769565,0.931878759270597,0.13882817660979,6.53358959157887,1.00376528664992,382.107241834101,659.888238658646
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","beta[41,2]","exposure_2HRX9P6HKXA8V_1","level","2HRX9P6HKXA8V","exp_p10",0.655373385828,0.683298,0.781608681262317,-0.988356025,2.0999095,1.06773260419146,0.905891622100606,1.23366689522082,1.0012425203694,301.402177541256,892.98163065254
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","beta[42,5]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp_p10",1.58436966715,1.58248,0.476911620397479,0.6586894,2.55594125,1.17167806717996,1.06808672454636,1.29122854418499,1.00352593791776,418.564212142399,381.731749326919
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","beta[43,3]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp_p10",0.91725800748975,0.9130145,0.488774734689591,-0.0132296,1.91108525,1.09606424087921,0.998677914725796,1.21059082432179,1.00171103655426,470.89748329269,1192.48752135507
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","beta[44,4]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp_p10",2.742636151,2.6607,1.09043517788892,0.827473175,4.97150075,1.31556155842341,1.08626729313178,1.64402922789353,1.00214494900885,142.210088807451,141.205357555903
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","beta[45,1]","exposure_SRQS8F7JWA9MZ_1","level","SRQS8F7JWA9MZ","exp_p10",0.14392696928385,0.1399555,0.326847157390698,-0.489982575,0.81935215,1.01449677049114,0.952182788875569,1.08538549085274,1.00243419854512,653.747037125697,517.370149419199
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","beta[46,6]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp_p10",1.145833876385,1.149855,0.449847682777449,0.25104365,2.01163825,1.12140614857575,1.02542213312107,1.22282508473425,1.00068166929962,413.488867447054,882.792787805401
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp_p10",0.9764075231025,0.959043,0.474985360410717,0.0783076475000001,1.94249175,1.10256661944114,1.00786150537677,1.21439884309118,1.04992891750951,119.926386275042,292.796213167319
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegan_dishes_prop","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp_p10",0.027632478219,0.02321815,0.979956678750457,-1.8838415,1.95131025,1.00276706911007,0.828296456024912,1.21547023304415,1.00518521767044,333.442257196673,663.580051253156
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","beta[41,2]","exposure_2HRX9P6HKXA8V_1","level","2HRX9P6HKXA8V","exp",0.00792566885865,0.008612855,0.0415927284934669,-0.07629192,0.08739728,1.00795716011352,0.926545689858902,1.09133015725147,1.00232034037701,503.976026659987,900.717466857766
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","beta[42,5]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp",0.131191441875,0.1309855,0.0125669930344007,0.10656615,0.1563343,1.14018603977272,1.11245151267936,1.1692170070088,1.00170108363002,1022.15764601733,1805.91382052591
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","beta[43,3]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp",0.0356053768125,0.0355999,0.00773770232576028,0.0203907375,0.05095411,1.03624683876372,1.02060004883802,1.05227460329365,1.00103442991806,1825.25011219099,2754.45292812426
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","beta[44,4]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp",0.07196600496825,0.0718566,0.0212434557961631,0.02946819,0.11469295,1.07461881174223,1.02990667361953,1.12152901921247,1.00196803542016,550.442336375657,1425.8204241034
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","beta[45,1]","exposure_SRQS8F7JWA9MZ_1","level","SRQS8F7JWA9MZ","exp",0.14292528725,0.1426395,0.0177307255348419,0.1096059,0.1788145,1.15364360655975,1.11583823194717,1.19579890289625,1.00082662346189,1099.01512682192,2229.87308965504
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","beta[46,6]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp",0.0200013735175,0.0199128,0.0054426237110994,0.009559168,0.03109221,1.02020274129211,1.00960500277746,1.03158062155017,1.00024308247835,1537.58989963035,2947.17253465192
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp",0.0634897960781,0.0657304,0.0503991111182802,-0.029189135,0.153325825,1.06554861297117,0.971232752987281,1.1657047328173,1.01351505101277,66.8388649223835,104.033848552083
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_count","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp",0.0168377172595,0.00997143,1.01420748516375,-1.99618525,2.06331025,1.01698027058773,0.135852539482699,7.87198496646273,1.00343549940139,457.48287398296,888.701109995708
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","beta[41,2]","exposure_2HRX9P6HKXA8V_1","level","2HRX9P6HKXA8V","exp_p10",1.39997944429278,1.678265,0.946448403722426,-0.898173875,2.62846825,1.15027143439051,0.914098095769306,1.30062748007865,1.05527021717424,101.970561761119,565.279906732603
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","beta[42,5]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp_p10",2.32309384575,2.293165,0.397497077451235,1.60565325,3.18750225,1.26150996018233,1.17417447358285,1.37540773953017,1.01399916308653,346.337562178966,1274.86658854609
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","beta[43,3]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp_p10",2.1334170625,2.1447,0.398451555733234,1.2942985,2.9159995,1.23780754556129,1.13817926538675,1.33856741661782,1.00533724688431,505.624849565168,1558.11304710119
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","beta[44,4]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp_p10",2.35409764075,2.280905,0.617436916291277,1.2210355,3.80803425,1.26542718911224,1.12987109387472,1.46345989750321,1.01435938674296,358.719689344703,512.857626146491
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","beta[45,1]","exposure_SRQS8F7JWA9MZ_1","level","SRQS8F7JWA9MZ","exp_p10",2.203798385,2.20282,0.271398440084798,1.66352,2.7437025,1.24655012840528,1.18098873660253,1.31570185067853,1.00475768309787,649.715181505743,1172.47555000767
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","beta[46,6]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp_p10",2.1875023555,2.187325,0.457811658222854,1.30193275,3.18157175,1.24452040091284,1.13904851165237,1.37459229579359,1.01168735615472,592.045581408789,937.791157479734
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp_p10",1.8860931210685,1.990635,0.508046050664566,0.57369865,2.6212325,1.20756907769222,1.05904744254786,1.29968671894641,1.03788168003397,123.026403739536,167.628217868625
"model_fits/finalized_redone_trunc/proportion/vegetarian/vegetarian_dishes_prop","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp_p10",0.073673921145825,0.05170455,1.00921556862695,-1.91591975,1.9898165,1.00739459811926,0.825643683036403,1.22015957576623,1.00140774683281,330.755947263645,695.259818169999
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_count","beta[42,1]","exposure_2HRX9P6HKXA8V_1","level","2HRX9P6HKXA8V","exp",-0.08666432997861,-0.08719435,0.088614831744987,-0.259463575,0.0942000825,0.916984848302234,0.771465308106053,1.09877957048833,1.00051940109184,2473.56210790785,3316.92437524894
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_count","beta[43,2]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp",-0.0942478170521167,-0.0952103,0.0643736415303913,-0.2209236,0.0308136899999999,0.910057206599457,0.801777933784423,1.03129334572334,1.00135147617202,1519.59828272609,2231.16287015096
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_count","beta[44,3]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp",-0.06992095027476,-0.0768752,0.123695003772145,-0.3130977,0.197158825,0.932467528294503,0.731178472942307,1.21793746426301,1.00141330875495,2098.94052632587,3448.57855728028
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp",-0.0634954295676,-0.08230655,0.175280798944074,-0.355221225,0.401211324999998,0.938478408542987,0.701018343270223,1.49363287711854,1.01384959533499,267.953866164939,193.40263746429
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_count","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp",-0.0318946258705667,-0.0293913,0.994280100378325,-1.8973345,1.9030105,0.96860864299433,0.149967826183891,6.70605265542341,1.00060996551854,1144.36369572735,2374.86201591348
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_presence","beta[42,1]","exposure_2HRX9P6HKXA8V_1","level","2HRX9P6HKXA8V","exp_p10",0.159601716364,-0.09292525,1.11000425595408,-1.44485975,2.8674575,1.01608821546928,0.865467050493371,1.33208548768174,1.00949610724137,543.985275280284,999.696903567844
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_presence","beta[43,2]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp_p10",-0.612144701688333,-0.611329,0.155939867845738,-0.91322275,-0.30330285,0.940621482893122,0.912723515524939,0.970125062871702,1.00090432202296,2410.3396262813,2960.59925118941
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_presence","beta[44,3]","exposure_L69HYJ4Y3TR91_1","level","L69HYJ4Y3TR91","exp_p10",-0.0964168225319667,-0.0976976,0.188373001632701,-0.470205625,0.26406085,0.990404649739457,0.954067779369959,1.02675781477335,1.00020235085789,2148.76251512538,2606.08760779298
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp_p10",-0.1684801145372,-0.245977,0.473645148207725,-0.955535275,0.954947949999999,0.983293122570461,0.908869710828158,1.10020309546192,1.00445683423579,333.610640054808,494.323922058606
"model_fits/finalized_redone_trunc/proportion_targeted/breakfast_p/breakfast_dishes_presence","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp_p10",0.0275157723305,0.02994315,0.977806521702739,-1.88611425,1.93411225,1.00275536629619,0.82810822633863,1.21338166381282,1.00068623859579,1150.74179269132,1691.42903429918
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_count","beta[42,1]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp",0.063907155672425,0.06420635,0.0219999975406413,0.020566435,0.106327225,1.06599342272436,1.02077938146879,1.1121857519514,1.00804122735506,296.677811287807,1402.27252003089
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_count","beta[43,2]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp",0.12185637565,0.120248,0.0391252803696132,0.051371345,0.1990956,1.12959185323349,1.05271374069313,1.22029862087183,1.01169826637439,269.443498233372,1210.66264839629
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp",0.097207514705925,0.0865819,0.214173715321844,-0.362539675,0.630659525,1.1020890495784,0.695906703032477,1.87884931882659,1.0291849385116,99.7503227742549,208.549637169416
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_count","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp",0.063162497631,0.06641335,1.00441117676665,-2.0938885,1.92756975,1.06519991763167,0.123207112280437,6.87278733796556,1.01753697181727,129.989544923003,163.540996313795
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_presence","beta[42,1]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp_p10",0.608727380595667,0.4598285,1.22072348271023,-1.222855,3.70139025,1.06276365621567,0.884895694714319,1.44793589995965,1.27877389871633,360.542490607329,434.034738012354
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_presence","beta[43,2]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp_p10",0.230368290487833,0.222337,0.0883429965331481,0.0569006225,0.41714435,1.0233042261745,1.00570628140227,1.04259670710754,1.19599406244112,2270.89256457056,3115.96295536391
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp_p10",0.186938336830333,0.1398775,0.559525440600747,-0.928414675,1.46613175,1.01886965728879,0.911337965530641,1.15790596941126,1.05951113620135,62.2838200697004,541.59568292976
"model_fits/finalized_redone_trunc/proportion_targeted/chicken_p/chicken_dishes_presence","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp_p10",0.0410373081245333,0.133916,0.906901295011016,-1.82450075,1.8800775,1.00411216264579,0.833226241710055,1.20684286834559,1.29734590527199,660.950252404898,1097.8679106041
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_count","beta[42,1]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp",0.0317221252941167,0.0329566,0.0165400513602981,-0.0047283965,0.061443815,1.03223063466591,0.995282764768167,1.06337074936482,1.00435876447176,502.233042424999,1369.2875089919
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_count","beta[43,2]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp",0.0364262113563333,0.0363819,0.0137236317941561,0.00912917175,0.0633297825,1.03709777515613,1.00917096973526,1.06537812436558,1.00217427761834,1007.5698566155,2111.97590767784
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_count","beta[44,3]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp",0.0366518461335,0.03633725,0.0107967506920999,0.0159646075,0.05893787,1.03733180688338,1.01609272270801,1.06070933682178,1.00078091652972,945.774253734988,2422.79600085529
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_count","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp",0.0248206831915667,0.03485485,0.0479562291993322,-0.13980475,0.0749688175,1.02513128077265,0.869527994166428,1.07785054028613,1.04301689730938,81.1365730264123,46.6795585208562
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_count","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp",-0.0300769083399333,-0.040485,0.974657678221297,-1.87742,1.9498345,0.970370901063494,0.15298429651716,7.02752442904814,1.00757339644646,452.075166021523,880.545238587925
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_presence","beta[42,1]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp_p10",-0.0028061875614,-0.0034269,0.069785628896811,-0.13764475,0.134584575,0.99971942061362,0.986329822239536,1.01354943019841,1.0015769211772,2334.98453279695,2959.91176341211
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_presence","beta[43,2]","exposure_JHDN7CF1C03X5_1","level","JHDN7CF1C03X5","exp_p10",0.647425025135817,0.1623235,2.19149823650117,-1.180272,5.57156049999995,1.06688426899373,0.88867188041073,1.74570074829691,1.02563823479992,99.8092900886178,60.3857966338241
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_presence","beta[44,3]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp_p10",0.181914708118172,0.06300445,1.05389983905865,-1.79839925,2.39069675,1.01835794354611,0.835403927992419,1.27006702542107,1.04281900025207,88.3789440945551,206.391509094337
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp_p10",0.0774702551004,0.0389567,0.512349647285334,-1.0093425,1.2372625,1.00777711135392,0.903992468436699,1.13170602406672,1.05244722412622,81.7484244947129,178.029863091936
"model_fits/finalized_redone_trunc/proportion_targeted/dairy_p/dairy_dishes_presence","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp_p10",-0.0912290709731667,-0.05851305,1.05125189990129,-2.32164325,1.859894,0.990918580361703,0.79281583314023,1.20440949356933,1.0276814764368,86.9471700283794,131.19067246954
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_count","beta[42,1]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp",0.02805387540378,0.0287415,0.0227449322943144,-0.0177030525,0.0711372525,1.02845109114669,0.982452725928152,1.07372858768822,1.00016169848942,1434.44871932441,3012.09827956727
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_count","beta[43,2]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp",0.0548734161545,0.05441615,0.0163215541278234,0.0230059275,0.0878057675,1.05640688216593,1.02327260497761,1.09177604304227,1.00169102375439,1839.85219636838,3021.13117865517
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp",0.05004588498975,0.04249355,0.217852864550955,-0.4246961,0.59330315,1.05131933504621,0.65396849596013,1.80995711205542,1.00971805395007,223.838355293331,275.466845781707
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_count","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp",-0.00121578759225,0.00975007,1.03247662737242,-1.9852765,1.9608125,0.998784951178058,0.137342633628195,7.10509761236442,1.00248197301437,573.210704598384,921.187551348866
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_presence","beta[42,1]","exposure_ED5J990H5VAZT_1","level","ED5J990H5VAZT","exp_p10",0.097512662631175,0.096537,0.122961612883998,-0.1376742,0.335695575,1.00979896477421,0.986326917502487,1.03413937337409,1.00071507392661,2359.18536522895,2939.67634776059
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_presence","beta[43,2]","exposure_W8T41JZK0ZMEP_1","level","W8T41JZK0ZMEP","exp_p10",0.06448033469725,0.1029565,0.930511531239671,-2.112196,1.9113775,1.00646886679145,0.809596260020097,1.21062620435562,1.00288863213436,653.804311083218,1043.23941912716
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[1]","mu_gamma[1]","pooled_mu_gamma",NA,"exp_p10",0.09133936645245,0.0946373,0.546838111704037,-1.0690555,1.27424525,1.00917577834067,0.898610542748031,1.13589913301871,1.00209049997432,314.924123960332,398.984490506879
"model_fits/finalized_redone_trunc/proportion_targeted/egg_p/egg_dishes_presence","mu_gamma[2]","mu_gamma[2]","pooled_mu_gamma",NA,"exp_p10",0.0342320173,0.02690325,0.997469485778402,-1.8220955,1.99830225,1.00342906757646,0.833426677555791,1.22119541210849,1.0002727915977,656.07938908108,1156.80097866894
"model_fits/finalized_redone_trunc/proportion_targeted/untextured_p/untextured_dishes_count","beta[42,1]","exposure_SRQS8F7JWA9MZ_1","level","SRQS8F7JWA9MZ","exp",0.0922855979078333,0.0883637,0.0506569429831028,0.00591126875,0.190342375,1.09667798629762,1.00592877477639,1.20966368537084,1.2735883046351,9.04857983764835,67.0724165294641
