Outcome,Effect,Mean_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast_t2,Level,0.00982567885388593,-0.050952129675,0.060308366225,1.00766016142274,"0.010 [-0.051, 0.060]"
breakfast_t2,Slope,0.0451548367242838,-0.07121504435,0.15920766825,1.00990605119799,"0.045 [-0.071, 0.159]"
chicken_t2,Level,-0.0634553489541,-0.313774275,0.04120243,3.09498099382538,"-0.063 [-0.314, 0.041]"
chicken_t2,Slope,-0.102169744383567,-0.429102575,0.112219675,1.8918177169953,"-0.102 [-0.429, 0.112]"
dairy_t2,Level,0.110923425147267,-0.5918978,0.8340926,1.00207254097405,"0.111 [-0.592, 0.834]"
dairy_t2,Slope,-0.1518355576286,-0.714900925,0.385159275,1.00457995001283,"-0.152 [-0.715, 0.385]"
untextured_t2,Level,-0.0511602753373333,-0.142518101,-0.0036716693825,3.10637957153127,"-0.051 [-0.143, -0.004]"
untextured_t2,Slope,-0.0401339661613333,-0.13624270125,0.06364030075,3.74841791614017,"-0.040 [-0.136, 0.064]"
