Outcome,Effect,Mean_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast,Level,0.842782928144026,0.530051172611316,1.39287742863975,1.0004118007458,"0.843 [0.530, 1.393]"
breakfast,Slope,0.802175764616072,0.339358570674944,2.098084897342,1.00065442799972,"0.802 [0.339, 2.098]"
textured,Level,1.22111577849654,1.13851766792468,1.31331821742418,1.0098175799851,"1.221 [1.139, 1.313]"
textured,Slope,0.693663141936457,0.328863584822444,1.44383378282767,1.0116819923268,"0.694 [0.329, 1.444]"
untextured,Level,1.08023347136067,0.516529165214098,2.48418105524517,1.01042910104574,"1.080 [0.517, 2.484]"
untextured,Slope,0.693541421031676,0.268523861321622,1.91130193269145,1.0112403634854,"0.694 [0.269, 1.911]"
