Outcome,Effect,Median_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast,Level,0.790134008836846,0.4929044337889213,1.3262599589201844,1.0004118007458,"0.790 [0.493, 1.326]"
breakfast,Slope,0.44033961437255065,0.17888228324164684,1.307823457375388,1.00065442799972,"0.440 [0.179, 1.308]"
textured,Level,1.1448322849184585,1.0102981648406661,1.2747628323952138,1.0098175799851,"1.145 [1.010, 1.275]"
textured,Slope,0.3807736083512083,0.16814008209857623,0.9345730827074253,1.0116819923268,"0.381 [0.168, 0.935]"
untextured,Level,1.0127509406076738,0.4824135066988467,2.3340046181401406,1.01042910104574,"1.013 [0.482, 2.334]"
untextured,Slope,0.38070679190195084,0.14311457797026114,1.091054462059942,1.0112403634854,"0.381 [0.143, 1.091]"
