Outcome,Effect,Median_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast,Level,0.04372725,-0.1054732,0.2701902,1.0249699720744,"0.044 [-0.105, 0.270]"
breakfast,Slope,0.1176795,-0.4116037,0.729464025,1.0307802163365,"0.118 [-0.412, 0.729]"
untextured,Level,0.06559895,-0.57089075,1.241852,1.18710639447111,"0.066 [-0.571, 1.242]"
untextured,Slope,-0.02337395,-0.692639475,0.829639649999999,1.11211281959988,"-0.023 [-0.693, 0.830]"
