fit_dir,total_dir,analysis,outcome,gamma_index,level,restaurant,type_fine,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,ess_bulk,ess_tail
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,1,pooled,NA,level,-0.2064447481042231,-0.622442468225,0.18600080694999999,0.8310774511581258,0.9797786539609683,1.699216258503741,696.7479379323132,967.5370509892575
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,2,pooled,NA,slope,-0.16620187785466267,-0.67659721065,0.38566382547500005,0.8787839128103702,0.9838767196658724,1.2525908999218869,20.111373835968013,984.9691338620299
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,L69HYJ4Y3TR91,level,-0.19214057923016167,-0.4839614475,0.09058945701000007,0.8343768478718558,0.9810784682538196,1.6711183005503023,4.795595364983095,31.65527151181358
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,ED5J990H5VAZT,level,-0.07697925877799766,-0.34931368804999996,0.20150412125000006,0.9343518623634801,0.9924212231948778,1.6582211739542523,484.1268077017108,1110.9713173832254
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,W8T41JZK0ZMEP,level,0.12297266804528567,-0.21980819709999996,0.4005134993750002,1.1448176497855544,1.0124997684341774,1.506075203524739,27.776309471694532,1283.8116274566828
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,W8T41JZK0ZMEP,level,-2.301952058982171,-2.9305172286,-1.4230859749499996,0.10950192235752464,0.7950589610355295,1.1747821216267438,12.004472735857622,856.1681805098466
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,W8T41JZK0ZMEP,level,-0.42100825931635966,-0.78311534525,-0.022365536499999637,0.6679422861705004,0.9589378818549671,1.640117830403479,1012.1321260752076,1154.3493354209688
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,W8T41JZK0ZMEP,level,-0.185850432141483,-0.56463405425,0.3547796352500002,0.8573014906885421,0.9818852628952235,1.2095651062470638,10.126551802273207,1465.9184532261195
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,W8T41JZK0ZMEP,level,-0.20247743467685134,-0.6456380545,0.1512717309250001,0.8347696028838484,0.9801756223755468,1.2727113211165653,8.220765148476346,1141.3958717520227
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,EMBVNVD207CC6,level,-1.54891289267773,-2.279373456,-0.8251501689999995,0.22759073651153594,0.857095383316133,1.760215588090569,136.56516373742613,1351.2040895792209
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,C0BE4NDSW26QN,level,0.07491603104568667,-1.672714843,1.3049115297250007,1.4337893163490711,1.010808698301213,1.2256834222958186,9.586402872286559,1820.6186531581438
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,C0BE4NDSW26QN,level,0.007939947765907,-0.9106707991,1.1184993172500002,1.1585010629706454,1.0020925057076242,1.692228215947209,38.329244535032025,1565.501589981517
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,V3Q26BHF3SE2H,level,-0.126815460109533,-0.37513908825,0.19284595505000002,0.8917283439465808,0.9875171758101571,1.3274462865488437,7.20058773829989,361.8806549828126
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,V3Q26BHF3SE2H,level,-0.019148626042603333,-0.274907284825,0.19568326292500002,0.9877961553402567,0.9981563643264934,1.606847656315427,39.59457876900296,1747.1236359400054
model_fits/finalized_redone_trunc_cp/t2_a3_its/meat,model_fits/finalized_redone_trunc_cp/t2_a3_its/total,t2_a3_its,meat,NA,restaurant,V3Q26BHF3SE2H,level,-0.15184584274125434,-0.36473271742499996,0.08973642650000015,0.8656814520799817,0.9850045166142148,1.6056758110093634,5.026120591580261,20.89572466924834
