"fit_dir","total_dir","analysis","outcome","gamma_index","level","restaurant","type_fine","model_col","total_source","mean","median","q2.5","q16","q84","q97.5"
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegan_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_prop","a1_proportion","chicken_fish",2,"pooled",NA,"slope",NA,"mu_gamma_total_subset",-0.03046935859525,-0.070414265,-2.745839325,-1.36587344,1.35900916,2.712350075
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_count","a1_proportion","chicken_fish",NA,"restaurant","2HRX9P6HKXA8V","level","exposure_2HRX9P6HKXA8V_1","matched_restaurant",0.033594900663225,0.0361719,-0.10266363,-0.0349175168,0.100530204,0.166503555
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_count","a1_proportion","chicken_fish",NA,"restaurant","ED5J990H5VAZT","level","exposure_ED5J990H5VAZT_1","matched_restaurant",0.01279622485875,0.01223615,-0.0656617975,-0.030071048,0.055683104,0.0972758500000001
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_count","a1_proportion","chicken_fish",NA,"restaurant","JHDN7CF1C03X5","level","exposure_JHDN7CF1C03X5_1","matched_restaurant",-0.0318425082554058,-0.03170531,-0.0523076425,-0.0419119744,-0.02153709,-0.01199011675
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_count","a1_proportion","chicken_fish",NA,"restaurant","L69HYJ4Y3TR91","level","exposure_L69HYJ4Y3TR91_1","matched_restaurant",0.119142714466,0.11353485,-0.032658785,0.03623014,0.203019236,0.2991444975
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_count","a1_proportion","chicken_fish",NA,"restaurant","W8T41JZK0ZMEP","level","exposure_W8T41JZK0ZMEP_1","matched_restaurant",-0.0087060944572875,-0.00858093,-0.0265376553,-0.0176523516,0.000147163999999998,0.00893655500000001
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_count","a1_proportion","chicken_fish",1,"pooled",NA,"level",NA,"mu_gamma_total_subset",0.031630158216975,0.0233496,-0.114840175,-0.040049048,0.100103256,0.227438555
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_count","a1_proportion","chicken_fish",2,"pooled",NA,"slope",NA,"mu_gamma_total_subset",0.01340005332925,0.000984499999999999,-2.8314665,-1.418237516,1.45476456,2.8692505
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_prop","a1_proportion","chicken_fish",NA,"restaurant","2HRX9P6HKXA8V","level","exposure_2HRX9P6HKXA8V_1","matched_restaurant",-0.529060380749838,-0.579515,-3.4106365,-2.124621376,1.00886044,2.7279948
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_prop","a1_proportion","chicken_fish",NA,"restaurant","ED5J990H5VAZT","level","exposure_ED5J990H5VAZT_1","matched_restaurant",-6.98649645865,-6.879595,-11.7107215,-9.2020864,-4.7518716,-2.8813206
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_prop","a1_proportion","chicken_fish",NA,"restaurant","JHDN7CF1C03X5","level","exposure_JHDN7CF1C03X5_1","matched_restaurant",-2.868940755259,-2.85957519,-4.3160015,-3.60663436,-2.13288428,-1.393254025
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_prop","a1_proportion","chicken_fish",NA,"restaurant","L69HYJ4Y3TR91","level","exposure_L69HYJ4Y3TR91_1","matched_restaurant",-0.9699425615075,-1.3898515,-5.75092925,-3.6834672,1.8578598,5.8745021
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_prop","a1_proportion","chicken_fish",NA,"restaurant","W8T41JZK0ZMEP","level","exposure_W8T41JZK0ZMEP_1","matched_restaurant",-1.53980333329775,-1.5046841,-3.57365375,-2.5561432,-0.542846,0.4384213
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_prop","a1_proportion","chicken_fish",1,"pooled",NA,"level",NA,"mu_gamma_total_subset",-1.65994242237625,-1.6926415,-3.48563375,-2.63448336,-0.71943812,0.401985575
"model_fits/finalized_redone_trunc/a1_proportion/chicken_fish/vegetarian_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/vegetarian_dishes_prop","a1_proportion","chicken_fish",2,"pooled",NA,"slope",NA,"mu_gamma_total_subset",-0.038270396367575,-0.0452445,-2.8757316825,-1.46124808,1.388016936,2.719729025
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",NA,"restaurant","2HRX9P6HKXA8V","level","exposure_2HRX9P6HKXA8V_1","matched_restaurant",0.0743129050223632,0.0772996,-0.1469126775,-0.034530576,0.180429808,0.2835443075
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",NA,"restaurant","ED5J990H5VAZT","level","exposure_ED5J990H5VAZT_1","matched_restaurant",-0.003115984217975,-0.0036838,-0.02919990275,-0.016609872,0.011008724,0.02470813475
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",NA,"restaurant","JHDN7CF1C03X5","level","exposure_JHDN7CF1C03X5_1","matched_restaurant",-0.0007332008952125,-0.0009079835,-0.04296291375,-0.0211923344,0.0198867588,0.0405445675
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",NA,"restaurant","L69HYJ4Y3TR91","level","exposure_L69HYJ4Y3TR91_1","matched_restaurant",-0.05882543747867,-0.05862365,-0.2405080825,-0.1479562924,0.031105504,0.11505236275
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",NA,"restaurant","SRQS8F7JWA9MZ","level","exposure_SRQS8F7JWA9MZ_1","matched_restaurant",-0.057472981133,-0.0577312,-0.15946534025,-0.106769612,-0.00753768000000001,0.0438112
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",NA,"restaurant","W8T41JZK0ZMEP","level","exposure_W8T41JZK0ZMEP_1","matched_restaurant",-0.01628099833465,-0.015931215,-0.04697154,-0.0318340216,-0.0007856836,0.013258086
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",1,"pooled",NA,"level",NA,"mu_gamma_total",-0.010872940965275,-0.01503733,-0.1624127125,-0.0822772924,0.063827092,0.15050694925
