Outcome,Effect,Mean_t,Q2.5_t,Q97.5_t,Rhat,ci
breakfast,Level,0.0557807428632267,-0.2365434425,0.3097506575,1.0249699720744,"0.056 [-0.237, 0.310]"
breakfast,Slope,0.115209578200667,-0.360129265,0.736321925,1.0307802163365,"0.115 [-0.360, 0.736]"
untextured,Level,0.151669884182,-0.48981749,1.5240739,1.18710639447111,"0.152 [-0.490, 1.524]"
untextured,Slope,0.00528171457066667,-0.788757635,0.99349981,1.11211281959988,"0.005 [-0.789, 0.993]"
