"table_id","tier","analysis","outcome_key","outcome_label","outcome_order","column","column_order","exposure","fit_dir","total_dir","gamma_index","n_rest","reported","suppress_reason","transform"
"t2_a2","T2","t2_a2_proportion_t","breakfast_p","Breakfast-style meat",1,"Count",1,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/breakfast_p/breakfast_dishes_count","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count",1,9,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","breakfast_p","Breakfast-style meat",1,"Presence",2,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop",1,6,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","untextured_p","Ground meat",2,"Count",1,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/untextured_p/untextured_dishes_count","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count",1,7,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","untextured_p","Ground meat",2,"Presence",2,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/untextured_p/untextured_dishes_presence","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop",1,3,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","chicken_p","Chicken",3,"Count",1,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/chicken_p/chicken_dishes_count","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count",1,4,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","chicken_p","Chicken",3,"Presence",2,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/chicken_p/chicken_dishes_presence","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop",1,1,FALSE,"fewer than two contributing restaurants","exp"
"t2_a2","T2","t2_a2_proportion_t","dairy_p","Dairy",4,"Count",1,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/dairy_p/dairy_dishes_count","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count",1,8,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","dairy_p","Dairy",4,"Presence",2,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/dairy_p/dairy_dishes_presence","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop",1,4,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","egg_p","Egg",5,"Count",1,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/egg_p/egg_dishes_count","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_count",1,5,TRUE,,"exp"
"t2_a2","T2","t2_a2_proportion_t","egg_p","Egg",5,"Presence",2,,"model_fits/finalized_uncontaminated2/t2_a2_proportion_t/egg_p/egg_dishes_presence","model_fits/finalized_redone_trunc_cp/t2_a1_proportion/total/mpbamod_dishes_prop",1,3,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","nonvegan","Nonvegan",1,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","nonvegan","Nonvegan",1,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a3_its/nonvegan","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","meat","Meat",2,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a3_its/meat","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","meat","Meat",2,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a3_its/meat","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","chicken_fish","Chicken & fish",3,"Level change",1,,"model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","chicken_fish","Chicken & fish",3,"Slope change",2,,"model_fits/finalized_redone_trunc/t2_a3_its/chicken_fish","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","vegetarian","Vegetarian",4,"Level change",1,"Vegetarian","model_fits/finalized_redone_trunc/t2_a3_its/vegetarian","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","vegetarian","Vegetarian",4,"Slope change",2,"Vegetarian","model_fits/finalized_redone_trunc/t2_a3_its/vegetarian","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","vegan","Vegan",5,"Level change",1,"Vegan","model_fits/finalized_redone_trunc/t2_a3_its/vegan","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,13,TRUE,,"exp"
"t2_a3","T2","t2_a3_its","vegan","Vegan",5,"Slope change",2,"Vegan","model_fits/finalized_redone_trunc/t2_a3_its/vegan","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,13,TRUE,,"exp"
"t2_a4","T2","t2_a4_its_t","breakfast_t2","Breakfast-style meat",1,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,4,TRUE,,"exp"
"t2_a4","T2","t2_a4_its_t","breakfast_t2","Breakfast-style meat",1,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a4_its_t/breakfast_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,4,TRUE,,"exp"
"t2_a4","T2","t2_a4_its_t","dairy_t2","Dairy",2,"Level change",1,,"model_fits/finalized_redone_trunc/t2_a4_its_t/dairy_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,3,TRUE,,"exp"
"t2_a4","T2","t2_a4_its_t","dairy_t2","Dairy",2,"Slope change",2,,"model_fits/finalized_redone_trunc/t2_a4_its_t/dairy_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,3,TRUE,,"exp"
"t2_a4","T2","t2_a4_its_t","textured_t2","Whole-muscle meat",3,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a4_its_t/textured_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,1,FALSE,"fewer than two contributing restaurants","exp"
"t2_a4","T2","t2_a4_its_t","textured_t2","Whole-muscle meat",3,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a4_its_t/textured_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,1,FALSE,"fewer than two contributing restaurants","exp"
"t2_a4","T2","t2_a4_its_t","untextured_t2","Ground meat",4,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",1,5,TRUE,,"exp"
"t2_a4","T2","t2_a4_its_t","untextured_t2","Ground meat",4,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a4_its_t/untextured_t2","model_fits/finalized_redone_trunc_cp/t2_a3_its/total",2,5,TRUE,,"exp"
"t1_a5","T1","a5_customer_day","nonvegan","Nonvegan",1,"Level change",1,,"model_fits/finalized_redone_trunc_cp/a5_customer_day/nonvegan","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",1,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","nonvegan","Nonvegan",1,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/a5_customer_day/nonvegan","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",2,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","meat","Meat",2,"Level change",1,,"model_fits/finalized_redone_trunc_cp/a5_customer_day/meat","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",1,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","meat","Meat",2,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/a5_customer_day/meat","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",2,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","chicken_fish","Chicken & fish",3,"Level change",1,,"model_fits/finalized_redone_trunc_cp/a5_customer_day/chicken_fish","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",1,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","chicken_fish","Chicken & fish",3,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/a5_customer_day/chicken_fish","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",2,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","vegetarian","Vegetarian",4,"Level change",1,"Vegetarian","model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",1,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","vegetarian","Vegetarian",4,"Slope change",2,"Vegetarian","model_fits/finalized_redone_trunc_cp/a5_customer_day/vegetarian","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",2,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","vegan","Vegan",5,"Level change",1,"Vegan","model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",1,4,TRUE,,"identity"
"t1_a5","T1","a5_customer_day","vegan","Vegan",5,"Slope change",2,"Vegan","model_fits/finalized_redone_trunc_cp/a5_customer_day/vegan","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",2,4,TRUE,,"identity"
"t1_a6","T1","a6_customer_t_day","breakfast","Breakfast-style meat",1,"Level change",1,,"model_fits/finalized_uncontaminated2/a6_customer_t_day/breakfast","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",1,3,TRUE,,"identity"
"t1_a6","T1","a6_customer_t_day","breakfast","Breakfast-style meat",1,"Slope change",2,,"model_fits/finalized_uncontaminated2/a6_customer_t_day/breakfast","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",2,3,TRUE,,"identity"
"t1_a6","T1","a6_customer_t_day","untextured","Ground meat",2,"Level change",1,,"model_fits/finalized_uncontaminated2/a6_customer_t_day/untextured","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",1,1,FALSE,"fewer than two contributing restaurants","identity"
"t1_a6","T1","a6_customer_t_day","untextured","Ground meat",2,"Slope change",2,,"model_fits/finalized_uncontaminated2/a6_customer_t_day/untextured","model_fits/finalized_redone_trunc_cp/a5_customer_day/total",2,1,FALSE,"fewer than two contributing restaurants","identity"
"t2_a5","T2","t2_a5_customer_day","nonvegan","Nonvegan",1,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","nonvegan","Nonvegan",1,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/nonvegan","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","meat","Meat",2,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","meat","Meat",2,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","chicken_fish","Chicken & fish",3,"Level change",1,,"model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","chicken_fish","Chicken & fish",3,"Slope change",2,,"model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","vegetarian","Vegetarian",4,"Level change",1,"Vegetarian","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/vegetarian","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","vegetarian","Vegetarian",4,"Slope change",2,"Vegetarian","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/vegetarian","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","vegan","Vegan",5,"Level change",1,"Vegan","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/vegan","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,15,TRUE,,"identity"
"t2_a5","T2","t2_a5_customer_day","vegan","Vegan",5,"Slope change",2,"Vegan","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/vegan","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,15,TRUE,,"identity"
"t2_a6","T2","t2_a6_customer_t_day","breakfast_t2","Breakfast-style meat",1,"Level change",1,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/breakfast_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,6,TRUE,,"identity"
"t2_a6","T2","t2_a6_customer_t_day","breakfast_t2","Breakfast-style meat",1,"Slope change",2,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/breakfast_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,6,TRUE,,"identity"
"t2_a6","T2","t2_a6_customer_t_day","dairy_t2","Dairy",2,"Level change",1,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/dairy_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,3,TRUE,,"identity"
"t2_a6","T2","t2_a6_customer_t_day","dairy_t2","Dairy",2,"Slope change",2,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/dairy_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,3,TRUE,,"identity"
"t2_a6","T2","t2_a6_customer_t_day","textured_t2","Whole-muscle meat",3,"Level change",1,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/textured_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,1,FALSE,"fewer than two contributing restaurants","identity"
"t2_a6","T2","t2_a6_customer_t_day","textured_t2","Whole-muscle meat",3,"Slope change",2,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/textured_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,1,FALSE,"fewer than two contributing restaurants","identity"
"t2_a6","T2","t2_a6_customer_t_day","untextured_t2","Ground meat",4,"Level change",1,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/untextured_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",1,6,TRUE,,"identity"
"t2_a6","T2","t2_a6_customer_t_day","untextured_t2","Ground meat",4,"Slope change",2,,"model_fits/finalized_uncontaminated2/t2_a6_customer_t_day/untextured_t2","model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/total",2,6,TRUE,,"identity"
